roll|name|faction_id|faction_name|legend|type|description|id|
3|PSIONIC BLAST|GC|Genestealer Cults|With a screech of triumph, the psyker focuses the alien hatred of their kind into a blaze of pallid energies that consumes their enemies.|Broodmind Discipline|<b>Witchfire:</b> <i>Psionic Blast</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 5. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy unit within 18" of and visible to this <span class="kwb">PSYKER</span>. For the purposes of selecting that enemy unit, unless that enemy unit is within <a href="/wh40k9ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of this <span class="kwb">PSYKER</span>, the <a href="/wh40k9ed/the-rules/core-rules/#Look-out-Sir">Look Out, Sir</a> rule applies as if this psychic power was a ranged weapon with a Range characteristic of 18".<br><ul><li>That unit suffers D3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>.</li><li>If the result of the <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">Psychic test</a> was equal to or greater than that unit’s Leadership characteristic, that unit suffers 3 mortal wounds instead of D3.</li></ul>|000003158004|
4|MENTAL ONSLAUGHT|GC|Genestealer Cults|The psyker intensifies their hypnotic power to such a degree that it can cause their victims’ brains to swell to bursting point inside their skulls.|Broodmind Discipline|<b>Witchfire:</b> <i>Mental Onslaught</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 5. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy unit within 24" of and visible to this <span class="kwb">PSYKER</span> and roll four D6: for each result of 5+, that unit suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>. If any models in that unit are destroyed as a result of those mortal wounds but that unit is not destroyed, keep repeating this process, reducing the number of dice rolled by 1 each time (e g. three D6 on the first repeat, two D6 on the second repeat) until any of the following conditions are met during that repeat:<br><ul><li>The number of dice to roll is 0.</li><li>You roll no results of 5+.</li><li>No enemy models are destroyed.</li></ul>|000003158005|
5|PSYCHIC STIMULUS|GC|Genestealer Cults|The unknowable power of the cult’s gestalt soul flows into the psykers chosen instruments, spurring them into a religious frenzy that sees them attack with hyperactive speed.|Broodmind Discipline|<b>Blessing:</b> <i>Psychic Stimulus</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one friendly <span class="tooltip00702" data-tooltip-content="#tooltip_content00702" data-tooltip-anchor="#tooltip_content00702"><span class="kwb2">&lt;<span class="kwb3">C</span>ULT&gt;</span></span> unit within 18" of and visible to this <span class="kwb">PSYKER</span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>:<br><ul><li>That unit is eligible to shoot and/or <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">declare a charge</a> with in a turn in which it <a href="/wh40k9ed/the-rules/core-rules/#Advance">Advanced</a> or <a href="/wh40k9ed/the-rules/core-rules/#Fall-Back">Fell Back</a>.</li><li>Models in that unit do not suffer the penalty incurred to their <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a> for firing <a href="/wh40k9ed/the-rules/core-rules/#ASSAULT">Assault weapons</a> in the same turn in which their unit Advanced.</li></ul>|000003158006|
6|MIGHT FROM BEYOND|GC|Genestealer Cults|With a low whisper that rises to a scream, the psyker amplifies the alien might hidden within every cultist, swelling their bodies with empowering energy born of the void itself.|Broodmind Discipline|<b>Blessing:</b> <i>Might From Beyond</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one friendly <span class="tooltip00702" data-tooltip-content="#tooltip_content00702" data-tooltip-anchor="#tooltip_content00702"><span class="kwb2">&lt;<span class="kwb3">C</span>ULT&gt;</span></span> unit within 18" of and visible to this <span class="kwb">PSYKER</span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, add 1 to the Attacks characteristic of models in that unit.|000003158007|
1|GATE OF INFINITY|GK|Grey Knights|The psyker punches a corridor through the roiling immaterium, allowing him to cross great distances in the blink of an eye.|Dominus Discipline|<b>Blessing:</b> <i>Gate of Infinity</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 7. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one friendly <span class="tooltip00649" data-tooltip-content="#tooltip_content00649" data-tooltip-anchor="#tooltip_content00649"><span class="kwb">GREY</span> <span class="kwb">KNIGHTS</span> <span class="kwb">PSYKER</span></span> unit within 18" of this <span class="kwb">PSYKER</span> Remove that unit from the battlefield and then set it back up on the battlefield, anywhere that is more than 9" away from any enemy models.|000003988002|
2|EMPYRIC AMPLIFICATION|GK|Grey Knights|In ritualistic patterns, the psyker overlays a complex web of blessed, psychic amplification around the doomed foe. Matching the intricate martial methods of his brother knights, each strike with their psychically empowered weapons through this field drives more of their manifested power into the enemy.|Dominus Discipline|<b>Malediction:</b> <i>Empyric Amplification</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 7. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy unit within 12" of and visible to this <span class="kwb">PSYKER</span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, each time an attack made with a <a href="/wh40k9ed/factions/grey-knights/#Nemesis-Weapons">Nemesis</a> or <a href="/wh40k9ed/factions/grey-knights/#Psi-Weapons">psi weapon</a> is allocated to a model in that unit, add 1 to the Damage characteristic of that attack.|000003988003|
3|SANCTUARY|GK|Grey Knights|Chanting words of warding, the psyker creates a zone of light around him that can both protect him from harm and repel daemonic creatures.|Dominus Discipline|<b>Blessing:</b> <i>Sanctuary</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one friendly <span class="kwb">GREY</span> <span class="kwb">KNIGHTS</span> unit within 18" of this <span class="kwb">PSYKER</span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, models in that unit have a 4+ <a href="/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable save</a>.|000003988004|
4|VORTEX OF DOOM|GK|Grey Knights|The psyker tears a rift between realspace and the warp, condemning his foes to total oblivion.|Dominus Discipline|<b>Witchfire:</b> <i>Vortex of Doom</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 7. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select the closest enemy unit within 12" of and visible to this <span class="kwb">PSYKER</span>: each other enemy unit within 3" of the selected unit suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>, and then the selected unit suffers 2D3 mortal wounds. If the model manifesting this power has been selected this phase for the <a href="/wh40k9ed/factions/grey-knights/#Warlord-Traits">Psychic Epitome</a> Warlord Trait, only the unit you selected suffers the additional mortal wound from that trait, not those other enemy units within 3" of it.|000003988005|
5|WARP SHAPING|GK|Grey Knights|The psyker draws deep from the very fabric of the warp, moulding it to serve his will and the needs of his battle-brothers.|Dominus Discipline|<b>Blessing:</b> <i>Warp Shaping</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 4. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one <a href="/wh40k9ed/factions/grey-knights/#Masters-of-the-Warp">Tide of the Warp</a> that has not been dominant for your army during this battle. Your army’s currently dominant Tide of the Warp is changed to the selected Tide of the Warp.|000003988006|
6|GHOSTLY BONDS|GK|Grey Knights|Subtly manipulating the invisible barrier separating the immaterium from the material realm, the psyker causes imperfect wrinkles and bulges within its fabric to gather around his opponents, pushing back against their advance and dragging at their momentum like a spiritual halter.|Dominus Discipline|<b>Malediction:</b> <i>Ghostly Bonds</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 5. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy unit within 18" of and visible to this <span class="kwb">PSYKER</span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, halve that unit’s Move characteristic.|000003988007|
1|Incursion|CSM|Chaos Space Marines|The psyker opens a portal to the Realm of Chaos, allowing the warp’s daemonic denizens to spill forth into reality.|Malefic Discipline|Incursion has a warp charge value of 7. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, the <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">psyker</a> can immediately attempt to summon a unit of DAEMONS to the battlefield using the <a href="/wh40k9ed/factions/chaos-space-marines/#Daemonic-Ritual">Daemonic Ritual</a> ability as if it were the <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>. When doing so, roll up to 4 dice instead of up to 3. The psyker will not suffer any <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a> as a result of doubles or triples being rolled for this Daemonic Ritual.|000003236002|
2|Sacrifice|CSM|Chaos Space Marines|The psyker uses a sacrificial soul to remould and repair an unholy Daemon-form. The tainted spirits of Warpsmiths are particularly invigorating offerings to those Daemon Engines that are in their charge.|Malefic Discipline|Sacrifice has a warp charge value of 4. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, choose any model within 2" of the <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">psyker</a>; that model suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>. Then, choose a friendly <span class="tooltip01866" data-tooltip-content="#tooltip_content01866" data-tooltip-anchor="#tooltip_content01866"><span class="kwb2">&lt;<span class="kwb3">L</span>EGION&gt;</span> <span class="kwb">DAEMON</span></span> model within 18" of the psyker. That model regains D3 lost wounds. If that <LEGION> DAEMON model is a <span class="tooltip01403" data-tooltip-content="#tooltip_content01403" data-tooltip-anchor="#tooltip_content01403"><span class="kwb">DAEMON</span> <span class="kwb">ENGINE</span></span> and the model you chose to inflict the mortal wound on was a friendly <span class="tooltip01424" data-tooltip-content="#tooltip_content01424" data-tooltip-anchor="#tooltip_content01424"><span class="kwb2">&lt;<span class="kwb3">L</span>EGION&gt;</span> <span class="kwb">WARPSMITH</span></span>, the model regains 3 lost wounds instead.|000003236003|
3|Mutated Invigoration|CSM|Chaos Space Marines|A wave of insanity and mutation flows from the psyker’s fingers, enveloping their Daemonkin allies with bountiful gifts.|Malefic Discipline|Mutated Invigoration has a warp charge value of 7. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select a friendly <span class="tooltip01867" data-tooltip-content="#tooltip_content01867" data-tooltip-anchor="#tooltip_content01867"><span class="kwb">CHAOS</span> <span class="kwb">SPAWN</span></span> , <span class="tooltip01868" data-tooltip-content="#tooltip_content01868" data-tooltip-anchor="#tooltip_content01868"><span class="kwb2">&lt;<span class="kwb3">L</span>EGION&gt;</span> <span class="kwb">POSSESSED</span></span> or <span class="tooltip01869" data-tooltip-content="#tooltip_content01869" data-tooltip-anchor="#tooltip_content01869"><span class="kwb2">&lt;<span class="kwb3">L</span>EGION&gt;</span> <span class="kwb">CULT</span> <span class="kwb2">OF</span> <span class="kwb">DESTRUCTION</span></span> unit within 18" of the <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">psyker</a>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, that unit will gain a bonus depending on what unit it is, as follows:<br><ul><li>You can re-roll the dice when rolling for that Chaos Spawn’s <span class="redfont">Mutated Beyond Reason</span> ability.</li><li>You can re-roll the dice when rolling for the Attacks characteristic of that unit of Possessed due to its <span class="redfont">Writhing Tentacles</span> ability.</li><li>You can re-roll one of the dice when rolling for the Strength, AP and Damage characteristics of that Cult of Destruction unit’s weapons due to its <span class="redfont">Fleshmetal Guns</span> or <span class="redfont">Fleshmetal Weapons</span> ability.</li></ul>|000003236004|
4|Possession|CSM|Chaos Space Marines|The psyker blasts away their enemy’s soul so that the spiritless shell left behind can be possessed by a Daemon, who quickly transforms it into a more pleasing form. Vehicles so possessed are typically unable to contain the Daemon within, and explode in a scream of empyric energy.|Malefic Discipline|Possession has a warp charge value of 5. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, then until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, the Armour Penetration characteristic of the <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">psyker’s</a> melee weapons is improved by 2 (e.g. an AP of -1 becomes -3). Furthermore, until the start of your next Psychic phase, each time the psyker destroys an enemy INFANTRY CHARACTER in the <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, you can add a <a href="/wh40k9ed/factions/chaos-space-marines/Chaos-Spawn">Chaos Spawn</a> model to your army. If the destroyed model was ADEPTUS ASTARTES or HERETIC ASTARTES, you can instead add a <a href="/wh40k9ed/factions/chaos-space-marines/Greater-Possessed">Greater Possessed</a> model to your army. If a new model is added to your army, set it up within 6" of the psyker and more than 1" from any enemy models. In addition, each time the psyker destroys an enemy VEHICLE model in the Fight phase that could explode, it automatically explodes; no dice roll is made and any <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a> suffered by the psyker in the resulting explosion are ignored.|000003236005|
5|Cursed Earth|CSM|Chaos Space Marines|The psyker becomes a conduit through which the energies of the warp flow, tainting the very ground and sustaining the Daemonkin that walk upon it.|Malefic Discipline|Cursed Earth has a warp charge value of 7. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, then until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, the <a href="/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable save</a> of friendly <span class="tooltip01866" data-tooltip-content="#tooltip_content01866" data-tooltip-anchor="#tooltip_content01866"><span class="kwb2">&lt;<span class="kwb3">L</span>EGION&gt;</span> <span class="kwb">DAEMON</span></span> units is improved by 1 (to a maximum of 3+) while they are within 6" of this <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">psyker</a>.|000003236006|
6|Infernal Power|CSM|Chaos Space Marines|The fell power of the immaterium flows from the psyker, imbuing the Daemons that reside within his followers’ bodies with even greater ferocity.|Malefic Discipline|Infernal Power has a warp charge value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, then until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a> re-roll hit and <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound rolls</a> of 1 for attacks made by friendly <span class="tooltip01866" data-tooltip-content="#tooltip_content01866" data-tooltip-anchor="#tooltip_content01866"><span class="kwb2">&lt;<span class="kwb3">L</span>EGION&gt;</span> <span class="kwb">DAEMON</span></span> units while they are within 6" of this <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">psyker</a>.|000003236007|
1|GAZE OF YNNEAD|YNN|Ynnari|The psyker’s eyes blaze with fire as they channel the power of Ynnead.|Revenant Discipline|Gaze of Ynnead has a warp charge value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy unit that is within 18" of and visible to this psyker and roll one D6: on a 1, that unit suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>; on a 2-5 that unit suffers D3 mortal wounds; on a 6, that unit suffers D6 mortal wounds.|000003516002|
2|STORM OF WHISPERS|YNN|Ynnari|The psyker’s voice joins with those of the dead to drive the foe insane.|Revenant Discipline|Storm of Whispers has a warp charge value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, roll three D6 for each enemy unit within 6" of this psyker; for each result of 6, the unit being rolled for suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>.|000003516003|
3|WORD OF THE PHOENIX|YNN|Ynnari|The psyker calls upon the rebirthing energies of the mythical phoenix.|Revenant Discipline|Word of the Phoenix has a warp charge value of 5. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one friendly <span class="tooltip" title="Keyword does not appear in that faction."><s class="kwbs">YNNARI INFANTRY</s></span> or <span class="tooltip" title="Keyword does not appear in that faction."><s class="kwbs">YNNARI BIKER</s></span> unit within 18" of this psyker. If that unit contains a model that has lost any wounds, that model regains up to D3 lost wounds. Otherwise, if any models from that unit have been destroyed, roll one D6; on a 4+ you can return one destroyed model from that unit to the battlefield with 1 wound remaining, placing it in <a href="/wh40k9ed/the-rules/core-rules/#Unit-Coherency">unit coherency</a> (if the model cannot be placed in this way, it is not returned to the battlefield).|000003516004|
4|UNBIND SOULS|YNN|Ynnari|The psyker reaches out with their powers to weaken the bond between soul and body.|Revenant Discipline|Unbind Souls has a warp charge value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy unit within 18" of this psyker. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, when resolving an attack made with a melee weapon by a friendly YNNARI model against that enemy unit, you can re-roll the <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a>.|000003516005|
5|SHIELD OF YNNEAD|YNN|Ynnari|The psyker manifests a shield of spiritual energy around their allies.|Revenant Discipline|Shield of Ynnead has a warp charge value of 7. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, friendly YNNARI units have a 5+ <a href="/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable save</a> whilst they are within 6" of this psyker.|000003516006|
6|ANCESTOR’S GRACE|YNN|Ynnari|Drawing upon the greatness that is the genetic legacy of all Aeldari, the psyker bolsters their fellows.|Revenant Discipline|Ancestor’s Grace has a warp charge value of 5. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one friendly YNNARI unit within 18" of this psyker. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, when resolving an attack made by a model in that unit, re-roll a <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> of 1.|000003516007|
1|MIND WORM|SM|Space Marines|The Librarian burrows his consciousness into the screaming victim’s brain, ripping free their secrets in a spray of gore.|Interromancy Discipline|<b>Malediction:</b> <i>Mind Worm</i> has a warp charge value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy unit within 18" of this <span class="kwb">PSYKER</span>.<br><ul><li>That unit suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>.</li><li>Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, in the <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, that unit is not eligible to fight until all other eligible units from your army have done so.</li></ul>|000005272002|
2|AVERSION|SM|Space Marines|The Librarian sends waves of cold fear washing outwards. The foe find themselves unable to focus upon the psyker, their subconscious screaming at them to look away for fear of what they will see.|Interromancy Discipline|<b>Malediction:</b> <i>Aversion</i> has a warp charge value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy unit within 24" of this <span class="kwb">PSYKER</span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>:<br><ul><li>While that unit is within 6" of this <span class="kwb">PSYKER</span>, subtract 1 from the Attacks characteristic of models in that unit.</li><li>Each time a model in that unit makes an attack, subtract 1 from that attacks <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.</li></ul>|000005272003|
3|RIGHTEOUS REPUGNANCE|SM|Space Marines|Reaching into the minds of his brothers, the Librarian stokes the fires of their hate, and the Dark Angels respond with a surge of cold, furious violence.|Interromancy Discipline|<b>Blessing:</b> <i>Righteous Repugnance</i> has a warp charge value of 7. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one friendly <span class="kwb">DARK</span> <span class="kwb">ANGELS</span> unit within 12" of this <span class="kwb">PSYKER</span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, each time a model in that unit makes a melee attack, you can re-roll the <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> and you can re-roll the <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a>.|000005272004|
4|TREPHINATION|SM|Space Marines|The Librarian gathers his thoughts into a white-hot spike to plunge straight into his victim’s mind, leaving the foe’s brain matter dribbling from their ears.|Interromancy Discipline|<b>Witchfire:</b> <i>Trephination</i> has a warp charge value of 5. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, the closest enemy unit within 18" of and visible to this <span class="kwb">PSYKER</span> suffers D3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>. If the result of the <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">Psychic test</a> was greater than the Leadership characteristic of the enemy unit, that enemy unit suffers 3 mortal wounds instead.|000005272005|
5|ENGULFING FEAR|SM|Space Marines|The Librarian inveigles his way into the minds of his foes. Subtly, he twists and heightens their fears.|Interromancy Discipline|<b>Malediction:</b> <i>Engulfing Fear</i> has a warp charge value of 7. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy unit within 24" of this <span class="kwb">PSYKER</span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">psychic phase</a>:<br><ul><li>Subtract 1 from Leadership characteristic of models in that unit.</li><li>That unit cannot use the <a href="/wh40k9ed/the-rules/core-rules/#Objective-Secured">Objective Secured</a> ability or any similar abilities that allow them to control an <a href="/wh40k9ed/the-rules/core-rules/#Objective-Markers">objective marker</a> regardless of the number of enemy models within range of an objective marker.</li><li>If the result of the <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">Psychic test</a> was equal to or greater than that units Leadership characteristic, that unit cannot perform <a href="/wh40k9ed/the-rules/core-rules/#Actions">actions</a> (if that unit is currently performing an action, it immediately fails).</li></ul>|000005272006|
6|MIND WIPE|SM|Space Marines|The Librarian scourges the minds of his foes, dragging out every memory that makes them who they are and reducing them to hollow shells of what they once were.|Interromancy Discipline|<b>Malediction:</b> <i>Mind Wipe</i> has a warp charge value of 7. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy unit within 18" of this <span class="kwb">PSYKER</span>, then select one <a href="/wh40k9ed/the-rules/core-rules/#Aura-Abilities">aura ability</a> that unit has. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">psychic phase</a>, that unit loses that aura ability.|000005272007|
1|QUICKENING|SM|Space Marines|The Librarian channels his psychic might, and the deadly powers of the immaterium flow through him, raising his speed to deadly heights.|Sanguinary Discipline|<b>Blessing:</b> <i>Quickening</i> has a warp charge value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>:<br><ul><li>You can re-roll <a href="/wh40k9ed/the-rules/core-rules/#Advance">Advance</a> and <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge rolls</a> made for this <span class="kwb">PSYKER</span>.</li><li>Add D3 to this <span class="kwb">PSYKER</span>’s Attacks characteristic.</li></ul>|000005323002|
2|UNLEASH RAGE|SM|Space Marines|The Librarian reaches into the minds of his fellows and stokes the fires of anger lurking in their psyches, pushing them into a frenzied rage.|Sanguinary Discipline|<b>Blessing:</b> <i>Unleash Rage</i> has a warp charge value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one friendly <span class="tooltip00985" data-tooltip-content="#tooltip_content00985" data-tooltip-anchor="#tooltip_content00985"><span class="kwb">BLOOD</span> <span class="kwb">ANGELS</span> <span class="kwb">CORE</span></span> unit within 12" of this <span class="kwb">PSYKER</span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, each time a model in that unit makes a melee attack, an unmodified <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> of 6 scores 1 additional hit.|000005323003|
3|SHIELD OF SANGUINIUS|SM|Space Marines|The Librarian wills a shimmering golden barrier into existence, shielding his brothers from harm.|Sanguinary Discipline|<b>Blessing:</b> <i>Shield of Sanguinius</i> has a warp charge value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one friendly <span class="kwb">BLOOD</span> <span class="kwb">ANGELS</span> unit within 18" of this <span class="kwb">PSYKER</span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, models in that unit have a 5+ <a href="/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable save</a>.|000005323004|
4|BLOOD BOIL|SM|Space Marines|The Librarian drives his enemy’s lifeblood into a seething frenzy, causing it to boil in the victims veins a split second before bursting from every pore with explosive finality.|Sanguinary Discipline|<b>Witchfire:</b> <i>Blood Boil</i> has a warp charge value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy unit that is within 18" of and visible to this <span class="kwb">PSYKER</span> and roll 2D6:<br><ul><li>If the total is more than the highest Toughness characteristic of models in that unit, it suffers D3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>.</li><li>If the total is more than double the highest Toughness characteristic of models in that unit, it suffers 3 mortal wounds instead.</li></ul>|000005323005|
5|BLOOD LANCE|SM|Space Marines|The Librarian conjures a mighty lance, infused with his innermost rage. Hefting this empyric projectile, the Librarian hurls it with all of his psychokinetic might, sending it hurtling through the enemy ranks to maim and impale.|Sanguinary Discipline|<b>Witchfire:</b> <i>Blood Lance</i> has a warp charge value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy model that is within 18" of and visible to this <span class="kwb">PSYKER</span>. Draw the shortest possible line between this <span class="kwb">PSYKER</span>’s base and the selected enemy model’s base (or hull), then roll one D6 for each model the centre of the line passes over: on a 5+, that model’s unit suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>.|000005323006|
