datasheet_id|line|name|M|WS|BS|S|T|W|A|Ld|Sv|Cost|cost_description|models_per_unit|cost_including_wargear|base_size|base_size_descr|
000000441|1|DX4 Technical Drone|8"|5+|5+|3|4|2|1|6|4+|20||2-10|true|32mm flying base||
000000442|1|Commander in XV84 Crisis Battlesuit|8"|3+|2+|5|5|5|4|9|3+|90||1|false|60mm||
000000443|1|XV9 Hazard Battlesuit|8"|5+|4+|5|5|4|3|8|3+|60||1-3|false|60mm||
000000444|1|XV109 Y’vahra Battlesuit|18"|5+|4+|6|7|14|4|8|2+|300||1|false|120 x 92mm||
000000445|1|XV107 R’varna Battlesuit|8"|5+|4+|6|8|15|4|8|2+|320||1|false|120 x 92mm||
000000446|1|KX139 Ta’unar Supremacy Armour|10"|5+|3+|8|8|30|4|9|3+|1000||1|false|160mm||
000000447|1|Tetra|18"|6+|4+|4|5|4|2|6|4+|40||2-4|false|60mm flying base||
000000448|1|TX42 Piranha|16"|6+|4+|4|5|6|2|7|3+|55||1-5|false|60mm flying base||
000000449|1|Heavy Gun Drone|8"|5+|5+|3|4|2|1|6|4+|18||2-6|false|32mm flying base||
000000452|1|DX-6 Remora Stealth Drone|15-30"|5+|4+|4|5|5|2|6|3+|60||1-4|false|60mm flying base||
000000453|1|AX-5-2 Barracuda|20-65"|6+|4+|6|7|14|3|8|3+|200||1|false|120 x 92mm flying base||
000000454|1|Tiger Shark|20-65"|6+|4+|7|8|18|3|8|3+|375||1|false|160mm||
000000455|1|AX-1-0 Tiger Shark|20-65"|6+|4+|7|8|18|3|8|3+|450||1|false|160mm||
000000456|1|Orca Dropship|20"-55"|6+|4+|7|8|28|3|7|3+|300||1|true|Use model||
000000457|1|Manta|20-60"|6+|4+|8|8|60|12|9|3+|2000||1|false|Use model||
000000458|1|Remote Sensor Tower|-|-|4+|-|6|3|-|-|4+|40||1|true|Use model||
000000459|1|Drone Sentry Turret|-|-|5+|-|6|3|-|-|4+|30||1-4|false|Use model||
000000460|1|Hive Tyrant|9"|2+|2+|7|8|12|5|10|2+|180||1|false|60mm||
000000461|1|The Swarmlord|9"|2+|2+|8|8|13|9|10|2+|240||1|false|60mm||
000000462|1|Old One Eye|8"|2+|2+|6|7|9|6|7|2+|235||1|false|105 x 70mm||
000000463|1|Broodlord|8"|2+|6+|5|5|7|6|10|4+|120||1|false|75 x 42mm||
000000464|1|Tyranid Prime|6"|2+|2+|5|5|6|4|10|3+|85||1|false|50mm||
000000465|1|Tervigon|8"|3+|3+|7|8|17|4|10|2+|215||1|false|120 x 92mm||
000000466|1|Tyranid Warrior|6"|3+|3+|5|5|3|3|9|4+|30||3-9|false|50mm||
000000467|1|Genestealer|8"|3+|6+|4|4|1|4|8|5+|16||5-10|false|25mm||
000000468|1|Termagant|6"|4+|4+|3|3|1|1|5|5+|7||10-30|false|25mm||
000000469|1|Hormagaunt|10"|4+|4+|3|3|1|3|5|5+|8||10-30|false|25mm||
000000470|1|Ripper Swarm|6"|5+|5+|3|3|4|4|4|6+|15||3-9|false|40mm||
000000471|1|Tyrant Guard|6"|3+|4+|5|6|4|3|5|2+|40||3-6|false|50mm||
000000472|1|Hive Guard|6"|4+|3+|5|6|4|3|5|3+|50||3-6|false|50mm||
000000473|1|Lictor|10"|2+|6+|7|5|5|6|8|4+|70||1|false|40mm||
000000474|1|Maleceptor|8"|3+|3+|7|8|15|3|10|3+|220||1|false|120 x 92mm||
000000475|1|Zoanthrope|6"|5+|3+|5|5|4|2|9|5+|50||3-6|false|40mm||
000000476|1|Venomthrope|8"|3+|3+|5|5|4|5|5|4+|35||3-6|false|40mm||
000000477|1|Pyrovore|5"|3+|3+|5|5|5|3|5|3+|40||1-3|false|60mm||
000000478|1|Haruspex|8"|3+|3+|7|8|15|5|7|2+|170||1|false|120 x 92mm||
000000479|1|Deathleaper|10"|2+|6+|7|5|7|7|8|4+|120||1|false|40mm||
000000482|1|Ravener|12"|3+|3+|5|5|4|5|5|4+|35||3-9|false|40mm||
000000483|1|Sky-slasher Swarm|12"|5+|5+|3|3|3|4|4|6+|15||3-9|false|40mm||
000000484|1|Gargoyle|12"|4+|4+|3|3|1|1|5|6+|8||10-20|false|32mm flying base||
000000485|1|Harpy|15-40"|3+|3+|6|7|13|4|8|3+|175||1|false|120 x 92mm flying base||
000000486|1|Hive Crone|15-40"|3+|3+|6|7|13|4|8|3+|160||1|false|120 x 92mm flying base||
000000487|1|Mucolid Spore|4"|6+|6+|1|4|4|-|10|6+|20||1-3|false|40mm||
000000488|1|Spore Mine|4"|6+|6+|1|3|1|-|10|6+|10||3-9|false|25mm||
000000489|1|Tyrannocyte|8"|5+|5+|7|7|15|6|6|4+|110||1|false|100mm||
000000490|1|Carnifex|8"|3+|4+|6|7|9|4|6|2+|115||1-3|false|105 x 70mm||
000000491|1|Biovore|5"|4+|4+|5|5|4|2|5|4+|45||1-3|false|60mm||
000000492|1|Trygon Prime|10"|3+|3+|7|7|14|12|10|3+|175||1|false|120 x 92mm||
000000493|1|Trygon|10"|3+|3+|7|7|14|12|7|3+|145||1|false|120 x 92mm||
000000494|1|Mawloc|10"|3+|3+|7|7|14|16|7|3+|125||1|false|120 x 92mm||
000000495|1|Exocrine|8"|3+|3+|7|8|15|3|7|2+|200||1|false|120 x 92mm||
000000496|1|Tyrannofex|9"|3+|3+|7|8|17|4|7|2+|170||1|false|120 x 92mm||
000000497|1|Toxicrene|8"|3+|3+|7|8|15|12|7|3+|150||1|false|120 x 92mm||
000000498|1|Sporocyst|-|5+|5+|7|7|10|6|6|4+|95||1|false|100mm||
000000499|1|Malanthrope|5"|4+|4+|4|5|9|4|9|5+|150||1|false|60mm||
000000500|1|Dimachaeron|12"|3+|3+|7|7|18|6|8|3+|280||1|false|120 x 92mm||
000000501|1|Meiotic Spore|3"|-|-|1|2|2|1|10|7+|20||3-6|false|40mm||
000000502|1|Stone-crusher Carnifex|7"|4+|4+|7|7|8|4|6|3+|120||1|false|60mm||
000000503|1|Barbed Hierodule|8"|3+|3+|8|8|18|4|8|2+|275||1|false|127mm||
000000504|1|Harridan|20-45"|3+|3+|8|8|34|5|9|3+|700||1|false|120 x 92mm flying base||
000000505|1|Hierophant|10"|3+|3+|8|8|34|6|9|2+|850||1|false|Use model||
000000506|1|Scythed Hierodule|12"|3+|3+|8|8|18|6|8|3+|235||1|false|127mm||
000000507|1|Patriarch|8"|2+|4+|5|5|7|6|10|4+|140||1|false|50mm|Psychic familiar 25mm|
000000508|1|Magus|6"|3+|3+|3|3|4|3|9|5+|80||1|false|32mm|Psychic familiar 25mm|
000000509|1|Primus|6"|2+|2+|4|4|5|4|9|5+|80||1|false|32mm||
000000510|1|Acolyte Iconward|6"|3+|3+|4|4|4|4|8|5+|75||1|false|32mm||
000000511|1|Acolyte Hybrid|6"|3+|4+|4|4|1|2|7|5+|9||4-14|false|32mm||
000000511|2|Acolyte Leader|6"|3+|4+|4|4|1|3|8|5+|9||1|false|32mm||
000000512|1|Neophyte Hybrid|6"|4+|4+|3|3|1|1|7|5+|6||9-19|false|25mm|32mm if equipped with Heavy Mining Weapon|
000000512|2|Neophyte Leader|6"|4+|4+|3|3|1|2|8|5+|6||1|false|25mm||
000000513|1|Hybrid Metamorph|6"|3+|4+|4|4|1|3|7|5+|12||4-14|false|32mm||
000000513|2|Metamorph Leader|6"|3+|4+|4|4|1|4|8|5+|12||1|false|32mm||
000000514|1|Aberrant|6"|3+|6+|5|5|3|2|7|5+|30||4-9|false|32mm||
000000514|2|Aberrant Hypermorph|6"|3+|6+|5|5|3|3|7|5+|30||1|false|32mm||
000000515|1|Purestrain Genestealer|8"|2+|6+|4|4|1|4|9|5+|14||5-10|false|25mm||
000000516|1|Goliath Truck|12"|6+|4+|6|6|10|3|8|3+|90||1|false|Use model||
000000521|1|Goliath Rockgrinder|12"|3+|4+|6|7|10|6|8|3+|110||1|false|Use model||
000000522|1|Imotekh the Stormlord|6"|2+|2+|5|5|6|4|10|2+|130||1|false|25mm||
000000523|1|Overlord|6"|2+|2+|5|5|5|4|10|3+|90||1|false|40mm||
000000524|1|Lord|6"|3+|3+|5|5|4|3|10|3+|65||1|false|32mm||
000000527|1|Nemesor Zahndrekh|6"|2+|2+|5|5|6|4|10|2+|125||1|false|25mm||
000000528|1|Vargard Obyron|6"|2+|3+|5|5|6|4|10|2+|90||1|false|25mm||
000000530|1|Orikan the Diviner|5"|3+|3+|4|4|5|2|10|4+|100||1|false|25mm||
000000530|2|Orikan Empowered|5"|2+|2+|7|7|5|4|10|4+||||false|25mm||
000000531|1|Anrakyr the Traveller|6"|2+|2+|6|5|6|4|10|3+|130||1|false|25mm||
000000532|1|Trazyn the Infinite|6"|2+|2+|5|5|6|4|10|3+|90||1|false|25mm||
000000533|1|Catacomb Command Barge|12"|2+|2+|5|6|9|4|10|3+|145||1|false|Use model||
000000534|1|Necron Warrior|5"|3+|3+|4|4|1|1|10|4+|13||10-20|false|32mm||
000000535|1|Immortal|5"|3+|3+|4|5|1|2|10|3+|16||5-10|false|32mm||
000000536|1|Lychguard|5"|3+|3+|5|5|2|3|10|3+|25||5-10|false|32mm||
000000537|1|Deathmarks|5"|3+|2+|4|5|1|1|10|3+|15||5-10|false|32mm||
000000538|1|Flayed One|5"|3+|6+|4|4|1|3|10|4+|10||5-20|false|28mm||
000000539|1|Triarch Praetorian|10"|3+|3+|5|5|2|3|10|3+|22||5-10|false|32mm||
000000540|1|Triarch Stalker|10"|3+|3+|7|6|12|3|10|3+|120||1|false|Use model||
000000541|1|C’tan Shard of the Nightbringer|8"|2+|2+|7|7|9|6|10|4+|320||1|false|40mm||
000000542|1|C’tan Shard of the Deceiver|8"|2+|2+|6|7|9|5|10|4+|300||1|false|40mm||
000000543|1|Ghost Ark|12"|6+|3+|6|6|14|3|10|3+|130||1|false|60mm||
000000544|1|Night Scythe|20-50"|6+|3+|6|6|12|3|10|3+|120||1|false|120 x 92mm flying base||
000000545|1|Doom Scythe|20-50"|6+|3+|6|6|12|3|10|3+|165||1|false|120 x 92mm flying base||
000000546|1|Canoptek Wraith|12"|4+|4+|4|5|3|4|10|3+|35||3-6|false|50mm||
000000548|1|Tomb Blades|14"|3+|3+|4|5|2|1|10|4+|20||3-9|false|32mm flying base||
000000551|1|Canoptek Spyder|6"|4+|4+|6|6|6|5|10|3+|60||1-3|false|60mm flying base||
000000552|1|Monolith|8"|6+|3+|8|8|24|6|10|2+|300||1|false|160mm||
000000553|1|Annihilation Barge|12"|6+|3+|5|6|8|3|10|3+|120||1|false|Use model||
000000554|1|Doomsday Ark|12"|6+|3+|6|6|14|3|10|3+|160||1|false|60mm flying base||
000000555|1|Transcendent C’tan|8"|2+|2+|6|7|9|5|10|4+|230||1|false|60mm flying base||
000000556|1|Tesseract Vault|8"|6+|3+|8|7|30|6|10|2+|400||1|false|120 x 92mm flying base||
000000557|1|Obelisk|8"|6+|3+|8|8|28|6|10|2+|300||1|false|120 x 92mm flying base||
000000558|1|Canoptek Tombstalker|10"|4+|4+|6|7|9|6|10|3+|90||1|false|120 x 92mm||
000000559|1|Canoptek Acanthrite|12"|4+|4+|5|5|3|2|10|3+|40||3-6|false|40mm||
000000560|1|Canoptek Tomb Sentinel|10"|4+|4+|6|7|9|4|10|3+|110||1|false|120 x 92mm||
000000561|1|Night Shroud|20-50"|6+|3+|6|7|14|3|10|3+|190||1|false|120 x 92mm flying base||
000000562|1|Sentry Pylon|-|-|3+|4|7|8|-|10|3+|100||1-3|false|Use model||
000000564|1|Tesseract Ark|12"|6+|3+|5|7|10|3|10|3+|170||1|false|60mm||
000000565|1|Kutlakh the World Killer|6"|2+|2+|5|5|6|4|10|3+|110||1|true|||
000000566|1|Toholk the Blinded|5"|3+|5+|4|4|4|1|10|4+|80||1|true|||
000000567|1|Gauss Pylon|-|-|3+|6|8|30|-|10|3+|450||1|false|Use model||
000000568|1|Eldrad Ulthran|7"|2+|2+|3|4|6|3|9|6+|145||1|false|32mm||
000000569|1|Prince Yriel|7"|2+|2+|3|3|6|5|9|3+|95||1|false|32mm||
000000570|1|Illic Nightspear|7"|2+|2+|3|3|5|4|9|4+|90||1|false|25mm||
000000571|1|Asurmen|7"|2+|2+|4|4|6|6|9|2+|160||1|false|25mm||
000000572|1|Jain Zar|8"|2+|2+|4|4|6|6|9|2+|150||1|false|40mm||
000000573|1|Karandras|7"|2+|2+|4|4|6|6|9|2+|150||1|false|25mm||
000000574|1|Fuegan|7"|2+|2+|5|5|6|6|9|2+|170||1|false|25mm||
000000575|1|Baharroth|14"|2+|2+|4|4|6|6|9|2+|160||1|false|25mm||
000000576|1|Maugan Ra|7"|2+|2+|4|4|6|6|9|2+|160||1|false|40mm||
000000577|1|Autarch|7"|2+|2+|3|3|5|5|9|3+|85||1|false|32mm||
000000579|1|Autarch with Warp Jump Generator|7"|2+|2+|3|3|5|4|9|3+|73||1|false|32mm||
000000580|1|Autarch Skyrunner|16"|2+|2+|3|4|6|5|9|3+|105||1|false|32mm flying base||
000000581|1|Avatar of Khaine|10"|2+|2+|7|8|14|7|10|2+|280||1|false|80mm||
000000582|1|Farseer|7"|2+|2+|3|3|5|2|9|6+|95||1|false|25mm||
000000583|1|Farseer Skyrunner|16"|2+|2+|3|4|6|2|9|4+|125||1|false|32mm flying base||
000000584|1|Warlock|7"|3+|3+|3|3|2|2|8|6+|20|If this unit contains 1 model, it costs 40pts/model instead.|1-6|false|25mm||
000000586|1|Warlock Skyrunner|16"|3+|3+|3|4|3|2|8|4+|35|If this unit contains 1 model, it costs 60pts/model instead.|1-3|false|32mm flying base||
000000588|1|Spiritseer|7"|2+|2+|3|3|4|2|8|6+|75||1|false|25mm||
000000589|1|Guardian Defender|7"|3+|3+|3|3|1|1|7|4+|9||10-20|false|28mm||
000000589|2|Heavy Weapon Platform|7"|6+|3+|3|3|2|1|7|3+|20||0-2|false|40mm||
000000590|1|Guardian|7"|3+|3+|3|3|1|1|7|4+|8||10-20|false|28mm||
000000590|2|Serpent’s Scale Platform|7"|6+|3+|3|3|2|1|7|3+|20||0-2|false|28mm||
000000591|1|Windrider|16"|3+|3+|3|4|2|1|7|3+|20||3-9|false|32mm flying base||
000000592|1|Ranger|7"|3+|2+|3|3|1|1|7|5+|13||5-10|false|28mm||
000000593|1|Dire Avenger|7"|3+|3+|3|3|1|2|8|4+|13||4-9|false|25mm||
000000593|2|Dire Avenger Exarch|7"|3+|3+|3|3|2|3|8|4+|13||1|false|25mm||
000000594|1|Howling Banshee|8"|3+|3+|3|3|1|3|8|4+|19||4-9|false|28mm||
000000594|2|Howling Banshee Exarch|8"|3+|3+|3|3|2|4|8|4+|19||1|false|28mm||
000000595|1|Striking Scorpion|7"|3+|3+|3|3|1|3|8|3+|18||4-9|false|25mm||
000000595|2|Striking Scorpion Exarch|7"|3+|3+|3|3|2|4|8|3+|18||1|false|25mm||
000000596|1|Fire Dragon|7"|3+|3+|3|4|1|2|8|3+|24||4-9|false|25mm||
000000596|2|Fire Dragon Exarch|7"|3+|3+|3|4|2|3|8|3+|24||1|false|25mm||
000000597|1|Wraithguard|5"|3+|3+|5|6|3|3|9|3+|40||5-10|false|40mm||
000000598|1|Wraithblade|5"|3+|3+|5|6|3|3|9|3+|40||5-10|false|40mm||
000000599|1|Wave Serpent|16"|6+|3+|6|7|13|3|8|3+|145||1|false|60mm flying base||
000000600|1|Swooping Hawk|14"|3+|3+|3|3|1|2|8|4+|20||4-9|false|25mm||
000000600|2|Swooping Hawk Exarch|14"|3+|3+|3|3|2|3|8|4+|20||1|false|25mm||
000000601|1|Warp Spider|12"|3+|3+|3|3|1|2|8|3+|22||4-9|false|25mm||
000000601|2|Warp Spider Exarch|12"|3+|3+|3|3|2|3|8|3+|22||1|false|25mm||
000000602|1|Shining Spear|16"|3+|3+|3|4|2|3|8|3+|35||2-5|false|60mm flying base||
000000602|2|Shining Spear Exarch|16"|3+|3+|3|4|3|4|8|3+|35||1|false|60mm flying base||
000000603|1|Crimson Hunter|20-60"|6+|3+|6|6|12|3|8|3+|175||1|false|170 x 109mm flying base||
000000605|1|Vyper|16"|6+|3+|4|5|6|2|8|3+|40||1-3|false|60mm flying base||
000000606|1|Hemlock Wraithfighter|20-60"|6+|3+|6|6|12|3|8|3+|215||1|false|170 x 109mm flying base||
000000607|1|Dark Reaper|6"|3+|3+|3|3|1|2|8|3+|||4|false|28mm||
000000607|2|Dark Reaper Exarch|6"|3+|3+|3|3|2|3|8|3+|||1|false|28mm||
000000608|1|Support Weapon|6"|3+|3+|3|5|5|2|7|4+|45||1-3|false|40mm||
000000609|1|Falcon|16"|6+|3+|6|7|12|3|8|3+|145||1|false|60mm flying base||
000000610|1|Fire Prism|16"|6+|3+|6|7|12|3|8|3+|165||1|false|60mm flying base||
000000611|1|Night Spinner|16"|6+|3+|6|7|12|3|8|3+|140||1|false|60mm flying base||
000000612|1|War Walker|10"|3+|3+|5|6|6|3|8|3+|55||1-3|false|60mm||
000000613|1|Wraithlord|8"|3+|3+|7|8|9|4|9|3+|100||1|false|60mm||
000000614|1|Wraithknight|12"|3+|3+|8|8|22|5|9|3+|400||1|false|120 x 92mm||
000000615|1|Shadow Spectre|12"|3+|3+|3|3|1|1|8|3+|26||5-10|false|25mm||
000000615|2|Shadow Spectre Exarch|12"|3+|3+|3|3|2|2|8|3+|26||0-1|false|25mm||
000000616|1|Wasp Assault Walker|10"|3+|3+|5|6|6|2|8|4+|50||1-3|false|60mm||
000000617|1|Wraithseer|8"|3+|3+|7|8|9|4|9|3+|130||1|false|60mm||
000000618|1|Hornet|18"|6+|3+|4|6|8|2|8|3+|80||1-3|false|60mm||
000000619|1|Warp Hunter|16"|6+|3+|6|7|12|3|8|3+|195||1|false|Use model||
000000620|1|Lynx|18"|6+|3+|6|7|16|3|8|3+|220||1|false|Use model||
000000621|1|Scorpion|14"|6+|3+|8|8|26|6|9|3+|500||1|false|Use model||
000000622|1|Cobra|14"|6+|3+|8|8|26|6|9|3+|450||1|false|Use model||
000000623|1|Nightwing|20-60"|6+|3+|6|6|14|3|8|3+|220||1|false|120 x 92mm flying base||
000000624|1|Phoenix|20-60"|6+|3+|6|6|16|3|8|3+|210||1|true|120 x 92mm flying base||
000000625|1|Vampire Raider|20-50"|6+|3+|8|8|32|6|9|3+|400||1|true|170 x 109mm flying base||
000000626|1|Vampire Hunter|20-50"|6+|3+|8|8|32|6|9|3+|600||1|true|170 x 109mm flying base||
000000627|1|Skathach Wraithknight|12"|3+|3+|8|8|24|4|9|3+|325||1|false|120 x 92mm||
000000628|1|Revenant Titan|30"|3+|3+|9|9|32|4|10|3+|1500||1|false|Use model||
000000629|1|Corsair Cloud Dancer|16"|3+|3+|3|4|2|1|6|4+|22||3-9|false|32mm flying base||
000000629|2|Corsair Cloud Dancer Felarch|16"|3+|3+|3|4|2|2|7|4+|22||0-1|false|32mm flying base||
000000630|1|Irillyth|12"|2+|2+|4|4|6|4|9|2+|140||1|false|25mm||
000000631|1|Phantom Titan|24"|3+|3+|9|9|60|6|10|3+|3000||1|false|Use model||
000000632|1|Corsair Reaver|8"|3+|3+|3|3|1|1|6|5+|9||5-15|false|25mm||
000000632|2|Corsair Reaver Felarch|8"|3+|3+|3|3|1|2|7|5+|9||0-1|false|25mm||
000000633|1|Corsair Skyreaver|16"|3+|3+|3|3|1|1|6|5+|12||5-15|false|25mm||
000000633|2|Corsair Skyreaver Felarch|16"|3+|3+|3|3|1|2|7|5+|12||0-1|false|25mm||
000000634|1|Archon|8"|2+|2+|3|3|5|5|9|4+|70||1|false|25mm||
000000638|1|Ur-Ghul|8"|3+|-|4|3|3|4|4|7+|15||1|true|32mm||
000000639|1|Succubus|8"|2+|2+|3|3|5|6|8|6+|80||1|false|25mm||
000000640|1|Lelith Hesperax|8"|2+|2+|3|3|5|7|8|6+|90||1|false|32mm||
000000641|1|Haemonculus|7"|2+|2+|3|4|6|4|8|6+|70||1|false|25mm||
000000642|1|Urien Rakarth|7"|2+|2+|3|5|6|5|8|6+|100||1|false|25mm||
000000643|1|Drazhar|7"|2+|2+|4|4|6|5|9|2+|145||1|false|40mm||
000000644|1|Kabalite Warrior|7"|3+|3+|3|3|1|2|7|4+|8||4-19|false|25mm||
000000644|2|Sybarite|7"|3+|3+|3|3|1|3|8|4+|8||1|false|25mm||
000000645|1|Kabalite Trueborn|7"|3+|3+|3|3|1|2|8|5+|11||4-19|false|25mm||
000000645|2|Dracon|7"|3+|3+|3|3|1|3|8|5+|11||1|false|25mm||
000000646|1|Wych|8"|3+|3+|3|3|1|3|7|6+|11||4-19|false|25mm||
000000646|2|Hekatrix|8"|3+|3+|3|3|1|4|8|6+|11||1|false|25mm||
000000647|1|Hekatrix Bloodbride|8"|3+|3+|3|3|1|3|8|6+|13||4-19|false|25mm||
000000647|2|Syren|8"|3+|3+|3|3|1|4|8|6+|13||1|false|25mm||
000000648|1|Incubi|7"|2+|3+|3|3|1|3|8|3+|18||4-9|false|28mm||
000000648|2|Klaivex|7"|2+|3+|3|3|2|4|9|3+|18||1|false|28mm||
000000649|1|Mandrake|8"|3+|3+|4|3|1|3|7|7+|15||4-9|false|25mm||
000000649|2|Nightfiend|8"|3+|3+|4|3|1|4|8|7+|15||1|false|25mm||
000000650|1|Wrack|7"|3+|3+|3|4|1|2|7|6+|8||4-19|false|25mm||
000000650|2|Acothyst|7"|3+|3+|3|4|1|3|8|6+|8||1|false|25mm||
000000651|1|Grotesque|7"|3+|6+|5|5|4|4|8|6+|35||3-6|false|40mm||
000000652|1|Beastmaster|12"|3+|3+|3|4|3|3|7|5+|40||1|false|32mm flying base||
000000653|1|Clawed Fiend|10"|4+|-|5|5|4|5|4|5+|25||1-6|false|40mm||
000000654|1|Khymera|10"|3+|-|4|4|1|3|4|6+|10||2-6|false|40mm||
000000655|1|Razorwing Flock|12"|4+|-|2|2|4|4|4|7+|12||3-9|false|40mm||
000000656|1|Raider|14"|4+|3+|6|6|10|3|7|4+|95||1|false|60mm flying base||
000000657|1|Venom|16"|4+|3+|5|5|6|3|7|4+|65||1|false|60mm flying base||
000000658|1|Reaver|18"|3+|3+|3|4|2|3|7|4+|20||2-11|false|32mm flying base||
000000658|2|Arena Champion|18"|3+|3+|3|4|2|4|8|4+|20||1|false|32mm flying base||
000000659|1|Hellion|14"|3+|3+|3|4|2|3|7|5+|17||4-19|false|32mm flying base||
000000659|2|Helliarch|14"|3+|3+|3|4|2|4|8|5+|17||1|false|32mm flying base||
000000660|1|Razorwing Jetfighter|20-72"|6+|3+|6|6|10|3|7|4+|150||1|false|120 x 92mm flying base||
000000661|1|Voidraven Bomber|20-60"|6+|3+|6|6|12|3|7|4+|175||1|false|120 x 92mm flying base||
000000662|1|Scourge|14"|3+|3+|3|3|1|2|7|4+|12||4-9|false|32mm||
000000662|2|Solarite|14"|3+|3+|3|3|1|3|8|4+|12||1|false|32mm||
000000663|1|Talos|8"|3+|4+|6|6|7|5|8|3+|100||1-3|false|60mm flying base||
000000664|1|Cronos|8"|4+|3+|5|6|7|4|9|3+|75||1-3|false|60mm flying base||
000000665|1|Ravager|14"|4+|3+|6|6|11|3|7|4+|130||1|false|Use model||
000000666|1|Reaper|14"|4+|3+|6|6|10|3|7|4+|160||1|false|Use model||
000000667|1|Tantalus|16"|4+|3+|7|7|18|6|7|3+|250||1|false|Use model||
000000679|1|Company Commander|6"|3+|3+|3|3|4|3|8|5+|35||1|false|25mm||
000000680|1|Tank Commander|10"|6+|3+|7|8|12|3|7|2+|175||1|false|Use model||
000000681|1|Master of Ordnance|6"|4+|3+|3|3|3|2|6|5+|35||1|false|25mm||
000000682|1|Platoon Commander|6"|3+|3+|3|3|3|3|7|5+|25||1|false|25mm||
000000683|1|Veteran|6"|4+|3+|3|3|1|1|6|5+|||4|false|25mm||
000000683|2|Veteran Heavy Weapons Team|6"|4+|3+|3|3|2|2|6|5+|||0-1|false|60mm||
000000684|1|Guardsman|6"|4+|4+|3|3|1|1|6|5+|||9|true|25mm||
000000684|2|Sergeant|6"|4+|4+|3|3|1|2|7|5+|||1|true|25mm||
000000684|3|Heavy Weapons Team|6"|4+|4+|3|3|2|2|6|5+|||0-1|true|60mm||
000000685|1|Guardsman|6"|4+|4+|3|3|1|1|6|5+|||6|false|25mm||
000000686|1|Heavy Weapons Team|6"|4+|4+|3|3|2|2|6|5+|||3|false|60mm||
000000687|1|Veteran|6"|4+|3+|3|3|1|1|6|5+|||9|false|25mm||
000000687|2|Veteran Sergeant|6"|4+|3+|3|3|1|2|7|5+|||1|false|25mm||
000000687|3|Veteran Weapons Team|6"|4+|3+|3|3|2|2|6|5+|||0-1|false|60mm||
000000688|1|Conscript|6"|5+|5+|3|3|1|1|4|5+|5||20-30|false|25mm||
000000689|1|Rough Rider|10"|4+|4+|3|3|2|1|6|5+|8||4-9|false|40mm||
000000689|2|Rough Rider Sergeant|10"|4+|4+|3|3|2|2|7|5+|8||1|false|40mm||
000000690|1|Scout Sentinel|9"|4+|4+|5|5|6|1|7|4+|40||1-3|false|60mm||
000000691|1|Armoured Sentinel|8"|4+|4+|5|6|6|1|7|3+|40||1-3|false|60mm||
000000692|1|Chimera|12"|6+|4+|6|7|10|3|7|3+|65||1|false|Use model||
000000693|1|Taurox|14"|6+|4+|6|6|10|3|7|3+|90||1|false|Use model||
000000694|1|Hellhound|12"|6+|4+|6|7|11|3|7|3+|110||1-3|false|Use model||
000000694|2|Devil Dog|0"|6+|-|6|7|11|0|7|3+|110|||false|Use model||
000000694|3|Bane Wolf|0"|6+|-|6|7|11|0|7|3+|100|||false|Use model||
000000695|1|Basilisk|12"|6+|4+|6|6|11|3|7|3+|125||1-3|false|Use model||
000000696|1|Hydra|12"|6+|4+|6|6|11|3|7|3+|110||1-3|false|Use model||
000000697|1|Wyvern|12"|6+|4+|6|6|11|3|7|3+|135||1-3|false|Use model||
000000698|1|Manticore|12"|6+|4+|6|7|11|3|7|3+|155||1|false|Use model||
000000699|1|Deathstrike|12"|6+|4+|6|7|11|3|7|3+|120||1|false|Use model||
000000700|1|Leman Russ Battle Tank|10"|6+|4+|7|8|12|3|7|2+|130||1-3|false|Use model||
000000702|1|Baneblade|10"|5+|4+|9|8|26|9|8|2+|410||1|false|Use model||
000000703|1|Banehammer|10"|5+|4+|9|8|26|9|8|2+|370||1|false|Use model||
000000704|1|Banesword|10"|5+|4+|9|8|26|9|8|2+|370||1|false|Use model||
000000705|1|Doomhammer|10"|5+|4+|9|8|26|9|8|2+|380||1|false|Use model||
000000706|1|Hellhammer|10"|5+|4+|9|8|26|9|8|2+|450||1|false|Use model||
000000707|1|Shadowsword|10"|5+|4+|9|8|26|9|8|2+|430||1|false|Use model||
000000708|1|Stormlord|10"|5+|4+|9|8|26|9|8|2+|430||1|false|Use model||
000000709|1|Stormsword|10"|5+|4+|9|8|26|9|8|2+|400||1|false|Use model||
000000710|1|Lord Castellan Creed|6"|3+|3+|3|3|4|3|9|4+|60||1|false|25mm||
000000711|1|Colour Sergeant Kell|6"|3+|3+|3|3|4|3|7|4+|45||1|false|25mm||
000000712|1|Knight Commander Pask|10"|6+|2+|7|8|12|3|8|2+|200||1|false|Use model||
000000713|1|Colonel ‘Iron Hand’ Straken|6"|2+|3+|6|4|5|4|9|3+|80||1|false|25mm||
000000714|1|Sergeant Harker|6"|3+|3+|4|3|3|4|7|5+|55||1|false|25mm||
000000715|1|Lord Commissar|6"|2+|2+|3|3|4|3|9|4+|35||1|false|25mm||
000000716|1|Commissar|6"|3+|3+|3|3|3|3|8|5+|25||1|false|25mm||
000000717|1|Commissar Yarrick|6"|2+|2+|3|4|4|3|9|4+|110||1|false|25mm||
000000718|1|Tempestor Prime|6"|3+|3+|3|3|4|3|8|4+|40||1|false|25mm||
