faction_id|faction_name|type|roll|name|legend|description|
AS|Adepta Sororitas|Warlord Traits|4|BEACON OF FAITH|This Adepta Sororitas leader is a shining beacon of faith, whose actions on the battlefield are nothing short of miraculous.|At the start of your <a href="/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, if this <span class="kwb">WARLORD</span> is on the battlefield, you gain 1 <a href="/wh40k9ed/factions/adepta-sororitas/#Acts-of-Faith">Miracle dice</a>. This Miracle dice can only be used when your <span class="kwb">WARLORD</span> performs an <a href="/wh40k9ed/factions/adepta-sororitas/#Acts-of-Faith">Act of Faith</a> or uses a <a href="/wh40k9ed/factions/adepta-sororitas/#Blessings-of-the-Faithful">Miraculous ability</a>, and if not used by the start of your next Command phase, it is discarded. This Miracle dice can be used to perform an Act of Faith even if another unit from your army has already performed an Act of Faith this phase.|
AS|Adepta Sororitas|Warlord Traits|5|INDOMITABLE BELIEF (AURA)|This chosen champion has such strength of belief that their followers refuse to yield.|While a friendly <span class="tooltip01843" data-tooltip-content="#tooltip_content01843" data-tooltip-anchor="#tooltip_content01843"><span class="kwb2">&lt;<span class="kwb3">O</span>RDER&gt;</span> <span class="kwb">CORE</span> <span class="kwb">INFANTRY</span></span> unit is within 6" of this <span class="kwb">WARLORD</span>, the <a href="/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable save</a> models in that unit receive from the <a href="/wh40k9ed/factions/adepta-sororitas/#Shield-of-Faith">Shield of Faith</a> ability is improved by 1 (to a maximum of 4+).|
AS|Adepta Sororitas|Warlord Traits|6|PURE OF WILL|With a will of adamant, this devout servant’s faith can turn aside even the most foul witchcraft.|<ul><li>This <span class="kwb">WARLORD</span> can attempt to <a href="/wh40k9ed/the-rules/core-rules/#Deny-the-Witch">deny</a> one additional psychic power in your opponent’s <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, as described in the <a href="/wh40k9ed/factions/adepta-sororitas/#Shield-of-Faith">Shield of Faith</a> ability.</li><li>Add 3 to <a href="/wh40k9ed/the-rules/core-rules/#Deny-the-Witch">Deny the Witch tests</a> taken for this <span class="kwb">WARLORD</span>.</li></ul>|
SM|Space Marines|Codex Supplement: Crimson Fists|1|Tenacious Opponent|This Warlord fights all the harder when he is outnumbered by his foes and all seems lost.|If there are at least 10 enemy models within 6" of this <span class="kwb">WARLORD</span> when he fights in the <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, add D3 to his Attacks characteristic until the end of the phase.|
SM|Space Marines|Codex Supplement: Crimson Fists|2|Refuse to Die|Countless times have the enemies of Mankind tried to slay this stoic Warlord in battle. None have succeeded.|The first time this <span class="kwb">WARLORD</span> is reduced to 0 wounds, roll one D6. On a 4+ set him up again at the end of the phase, as close as possible to his previous position and more than 1" from any enemy models, with D3 wound remaining.|
SM|Space Marines|Codex Supplement: Crimson Fists|3|Stoic Defender|When this Warlord plants his feet, he and his warriors will hold their ground with implacable determination.|All friendly <span class="tooltip01694" data-tooltip-content="#tooltip_content01694" data-tooltip-anchor="#tooltip_content01694"><span class="kwb">CRIMSON</span> <span class="kwb">FISTS</span> <span class="kwb">INFANTRY</span></span>, <span class="tooltip01844" data-tooltip-content="#tooltip_content01844" data-tooltip-anchor="#tooltip_content01844"><span class="kwb">BIKER</span></span> and <span class="tooltip01845" data-tooltip-content="#tooltip_content01845" data-tooltip-anchor="#tooltip_content01845"><span class="kwb">DREADNOUGHT</span></span> units have the <span class="redfont">Defenders of Humanity</span> ability whilst they are within 6" of this <span class="kwb">WARLORD</span>. If a Crimson Fists unit already has this ability, then each model in that unit counts as two models for the purposes of determining who controls <a href="/wh40k9ed/the-rules/core-rules/#Objective-Markers">objective markers</a>, whilst that unit is within 6" of this <span class="kwb">WARLORD</span>.|
SM|Space Marines|Dark Angels Warlord Traits|1|BRILLIANT STRATEGIST|Only the most able commanders can take the guidance of the Codex Astartes and adapt it further to secure victory.|In your <a href="/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, you can select one friendly <span class="kwb">DARK</span> <span class="kwb">ANGELS</span> unit within 6" of this <span class="kwb">WARLORD</span>. Until the start of your next Command phase:<br><ul><li>Each time a model in that unit makes an attack, if the <a href="/wh40k9ed/factions/space-marines/#Combat-Doctrines">Tactical Doctrine</a> is active for your army, then the <a href="/wh40k9ed/factions/space-marines/#Combat-Doctrines">Devastator Doctrine</a> is considered to be active for that attack instead.</li><li>Each time a model in that unit makes an attack, if the <a href="/wh40k9ed/factions/space-marines/#Combat-Doctrines">Assault Doctrine</a> is active for your army, then the Tactical Doctrine considered to be active for that attack instead.</li></ul>|
SM|Space Marines|Dark Angels Warlord Traits|2|FURY OF THE LION (AURA)|This leader inspires his battle-brothers through his actions, throwing himself into the fray knowing his warriors will follow.|While a friendly <span class="kwb">DARK</span> <span class="kwb">ANGELS</span> unit is within 6" of this <span class="kwb">WARLORD</span>, if this <span class="kwb">WARLORD</span> has made a <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge move</a>, was charged or <a href="/wh40k9ed/the-rules/core-rules/#Performing-a-Heroic-Intervention">performed a Heroic Intervention</a> this turn, add 1 to the Strength characteristic of models in that unit.|
SM|Space Marines|Dark Angels Warlord Traits|3|CALIBANITE KNIGHT|The warlord has studied what little remains of old Calibanite lore to perfect ancient sword-wielding techniques.|Each time this <span class="kwb">WARLORD</span> makes a melee attack against an <span class="kwb">INFANTRY</span> or <span class="kwb">BIKER</span> unit, an unmodified <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> of 2+ is always successful.|
SM|Space Marines|Dark Angels Warlord Traits|4|STUBBORN TENACITY|This warlord is an exemplar of the tenacity that characterises his Chapter, fighting on through even serious injuries.|When this <span class="kwb">WARLORD</span> is destroyed, if it does not explode, you can use this Warlord Trait instead of using any other abilities that take effect as a result of this model being destroyed (e.g. <span class="redfont">Astartes Banner</span>). If you do, this <span class="kwb">WARLORD</span> is not removed from play until the start of the next turn or the end of the battle (whichever comes first). Until that happens, it is still considered to be in play, but any further wounds this <span class="kwb">WARLORD</span> would lose are not lost.|
SM|Space Marines|Dark Angels Warlord Traits|5|DECISIVE TACTICIAN (AURA)|This warlord is known for his ability to swiftly move his forces into ideal attack positions and urge them on to crushing charges.|While a friendly <span class="tooltip00678" data-tooltip-content="#tooltip_content00678" data-tooltip-anchor="#tooltip_content00678"><span class="kwb">DARK</span> <span class="kwb">ANGELS</span> <span class="kwb">CORE</span></span> unit is within 6" of this <span class="kwb">WARLORD</span>, add 1 to <a href="/wh40k9ed/the-rules/core-rules/#Advance">Advance</a> and <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge rolls</a> made for that unit.|
SM|Space Marines|Dark Angels Warlord Traits|6|HONOUR OF THE FIRST LEGION|Valour and nobility define this warlord, who seeks to honour his brotherhood through deeds of great heroism.|<ul><li>This <span class="kwb">WARLORD</span> is eligible to <a href="/wh40k9ed/the-rules/core-rules/#Performing-a-Heroic-Intervention">perform a Heroic Intervention</a> if it is within 6" horizontally and 5" vertically of an enemy unit.</li><li>Each time this <span class="kwb">WARLORD</span> makes a Heroic Intervention move, so long as it ends that move closer to the closest enemy model, it can move up to 6". All other rules for Heroic Interventions still apply.</li></ul>|
SM|Space Marines|Blood Angels Warlord Traits|1|SPEED OF THE PRIMARCH|Such is this warlords speed, it is as if the Primarch himself fights alongside his sons.|At the start of the <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, if this <span class="kwb">WARLORD</span> is within <a href="/wh40k9ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of any enemy units, it can fight first that phase.|
SM|Space Marines|Blood Angels Warlord Traits|2|ARTISAN OF WAR|This warlord is a true artist both on and off the battlefield. His talents are reflected in the exquisite workmanship of his wargear, for he insists upon personally crafting his weapons of war.|This <a href="/wh40k9ed/the-rules/core-rules/#The-Warlord"><span class="kwb">WARLORD</span></a> can be given one of the following <a href="/wh40k9ed/factions/space-marines/#Blood-Angels-Special-issue-Wargear">Special-issue Wargear Relics</a>: <a href="/wh40k9ed/factions/space-marines/#Adamantine-Mantle-7">Adamantine Mantle</a>; <a href="/wh40k9ed/factions/space-marines/#Artificer-Armour-7">Artificer Armour</a>; <a href="/wh40k9ed/factions/space-marines/#Master-crafted-Weapon-7">Master-crafted Weapon</a>; <a href="/wh40k9ed/factions/space-marines/#Digital-Weapons-7">Digital Weapons</a>. This is in addition to any other Relics they may have, and each Relic in your army must be unique.|
SM|Space Marines|Blood Angels Warlord Traits|3|SOULWARDEN (AURA)|This warlord is possessed of an iron will, his sheer mental determination ensuring that neither his own Red Thirst nor the evils of enemy sorcerers can easily find purchase upon his or his brothers’ souls.|While a friendly <span class="kwb">BLOOD</span> <span class="kwb">ANGELS</span> unit is within 6" of this <span class="kwb">WARLORD</span>, each time a model in that unit would lose a wound as the result of a <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>, roll one D6: on a 5+, that wound is not lost.|
SM|Space Marines|Blood Angels Warlord Traits|4|HEROIC BEARING|This warlord is a beacon of hope in a hateful galaxy. No matter the odds, friendly forces are inspired by his presence.|<ul><li>Add 3" to the range of this <span class="kwb">WARLORD</span> s <span class="redfont">Rites of Battle</span>, <span class="redfont">Tactical Precision</span>, <span class="redfont">Chapter Master</span> and <span class="redfont">Spiritual Leaders</span> abilities (to a maximum of 9").</li><li>This Warlord has the following ability: ‘<span class="redfont">Heroic Bearing (Aura)</span><b>:</b> While a friendly <span class="tooltip00985" data-tooltip-content="#tooltip_content00985" data-tooltip-anchor="#tooltip_content00985"><span class="kwb">BLOOD</span> <span class="kwb">ANGELS</span> <span class="kwb">CORE</span></span> unit is within 9" of this <span class="kwb">WARLORD</span>, add 1 to the Leadership characteristic of models in that unit.’</li></ul>|
SM|Space Marines|Blood Angels Warlord Traits|5|GIFT OF FORESIGHT|This heroic warrior bears a glimmering of Sanguinius’prophetic gifts. Flashes of foresight allow him to parry and weave around his enemy’s blows with supernatural speed and skill.|In each turn, you can re-roll one <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>, one <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> and one <a href="/wh40k9ed/the-rules/core-rules/#4.-Saving-Throw">saving throw</a> made for this <span class="kwb">WARLORD</span>.|
SM|Space Marines|Blood Angels Warlord Traits|6|SELFLESS VALOUR|This warlord is courageous and noble. He leaps into battle without a moment’s thought for his own safety.|This <span class="kwb">WARLORD</span> is eligible to <a href="/wh40k9ed/the-rules/core-rules/#Performing-a-Heroic-Intervention">perform a Heroic Intervention</a> if it is within 6" horizontally of an enemy unit, and when performing a Heroic Intervention with this <span class="kwb">WARLORD</span>, you can move them up to 6" instead of 3". All other rules for Heroic Interventions still apply.|
SM|Space Marines|Flesh Tearers Warlord Traits|1|MERCILESS BUTCHER|This warlord is but a single, blood-fuelled moment away from succumbing to the Black Rage. In battle they are lost to the pursuit of slaughter, hacking apart all before them with unrelenting savagery.|Each time this <span class="kwb">WARLORD</span> is selected to fight, make 1 additional attack with one of its melee weapons for every five enemy models within 3" of it (to a maximum of 3 additional attacks).|
SM|Space Marines|Flesh Tearers Warlord Traits|2|OF WRATH AND RAGE|With snarls of hate and a bellow of rage, this warlord fires the blood of his brothers.|Each time this <span class="kwb">WARLORD</span> makes a melee attack, an unmodified <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> of 6 scores 1 additional hit.|
SM|Space Marines|Flesh Tearers Warlord Traits|3|CRETACIAN BORN|To survive on the death world of Cretacia, a hunter must be swifter than the murderous beasts around him. A son of this brutal world, this warlord acts with ferocious swiftness, rushing into combat before his prey has time to react.|<ul><li>Each time this <span class="kwb">WARLORD</span> <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">declares a charge</a>, enemy units that were targeted by that charge cannot fire <a href="/wh40k9ed/the-rules/core-rules/#Overwatch">Overwatch</a> or <a href="/wh40k9ed/the-rules/core-rules/#Defensible">Set to Defend</a> against that charge.</li><li>You can re-roll <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge rolls</a> made for this <span class="kwb">WARLORD</span>.</li></ul>|
AdM|Adeptus Mechanicus|Codex Supplement: Metalica|1|MASTER ANNIHILATOR|This Warlord is a peerless annihilator, commanding ruthless technology to eliminate all life before them.|In your <a href="/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, select one friendly <span class="kwb">METALICA</span> unit that is within 6" of this <span class="kwb">WARLORD</span>. Until the start of your next Command phase, add 6" to the Range characteristic and 1 to the Strength characteristic of all radium weapons models in that unit are equipped with. For the purposes of this rule, a Radium weapon is any weapon whose profile includes the word ‘Radium’ (radium pistol, radium carbine etc.) and any relic that replaces such a weapon. This is not cumulative with any other rule that increases a weapon's range.|
AdM|Adeptus Mechanicus|Codex Supplement: Metalica|2|ASHRUNNER|This Warlord earned their reputation on ash wastes of Armageddon. The mark of that war zone is apparent in the extensive modifications that make them suitable for such environments.|Add 3" to the Move characteristic and 1 to the Strength and Attacks characteristics of this <span class="kwb">WARLORD</span>.|
AdM|Adeptus Mechanicus|Codex Supplement: Metalica|3|RADIOACTIVE EMANATION (AURA)|This Warlord is wreathed in a dense, radioactive fog that saps the stamina of those who are not inured to its ionising embrace.|While a unit is within 6" of this <span class="kwb">WARLORD</span>, unless it is a <span class="kwb">METALICA</span> unit, subtract 1 from its Toughness characteristic. This is not cumulative with any other rule that reduces the Toughness characteristic of an enemy model (e.g. the Rad-saturation ability or the <a href="/wh40k9ed/factions/adeptus-mechanicus/#Stratagems-2">Rad-Bombardment</a> Stratagem).|
QI|Imperial Knights|Codex Supplement: House Raven|1|LORD OF THE TRIALS|This Warlord did not only survive the Trial of the Companions, they emerged through them with such honour as has not been witnessed in several generations.|Each time an attack is made by this <span class="kwb">WARLORD</span>, an unmodified <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> of 6 automatically wounds the target.|
QI|Imperial Knights|Codex Supplement: House Raven|2|INVIOLATE|This Warlord stands firm no matter what warp craft or esoteric weaponry the enemy brings to bear against them, standing as unyielding as the Keep Inviolate itself.|Each time this <span class="kwb">WARLORD</span> would lose a wound as the result of a <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>, roll one D6: on a 4+, that wound is not lost.|
QI|Imperial Knights|Codex Supplement: House Raven|3|BLESSED BY METALICA|This Warlord has fought alongside their allied forge world for countless campaigns, and enjoys the highest blessings and ministrations that Metalica can provide.|<ul><li>Add 2 to this <span class="kwb">WARLORD’S</span> Wounds characteristic.</li><li>This <span class="kwb">WARLORD</span> can be repaired by <span class="tooltip01846" data-tooltip-content="#tooltip_content01846" data-tooltip-anchor="#tooltip_content01846"><span class="kwb">METALICA</span> <span class="kwb">TECH-PRIEST</span></span> units as if it were a <span class="kwb">METALICA</span> <span class="kwb">VEHICLE</span> model.</li></ul>|
DRU|Drukhari|Codex Supplement: Cult of Strife|1|COMPETITIVE EDGE|This Succubus trains and tests herself at every opportunity, maintaining a consistent rate of murder lest she lose her razor-sharp competitiveness.|Each time this <span class="kwb">WARLORD</span> fights, if all of its attacks target one enemy unit, after resolving all of those attacks, it can make a number of additional attacks against that enemy unit equal to the number of attacks that did not reach the <a href="/wh40k9ed/the-rules/core-rules/#5.-Inflict-Damage">inflict damage</a> step of the attack sequence during that fight.|
DRU|Drukhari|Codex Supplement: Cult of Strife|2|UNPARALLELED AGILITY|This Succubus moves with preternatural speed, even compared to the famed fighters of Commorragh’s arenas. She dances and flits around her foes, evading every clumsy blow dealt by her foes.|Each time an attack is made against this <span class="kwb">WARLORD</span>, subtract 1 from that attack’s <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> and <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a>.|
DRU|Drukhari|Codex Supplement: Cult of Strife|3|MASTER EXECUTIONER|Every blow this Warlord lands, every cut she makes and every darting strike are perfectly placed to inflict the maximum bodily trauma upon her foes.|Each time this <span class="kwb">WARLORD</span> makes an attack, you can re-roll the <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a>.|
DRU|Drukhari|Warlord Traits|1|HATRED ETERNAL|This warlord is disgusted by the younger races that infest the galaxy, sickened by the unwashed and unrefined multitudes. They will take any opportunity to exterminate such vermin.|Each time this <span class="kwb">WARLORD</span> makes an attack, you can re-roll the <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> and the <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a>.|
DRU|Drukhari|Warlord Traits|2|SOUL THIRST|In place of a soul, this warlord plays host to a howling chasm of horror and madness. They must swallow thousands of souls each day to stave off complete degeneration, yet this thirst lends them a lethal ferocity.|<ul><li>Add 1 to the Attacks characteristic of this <span class="kwb">WARLORD</span>.</li><li>Once per turn, when an enemy model that is within 6" of this <span class="kwb">WARLORD</span> is destroyed, this model regains 1 lost wound.</li></ul>|
DRU|Drukhari|Warlord Traits|3|ANCIENT EVIL|So long has this warlord lived, steeped in horror and cruelty, that their very gaze is said to be capable of paralysing their foes with fear.|At the start of the <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, you can select one enemy unit within <a href="/wh40k9ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of this <span class="kwb">WARLORD</span>. That unit is not eligible to fight this phase until after all eligible units from your army have done so.|
HAR|Harlequins|Warlord Traits||Nemesis of the Damned|This Warlord has honed their martial skills in countless battles against the followers of the Dark Gods.|Each <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> of 6+ for your Warlord in the <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a> scores 2 hits instead of 1. In addition, add 1 to <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a> made by your Warlord against CHAOS units.|
HAR|Harlequins|Warlord Traits||Webway Walker|This Warlord steps into reality like a lie becoming truth.|During deployment, you can set your Warlord up in the webway instead of placing them on the battlefield. Your Warlord can emerge at the end of any of your <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phases</a> – set them up anywhere on the battlefield more than 9" from any enemy units. Furthermore, you can use the <a href="/wh40k9ed/factions/harlequins/#Stratagems">Webway Assault</a> Stratagem twice.|
HAR|Harlequins|Warlord Traits||Our Kin Shall Rise Again|This Warlord’s sheer determination keeps them in the fight.|Roll a D6 each time a model from a FROZEN STARS unit from your army within 6" of your Warlord loses its final wound; on a 6 that wound is not lost, and the model not slain. This Warlord Trait has no effect if the unit is under the effects of the <a href="/wh40k9ed/factions/harlequins/#Phantasmancy-Discipline">Webway Dance</a> psychic power.|
HAR|Harlequins|Warlord Traits||Warden of the Dead|This Warlord is a gatekeeper for unquiet spirits.|Add 1 to any <a href="/wh40k9ed/factions/harlequins/#Dreaming-Shadow:-Sombre-Sentinels">Sombre Sentinels</a> rolls made for DREAMING SHADOW units from your army within 6" of your Warlord (add 2 instead whilst there are any <a href="/wh40k9ed/factions/necrons">NECRONS</a> units on the battlefield).|
HAR|Harlequins|Warlord Traits||Skystrider|This Warlord is one with the way of the Weaver Serpents.|Your Warlord can disembark from a <a href="/wh40k9ed/the-rules/core-rules/#Transports">TRANSPORT</a> even after it has moved.|
HAR|Harlequins|Warlord Traits||The Final Joke|Even in death, this Warlord reaches out to slay their hated foes.|If your Warlord is slain in the <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, roll a D6. On a 2+, the unit that killed your Warlord suffers D3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a> after it has finished making all its attacks. On a 6, the enemy unit suffers D6 mortal wounds instead.|
DRU|Drukhari|Warlord Traits|1|QUICKSILVER FIGHTER|This warlord strikes with preternatural speed, slaying their foes before they even realise the fight has begun.|Add 2 to the Attacks characteristic of this <span class="kwb">WARLORD</span>.|
DRU|Drukhari|Warlord Traits|2|STIMM ADDICT|Though it entails all manner of horrific side effects, this warlord is addicted to using artificial stimulants to boost their combat effectiveness.|When determining the effects of the <a href="/wh40k9ed/factions/drukhari/#Combat-Drugs">Combat Drugs</a> ability for this <span class="kwb">WARLORD</span> before the battle, roll 2 additional dice, re-rolling results of 6 or results that are already in effect. This <span class="kwb">WARLORD</span>’s Combat Drugs ability has these benefits in addition to any others.|
DRU|Drukhari|Warlord Traits|3|PRECISION BLOWS|This warlord is adept at slaying in a stunning display of violence, every blow placed perfectly to dismember or decapitate.|Each time an unmodified <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> of 6 is made for a melee attack made by this <span class="kwb">WARLORD</span>, the target unit suffers a number of <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a> equal to the Damage characteristic of the weapon used for that attack, and the attack sequence ends.|
DRU|Drukhari|Warlord Traits|1|MASTER REGENESIST|A master of fleshcrafting, this creature can rejuvenate even the most seriously wounded of minions with a flick of their bladed fingers.|Each time this <span class="kwb">WARLORD</span> uses their <span class="redfont">Fleshcraft</span> ability, the target model regains up to 3 lost wounds instead of D3.|
DRU|Drukhari|Warlord Traits|2|MASTER NEMESINE|This warlord knows a variety of ways to kill every realspace species they have ever discovered. There is no weak point unknown to them.|Each time this <span class="kwb">WARLORD</span> makes an attack, re-roll a <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> of 1.|
DRU|Drukhari|Warlord Traits|3|MASTER ARTISAN|This warlord is not only gifted in the arts of fleshcrafting and mettalosculpture, but also in the more metaphysical arts. Irrespective of the medium they work with, it is their own twisted body that bears the greatest hallmarks of their dark genius.|Add 1 to the Toughness and Wounds characteristics of this <span class="kwb">WARLORD</span>.|
HAR|Harlequins|Warlord Traits|6|PLAYER OF THE TWILIGHT|Players of the Twilight see cycles of transition in everything, including the ebb and flow of battle. They often seem needlessly obsessive in their attention to nuance – until their genius is suddenly revealed.|Once per battle you can re-roll a <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>, <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> or <a href="/wh40k9ed/the-rules/core-rules/#4.-Saving-Throw">save roll</a> made for your Warlord. In addition, if your army is <a href="/wh40k9ed/the-rules/core-rules/#BATTLE-FORGED-ARMIES">Battle-forged</a> and your Warlord is on the battlefield, roll a D6 each time you or your opponent uses a Stratagem. If the result exactly matches the number of <a href="/wh40k9ed/the-rules/core-rules/#Command-Points">Command Points</a> spent to use that Stratagem, then you gain that many Command Points. The limit of gaining or refunding 1 Command point per battle round does not apply to any Command points gained via this Warlord Trait, but once this Warlord Trait has been triggered, no more Command points can be gained via it until the start of the next battle round.|
HAR|Harlequins|Warlord Traits|5|PLAYER OF THE DARK|Players of the Dark are sinister and vindictive, always seeking a flamboyant end for their foes.|Each <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> of 6+ made for your Warlord’s attacks in the <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a> inflict one <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> in addition to their normal damage.|
HAR|Harlequins|Warlord Traits|4|PLAYER OF THE LIGHT|Players of the Light hurl themselves into battle like the headstrong heroes of myth.|Re-roll failed <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge rolls</a> made for your Warlord and any friendly <a href="/wh40k9ed/factions/harlequins/#MASQUE-">&lt;MASQUE&gt;</a> units whilst they are within 6" of your Warlord.|
HAR|Harlequins|Warlord Traits|3|A FOOT IN THE FUTURE|The Warlord flows like starlight across the field of battle, time itself seeming to part before their otherworldly grace.|Add 2" to your Warlord’s Move characteristic. In addition, add 1" to the distance your Warlord can move each time it <a href="/wh40k9ed/the-rules/core-rules/#Advance">Advances</a>, <a href="/wh40k9ed/the-rules/core-rules/#Fall-Back">Falls Back</a>, charges, performs a <a href="/wh40k9ed/the-rules/core-rules/#Performing-a-Heroic-Intervention">Heroic Intervention</a>, <a href="/wh40k9ed/the-rules/core-rules/#Pile-In">piles in</a> or <a href="/wh40k9ed/the-rules/core-rules/#Consolidate">consolidates</a>.|
HAR|Harlequins|Warlord Traits|2|FRACTAL STORM|In the cut and thrust of battle, this Warlord performs rapid movements that maximise the effect of their holo-suit to better evade their enemy’s blows.|Your Warlord has a 3+ <a href="/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable save</a> against melee weapons.|
HAR|Harlequins|Warlord Traits|1|LUCK OF THE LAUGHING GOD|To be possessed of supernatural fortune is a sure sign of Cegorach’s favour.|Re-roll <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a>, <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound rolls</a> and damage rolls of 1 for your Warlord.|
SM|Space Marines|Codex Supplement: Silver Templars|1|ACCOMPLISHED DUELLIST|Martial excellence is integral to advancement within the Silver Templars, for the Chapter’s tenets of strategy and spiritual philosophy employ it as their foundation. Many of the Silver Templars’ greatest heroes are thus also their greatest swordsmen.|<ul><li>At the start of the <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, if this model is within <a href="/wh40k9ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of any enemy units, it can fight first that phase.</li><li>Each time this <span class="kwb">WARLORD</span> makes a melee attack, if it made a <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge move</a>, was charged or <a href="/wh40k9ed/the-rules/core-rules/#Performing-a-Heroic-Intervention">performed a Heroic Intervention</a> this turn, you can re-roll the <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a>.</li></ul>|
SM|Space Marines|Codex Supplement: Silver Templars|2|PRECISION COMMANDER|When a Silver Templars commander sets their mind to the destruction of the enemy, their pursuit of that goal becomes allencompassing, not resting until that threat to the Imperium has been destroyed.|In your <a href="/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, you can select one friendly <span class="tooltip01723" data-tooltip-content="#tooltip_content01723" data-tooltip-anchor="#tooltip_content01723"><span class="kwb">SILVER</span> <span class="kwb">TEMPLARS</span> <span class="kwb">PRIMARIS</span> <span class="kwb">CORE</span></span> unit within 6" of this <span class="kwb">WARLORD</span>. Until the start of your next Command phase, each time that unit is selected to shoot or fight, you can re-roll one <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> and you can re-roll one <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a>.|
SM|Space Marines|Codex Supplement: Silver Templars|3|SPIRITUAL SYNERGY|Over many years of fighting, this warrior’s bond with their chosen weapon’s machine spirit has become so strong the two have become almost intertwined, a singular, lethal entity.|Select one weapon this <span class="kwb">WARLORD</span> is equipped with (excluding Relics). Each time this <span class="kwb">WARLORD</span> makes an attack with that weapon, an unmodified <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> of 6 inflicts 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> on the target in addition to any normal damage.|
