id|type|name|legend|is_other_wargear|faction_id|description|
000001719||Collar of Khorne||false|CD|Once in each of your opponent’s <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phases</a>, you can select one model in this unit to attempt to resist a psychic power in the same manner as a <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">PSYKER</a> by taking a <a href="/wh40k9ed/the-rules/core-rules/#Deny-the-Witch">Deny the Witch test</a>. To do so, that model must be within 24" of the enemy model manifesting that psychic power.|
000001721||Murderous Tide||false|CD|You can add 1 to <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a> made for this unit whilst it contains 20 or more models.|
000001722||Daemonic Icon||false|CD|If you roll a 1 when taking a <a href="/wh40k9ed/the-rules/core-rules/#Morale-Tests">Morale test</a> for a unit with any Daemonic Icons, reality blinks and the daemonic horde is bolstered. No models flee and D6 slain Bloodletters are instead added to the unit.|
000001723||Instrument of Chaos||false|CD|If this unit has an Instrument of Chaos, then when an <a href="/wh40k9ed/the-rules/core-rules/#Advance">Advance</a> or <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge roll</a> is made for this unit, add 1 to the roll.|
000001723||Instrument of Chaos||false|CSM|If this unit has an Instrument of Chaos, then when an <a href="/wh40k9ed/the-rules/core-rules/#Advance">Advance</a> or <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge roll</a> is made for this unit, add 1 to the roll.|
000001725||Greater Daemon||false|CD|Friendly <span class="tooltip00887" data-tooltip-content="#tooltip_content00887" data-tooltip-anchor="#tooltip_content00887"><span class="kwb">TZEENTCH</span> <span class="kwb">DAEMON</span></span> units within 6" of this model when they take a <a href="/wh40k9ed/the-rules/core-rules/#Morale-Tests">Morale test</a> can use this model’s Leadership instead of their own.|
000001726||Foretell||false|CD|If your army is <a href="/wh40k9ed/the-rules/core-rules/#BATTLE-FORGED-ARMIES">Battle-forged</a>, you receive an additional D3 <a href="/wh40k9ed/the-rules/core-rules/#Command-Points">Command Points</a> if Kairos Fateweaver is your <a href="/wh40k9ed/the-rules/core-rules/#The-Warlord">Warlord</a>.|
000001727||Formless Horror||false|CD|When the Changeling fights, you can choose an enemy INFANTRY model within 1" of the Changeling. The Changeling has that model’s Weapon Skill, Strength, Toughness and Attacks characteristics until the end of the phase.|
000001728||Locus of Transmogrification||false|CD|Roll a D6 each time a friendly <span class="tooltip00887" data-tooltip-content="#tooltip_content00887" data-tooltip-anchor="#tooltip_content00887"><span class="kwb">TZEENTCH</span> <span class="kwb">DAEMON</span></span> model within 9" of the Changeling loses a wound; on a 6 the model is surrounded by a twisting aura of change and does not lose that wound.|
000001729||P’tarix’s Sorcerous Syphon||false|CD|Enemy <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">PSYKERS</a> within 12" of the Blue Scribes subtract 1 from their <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">Psychic tests</a>. If an enemy PSYKER within 12" fails a Psychic test, their psychic power is syphoned and they cannot attempt to manifest it again in this battle.|
000001730||Xirat’p’s Sorcerous Barrage||false|CD|Though not a <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">PSYKER</a>, the Blue Scribes automatically <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifest</a> one randomly selected psychic power from the <b><a href="/wh40k9ed/factions/chaos-daemons/#Tzeentch">Tzeentch discipline</a></b> in your <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>. In addition, if the Blue Scribes syphoned any psychic powers in the last enemy Psychic phase, they will also automatically manifest the <a href="/wh40k9ed/the-rules/core-rules/#Smite">Smite</a> psychic power. No <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">Psychic test</a> is taken to use any of these powers, and they cannot be <a href="/wh40k9ed/the-rules/core-rules/#Deny-the-Witch">denied</a>. Where the result of the Psychic test matters, the psychic power is treated as having been manifested with the minimum roll possible and without rolling a double.|
000001731||Rod of Sorcery||false|CD|Increase the range of this model’s <a href="/wh40k9ed/the-rules/core-rules/#Smite">Smite</a> power from 18" to 30" if it has a rod of sorcery.|
000001732||Locus of Tzeentch||false|CD|Add 1 to the Strength characteristic of friendly <span class="tooltip00887" data-tooltip-content="#tooltip_content00887" data-tooltip-anchor="#tooltip_content00887"><span class="kwb">TZEENTCH</span> <span class="kwb">DAEMON</span></span> units within 6" of one or more models with this ability.|
000001733||Staff of Change||false|CD|Increase the range of this model’s <a href="/wh40k9ed/the-rules/core-rules/#Smite">Smite</a> power from 18" to 24" if it has a staff of change.|
000001734||Irritating Chant|5 points for all three Chanting Horrors|false|CD|If a Burning Chariot is ridden by Chanting Horrors, your opponent must subtract 1 from <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">Psychic tests</a> made for enemy units within 9" of any such models.|
000001735||Iridescent Horror||false|CSM|An Iridescent Horror counts as a Pink Horror for the purposes of this unit’s other abilities.|
000001735||Iridescent Horror||false|CD|An Iridescent Horror counts as a Pink Horror for the purposes of this unit’s other abilities.|
000001736||Magic Made Manifest||false|CSM|When a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">Psychic test</a> or <a href="/wh40k9ed/the-rules/core-rules/#Deny-the-Witch">Deny the Witch test</a> is taken for this unit, roll one D6 instead of 2D6. In addition, when this unit manifests <a href="/wh40k9ed/the-rules/core-rules/#Smite">Smite</a> whilst it contains fewer than 10 Pink Horrors, the closest visible enemy unit within 18" can only suffer 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>, irrespective of the result of the Psychic test.|
000001736||Magic Made Manifest||false|CD|When a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">Psychic test</a> or <a href="/wh40k9ed/the-rules/core-rules/#Deny-the-Witch">Deny the Witch test</a> is taken for this unit, roll one D6 instead of 2D6. In addition, when this unit manifests <a href="/wh40k9ed/the-rules/core-rules/#Smite">Smite</a> whilst it contains fewer than 10 Pink Horrors, the closest visible enemy unit within 18" can only suffer 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>, irrespective of the result of the Psychic test.|
000001737||Split||false|CD|When a Pink Horror in this unit is destroyed in any phase other than the <a href="/wh40k9ed/the-rules/core-rules/#MORALE-PHASE">Morale phase</a>, you can add up to 2 Blue Horrors to this unit before removing that Pink Horror from play. When a Blue Horror in this unit is destroyed in any phase other than the Morale phase, you can add 1 Pair of Brimstone Horrors to this unit before removing that Blue Horror from play. When adding a model to this unit using this ability, it must be placed in <a href="/wh40k9ed/the-rules/core-rules/#Unit-Coherency">unit coherency</a> and more than 1" away from any enemy models (if a model cannot be placed in this way, it is not added to the unit).<br><br><i><b>Matched Play:</b> Models added to this unit using the Split ability must be paid for with <a href="/wh40k9ed/the-rules/core-rules/#Reinforcement-Points">reinforcement points</a>, but can take the unit above its starting size.</i>|
000001737||Split||false|CSM|When a Pink Horror in this unit is destroyed in any phase other than the <a href="/wh40k9ed/the-rules/core-rules/#MORALE-PHASE">Morale phase</a>, you can add up to 2 Blue Horrors to this unit before removing that Pink Horror from play. When a Blue Horror in this unit is destroyed in any phase other than the Morale phase, you can add 1 Pair of Brimstone Horrors to this unit before removing that Blue Horror from play. When adding a model to this unit using this ability, it must be placed in <a href="/wh40k9ed/the-rules/core-rules/#Unit-Coherency">unit coherency</a> and more than 1" away from any enemy models (if a model cannot be placed in this way, it is not added to the unit).<br><br><i><b>Matched Play:</b> Models added to this unit using the Split ability must be paid for with <a href="/wh40k9ed/the-rules/core-rules/#Reinforcement-Points">reinforcement points</a>, but can take the unit above its starting size.</i>|
000001738||Slashing Attack||false|CD|If this unit moves over any enemy units in its <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a> (and it did not <a href="/wh40k9ed/the-rules/core-rules/#Fall-Back">Fall Back</a>), you can choose one of those enemy units and roll a D6 for each Screamer in this unit. Each roll of a 6 inflicts a <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> on the enemy unit.|
000001739||Tally of Pestilence||false|CD|The Tally of Pestilence starts the battle at 0. Whilst Epidemius is on the battlefield, add 1 to the Tally whenever a unit (friend or foe) is destroyed by a <span class="tooltip00888" data-tooltip-content="#tooltip_content00888" data-tooltip-anchor="#tooltip_content00888"><span class="kwb">NURGLE</span> <span class="kwb">DAEMON</span></span> unit, and look up the result on the chart below. The results are cumulative, but are lost if Epidemius is destroyed.<br><br>$Table$|
000001740||Greater Daemon||false|CD|Friendly <span class="tooltip00888" data-tooltip-content="#tooltip_content00888" data-tooltip-anchor="#tooltip_content00888"><span class="kwb">NURGLE</span> <span class="kwb">DAEMON</span></span> units within 6" of this model when they take a <a href="/wh40k9ed/the-rules/core-rules/#Morale-Tests">Morale test</a> can use this model’s Leadership instead of their own.|
000001741||Locus of Nurgle||false|CD|Add 1 to the Strength characteristic of <span class="tooltip00888" data-tooltip-content="#tooltip_content00888" data-tooltip-anchor="#tooltip_content00888"><span class="kwb">NURGLE</span> <span class="kwb">DAEMON</span></span> units within 6" of one or more friendly models with this ability.|
000001742||Cloud of Flies||false|CD|If this unit contains 20 or more models at the start of a phase, your opponent must subtract 1 from all <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a> for attacks that target them.|
000001743||Daemonic Icon||false|CD|If you roll a 1 when taking a <a href="/wh40k9ed/the-rules/core-rules/#Morale-Tests">Morale test</a> for a unit with any Daemonic Icons, reality blinks and the daemonic horde is bolstered. No models flee and D6 slain Plaguebearers are instead added to the unit.|
000001744||Mischief Makers||false|CD|When you set up a unit of Nurglings during deployment, they can either be set up in their deployment zone, or anywhere on the battlefield that is more than 9" from the enemy deployment zone and any enemy models.|
000001745||Squishable||false|CD|Because of their diminutive size, Nurglings only receive the benefits of their <a href="/wh40k9ed/factions/chaos-daemons/#Disgustingly-Resilient-2">Disgustingly Resilient</a> ability against attacks with a Damage characteristic of 1.|
000001746||Attention Seeker||false|CD|Beasts of Nurgle sometimes feel left out of the fun, and so bound forth to join in whenever they can. This unit can perform <a href="/wh40k9ed/the-rules/core-rules/#Performing-a-Heroic-Intervention">Heroic Interventions</a> as if they were <a href="/wh40k9ed/the-rules/core-rules/#Characters">CHARACTERS</a>.|
000001747||Daemonic Icon||false|CD|If you roll a 1 when taking a <a href="/wh40k9ed/the-rules/core-rules/#Morale-Tests">Morale test</a> for a unit with any Daemonic Icons, reality blinks and the daemonic horde is bolstered. No models flee and 1 slain Plague Drone is instead added to the unit.|
000001748||Dazzling Acrobatics||false|CD|The Masque of Slaanesh can <a href="/wh40k9ed/the-rules/core-rules/#Advance">Advance</a> and/or <a href="/wh40k9ed/the-rules/core-rules/#Fall-Back">Fall Back</a> and still <a href="/wh40k9ed/the-rules/core-rules/#CHARGE-PHASE">charge</a> in the same turn.|
000001749||Locus of Beguilement||false|CD|Your opponent must subtract 1 from any <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a> in the <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a> that target a <span class="tooltip00889" data-tooltip-content="#tooltip_content00889" data-tooltip-anchor="#tooltip_content00889"><span class="kwb">DAEMONETTE</span></span> unit within 6" of the Masque of Slaanesh.|
000001750||The Eternal Dance||false|CD|At the beginning of each <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, choose an enemy unit within 1" of the Masque of Slaanesh. For the rest of the phase, add 1 to any <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a> that target the chosen unit.|
000001751||Greater Daemon||false|CD|When a <a href="/wh40k9ed/the-rules/core-rules/#Morale-Tests">Morale test</a> is taken for a friendly <span class="tooltip00890" data-tooltip-content="#tooltip_content00890" data-tooltip-anchor="#tooltip_content00890"><span class="kwb">SLAANESH</span> <span class="kwb">DAEMON</span></span> unit within 6" of this model, you can use this model’s Leadership characteristic instead of that unit’s.|
000001752||Locus of Slaanesh||false|CD|Add 1 to the Strength characteristic of models in friendly <span class="tooltip00890" data-tooltip-content="#tooltip_content00890" data-tooltip-anchor="#tooltip_content00890"><span class="kwb">SLAANESH</span> <span class="kwb">DAEMON</span></span> units whilst their unit is within 6" of any units with this ability.|
000001754||Scything Impact||false|CD|After this model finishes a <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge move</a>, roll one D6 for each enemy model that is within 1" of this model; for each roll of 6, that model’s unit suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>.|
000001755||Scything Impact||false|CD|After this model finishes a <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge move</a>, roll one D6 for each enemy model that is within 1" of this model; for each roll of 5+ that enemy model’s unit suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>.|
000001756||Graceful Killers||false|CD|Whilst this unit contains 20 or more models, increase their Attacks characteristic by 1.|
000001757||Daemonic Icon||false|CD|If you roll a 1 when taking a <a href="/wh40k9ed/the-rules/core-rules/#Morale-Tests">Morale test</a> for a unit with any Daemonic Icons, reality blinks and the daemonic horde is bolstered. No models flee and D6 slain Daemonettes are instead added to the unit.|
000001758||Disruptive Song||false|CD|When a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">Psychic test</a> is taken for a model within 12" of any enemy models with this ability, subtract 1 from the total.|
000001759||Soporific Musk||false|CD|Units within 1" of any enemy models with this ability cannot <a href="/wh40k9ed/the-rules/core-rules/#Fall-Back">Fall Back</a> unless they can <a href="/wh40k9ed/the-rules/core-rules/#Flying">FLY</a>.|
000001760||Unholy Speed||false|CD|When a <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge roll</a> is made for this unit, you can re-roll the dice.|
000001761||Daemonic Icon||false|CD|If this unit has a Daemonic Icon, then when a <a href="/wh40k9ed/the-rules/core-rules/#Morale-Tests">Morale test</a> is taken for this unit, on a roll of 1 it is automatically passed and you can return up to D3 destroyed models from this unit to the battlefield with all of their wounds remaining, placing them in <a href="/wh40k9ed/the-rules/core-rules/#Unit-Coherency">unit coherency</a> (if a model cannot be placed in this way, it is not returned to the battlefield).|
000001762||Scything Impact||false|CD|Each time a Seeker Chariot finishes a <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge move</a>, roll a D6 for each enemy model within 1" of it; that model’s unit suffers a <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> for each roll of 6.|
000001763||Scything Impact||false|CD|Each time an Exalted Seeker Chariot finishes a <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge move</a>, roll a D6 for each enemy model within 1" of it; that model’s unit suffers a <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> for each roll of 6.|
000001764||Lord of Torment (Aura)||false|CD|While an enemy unit is within 6" of this model, subtract 1 from the Leadership characteristic of models in that unit, and each time a <a href="/wh40k9ed/the-rules/core-rules/#Combat-Attrition-Tests">Combat Attrition test</a> is taken for that unit, subtract 1 from that Combat Attrition test.|
000001766||Shadow Form||false|CD|Each time an attack is made against this model, your opponent cannot re-roll the <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>. Each time an attack is made against this unit, subtract 1 from that attack’s hit roll.|
000001768||Prince of Chaos||false|CD|You can re-roll <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a> of 1 made for friendly <span class="tooltip00891" data-tooltip-content="#tooltip_content00891" data-tooltip-anchor="#tooltip_content00891"><span class="kwb2">&lt;<span class="kwb3">A</span>LLEGIANCE&gt;</span> <span class="kwb">DAEMON</span></span> units within 6" of this model.|
000001769||Daemonic Rewards||false|CD|<ul><li><span class="kwb">KHORNE</span> Daemon Princes have the <a href="/wh40k9ed/factions/chaos-daemons/#Unstoppable-Ferocity">Unstoppable Ferocity</a> ability.</li><li><span class="kwb">TZEENTCH</span> Daemon Princes gain the <a href="/wh40k9ed/factions/chaos-daemons/#Ephemeral-Form">Ephemeral Form</a> ability.</li><li><span class="kwb">NURGLE</span> Daemon Princes gain the <a href="/wh40k9ed/factions/chaos-daemons/#Disgustingly-Resilient-2">Disgustingly Resilient</a> ability.</li><li><span class="kwb">SLAANESH</span> Daemon Princes gain the <a href="/wh40k9ed/factions/chaos-daemons/#Quicksilver-Swiftness">Quicksilver Swiftness</a> ability.</li></ul>|
000001770||Prey on the Weak||false|CD|Roll a dice each time a unit fails a <a href="/wh40k9ed/the-rules/core-rules/#Morale-Tests">Morale test</a> within 12" of any enemy Furies. On a roll of 4+ an additional model from the unit is slain.|
000001771||Explodes||false|CD|If this model is reduced to 0 wounds, roll a D6 before removing the model from the battlefield; on a 6 it explodes, and each unit within 6" suffers D3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>.|
000001772||Daemonic Icon||false|CD|If this unit has any Daemonic Icons, then when a <a href="/wh40k9ed/the-rules/core-rules/#Morale-Tests">Morale test</a> is taken for this unit, on a roll of 1 it is automatically passed and you can return up to D6 destroyed Pink Horrors from this unit to the battlefield with 1 wound remaining, placing them in <a href="/wh40k9ed/the-rules/core-rules/#Unit-Coherency">unit coherency</a> (if a model cannot be placed in this way, it is not returned to the battlefield).|
000001772||Daemonic Icon||false|CSM|If this unit has any Daemonic Icons, then when a <a href="/wh40k9ed/the-rules/core-rules/#Morale-Tests">Morale test</a> is taken for this unit, on a roll of 1 it is automatically passed and you can return up to D6 destroyed Pink Horrors from this unit to the battlefield with 1 wound remaining, placing them in <a href="/wh40k9ed/the-rules/core-rules/#Unit-Coherency">unit coherency</a> (if a model cannot be placed in this way, it is not returned to the battlefield).|
000001777||Explodes||false|SM|When this model is destroyed, roll one D6 before removing it from play. On a 6 it explodes, and each unit within 6" suffers D3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>.|
000001780||Explorator Augury Web||true|SM|Enemy units that are set up on the battlefield as <a href="/wh40k9ed/the-rules/core-rules/#2.-Reinforcements">reinforcements</a> cannot be set up within 12" of the bearer. The bearer has a <a href="/wh40k9ed/the-rules/core-rules/#Transport-Capacity">transport capacity</a> of 6 <span class="tooltip00287" data-tooltip-content="#tooltip_content00287" data-tooltip-anchor="#tooltip_content00287"><span class="kwb2">&lt;<span class="kwb3">C</span>HAPTER&gt;</span> <span class="kwb">INFANTRY</span></span> models instead of 10.|
000001783||Inviolate Armour||false|SM|This model has a 5+ <a href="/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable save</a>.|
000001784||Explodes||false|SM|When this model is destroyed, roll one D6 before removing it from play. On a 6 it explodes, and each unit within 6" suffers D3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>.|
000001787||Explodes||false|SM|When this model is destroyed, roll one D6 before removing it from play. On a 6 it explodes, and each unit within D6+6" suffers D6 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>.|
000001801||Reliquarius||false|SM|This model has a 5+ <a href="/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable save</a>.|
000001802||Unstoppable Fury||false|SM|If this model is equipped with two Dreadnought combat weapons, add 1 to its Attacks characteristic.|
000001805||Explodes||false|SM|When this model is destroyed, roll one D6 before removing it from play. On a 6 it explodes, and each unit within 3" suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>.|
000001808||Explodes||false|SM|When this model is destroyed, roll one D6 before removing it from play. On a 6 it explodes, and each unit within 3" suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>.|
000001812||Explodes||false|SM|When this model is destroyed, roll one D6 before removing it from play. On a 6 it explodes, and each unit within 6" suffers D3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>.|
000001824||Colossal Flyer||false|GK|Distances are always measured to and from this model’s hull.|
000001824||Colossal Flyer||false|SM|Distances are always measured to and from this model’s hull.|
000001828||Thunderhawk cluster bombs||true|GK|Once per battle, after the bearer has moved, you can select one unit the bearer moved across. Roll six D6s for each <span class="kwb">VEHICLE</span> or <span class="kwb">MONSTER</span> model in that unit and roll one D6 for each other model in that unit (to a maximum of eighteen D6s): for each 4+, that unit suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>.|
000001828||Thunderhawk cluster bombs||true|SM|Once per battle, after the bearer has moved, you can select one unit the bearer moved across. Roll six D6s for each <span class="kwb">VEHICLE</span> or <span class="kwb">MONSTER</span> model in that unit and roll one D6 for each other model in that unit (to a maximum of eighteen D6s): for each 4+, that unit suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>.|
000001829||Colossal Flyer||false|SM|Distances are always measured to and from this model’s hull.|
000001842||Automated Emplacement||false|SM|Each time a model in this unit shoots, when selecting targets for that model’s attacks, you must select the closest eligible enemy unit that can <a href="/wh40k9ed/the-rules/core-rules/#Flying"><span class="kwb">FLY</span></a>. If there are no eligible units that can <span class="kwb">FLY</span>, that model must target the closest eligible unit instead. This unit is never eligible to charge or <a href="/wh40k9ed/the-rules/core-rules/#Performing-a-Heroic-Intervention">Heroically Intervene</a>, and cannot make <a href="/wh40k9ed/the-rules/core-rules/#Pile-In">pile-in</a> or <a href="/wh40k9ed/the-rules/core-rules/#Consolidate">consolidation moves</a>.|
000001846||Drop Pod Assault||false|SM|This model must start the battle set up high in the skies (see <a href="/wh40k9ed/factions/space-marines/#Death-From-Above-1">Death From Above</a>) but is not counted towards any limits that the mission you are playing places on the maximum number of <a href="/wh40k9ed/the-rules/core-rules/#Reinforcement-Units">Reinforcement units</a> you can have in your army. This model can be set up in the <a href="/wh40k9ed/the-rules/core-rules/#2.-Reinforcements">Reinforcements step</a> of your first, second or third <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>, regardless of any mission rules.|
000001853||Firing Points||false|AS|In your <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, up to 6 models embarked within this <a href="/wh40k9ed/the-rules/core-rules/#Transports">transport</a> can be selected to shoot with; measure distances and draw line of sight from any point on this transport when doing so. If this transport made a <a href="/wh40k9ed/the-rules/core-rules/#Normal-Move">Normal Move</a>, <a href="/wh40k9ed/the-rules/core-rules/#Advance">Advanced</a> or <a href="/wh40k9ed/the-rules/core-rules/#Fall-Back">Fell Back</a> this turn, embarked units are considered to have done the same. While this transport is within <a href="/wh40k9ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of any enemy units, embarked units cannot shoot, except with <a href="/wh40k9ed/the-rules/core-rules/#PISTOL">Pistols</a>.|
000001854||Explodes||false|AS|When this model is destroyed, roll one D6 before removing it from play. On a 6 it explodes, and each unit within 6" suffers D3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>.|
000001855||Smoke Launchers||false|AS|Once per game, instead of shooting any weapons in the <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, this model can use its smoke launchers. Until the controlling player’s next Shooting phase, any enemy units targeting this unit subtract 1 from all <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a> for Shooting attacks made against this unit.|
000001856||Chapter Master||false|SM|In your <a href="/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, select one friendly <span class="tooltip00505" data-tooltip-content="#tooltip_content00505" data-tooltip-anchor="#tooltip_content00505"><span class="kwb2">&lt;<span class="kwb3">C</span>HAPTER&gt;</span> <span class="kwb">CORE</span></span> or <span class="tooltip00781" data-tooltip-content="#tooltip_content00781" data-tooltip-anchor="#tooltip_content00781"><span class="kwb2">&lt;<span class="kwb3">C</span>HAPTER&gt;</span> <span class="kwb">CHARACTER</span></span> unit within 6" of this model. Until the start of your next Command phase, each time a model in that unit makes an attack, you can re-roll the <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.|
000001858||Proud to Live, Proud to Die, Hard to Kill (Aura)||false|SM|While a friendly <span class="kwb">RED</span> <span class="kwb">SCORPIONS</span> unit is within 6" of this model, each time a model in that unit would lose a wound, roll one D6: on a 6, that wound is not lost.|
000001868||The Tyrant’s Champion||false|SM|Each time this model makes a melee attack against a <a href="/wh40k9ed/the-rules/core-rules/#Characters"><span class="kwb">CHARACTER</span></a> unit, add 1 to that attack’s <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a>.|
000001887||Unyielding Exemplar||false|SM|Each time this model would lose a wound, roll one D6: on a 5+, that wound is not lost.|
000001888||Explodes||false|SM|When this model is destroyed, roll one D6 before removing it from play. On a 6 it explodes, and each unit within 3" suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>.|
000001890||Actinic Halo||false|SM|This model has a 3+ <a href="/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable save</a>. The first time a <a href="/wh40k9ed/the-rules/core-rules/#4.-Saving-Throw">saving throw</a> is failed for this model, its invulnerable save is changed to 4+.|
000001900||Lord of Ruin||false|SM|Each time this model makes an attack, re-roll a <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> of 1.|
000001902||Rage Unto Death||false|SM|This model is eligible to charge in a turn in which it <a href="/wh40k9ed/the-rules/core-rules/#Fall-Back">Fell Back</a>.|
000001910||Wrought by Vulkan||false|SM|This model has a 5+ <a href="/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable save</a>. Each time this model would lose a wound, roll one D6: on a 5+, that wound is not lost.|
000001912||Explodes||false|SM|When this model is destroyed, roll one D6 before removing it from play. On a 6 it explodes, and each unit within 3" suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>.|
000001914||Talisman of Sundered Souls||false|SM|This model has a 5+ <a href="/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable save</a>. The first time this model suffers <a href="/wh40k9ed/the-rules/core-rules/#Perils-of-the-Warp">Perils of the Warp</a>, it does not lose any wounds.|
000001918||Grehdalin’s Bones||false|SM|Each time a melee attack is made against this model, subtract 1 from that attack’s <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.|
000001919||Ænigmata Ferrum||false|SM|While this model is on the battlefield, each time you spend 1 or more <a href="/wh40k9ed/the-rules/core-rules/#Command-Points">Command points</a> to use a Stratagem, you can roll one D6: on a 6, 1 Command point is refunded.|
000001937||Augmented Atomantic Shielding||false|SM|This model has a 4+ <a href="/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable save</a>.|
000001939||Battle-sworn Warrior||false|SM|This model cannot be selected as your <a href="/wh40k9ed/the-rules/core-rules/#The-Warlord"><span class="kwb">WARLORD</span></a>.|
000001941||Explodes||false|SM|When this model is destroyed, roll one D6 before removing it from play. On a 6 it explodes, and each unit within 3" suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>.|
000001942||Heavy Armour||true|SM|The bearer has a 5+ <a href="/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable save</a>.|
