datasheet_id|line|button|description|is_index_wargear|
000000646|6|○|1 Wych’s splinter pistol and Hekatarii blade can be replaced with 1 razorflails.|false|
000000646|7|○|1 Wych’s splinter pistol and Hekatarii blade can be replaced with 1 shardnet and impaler.|false|
000000646|8|•|If this unit contains 20 or more models:|false|
000000646|9|○|1 Wych’s splinter pistol and Hekatarii blade can be replaced with 1 hydra gauntlets.|false|
000000646|10|○|1 Wych’s splinter pistol and Hekatarii blade can be replaced with 1 razorflails.|false|
000000646|11|○|1 Wych’s splinter pistol and Hekatarii blade can be replaced with 1 shardnet and impaler.|false|
000000647|1|•|The Syren can be equipped with one of the following instead of 1 hekatarii blade: 1 agoniser; 1 power sword.|false|
000000647|2|•|The Syren can additionally be equipped with 1 phantasm grenade launcher.|false|
000000647|3|•|The Syren can be equipped with 1 blast pistol instead of 1 splinter pistol.|false|
000000647|4|•|If this unit contains fewer than 10 models, 1 Hekatrix Bloodbride can be equipped with one of the following instead of 1 splinter pistol and 1 hekatarii blade: 1 hydra gauntlets; 1 razorflails; 1 shardnet and impaler.|false|
000000647|5|•|If this unit contains 10 or more models, up to 3 Hekatrix Bloodbrides can be equipped with one of the following instead of 1 splinter pistol and 1 hekatarii blade: 1 hydra gauntlets; 1 razorflails; 1 shardnet and impaler.|false|
000000648|1|•|The Klaivex’s klaive can be replaced with 1 demiklaives.|false|
000000650|1|•|For every five models this unit contains, one Wrack can be equipped with one of the following: 1 liquifier gun; 1 ossefactor.|false|
000000650|2|•|The Acothyst’s Wrack blades can be replaced with one of the following: 1 agoniser; 1 electrocorrosive whip; 1 flesh gauntlet; 1 mindphase gauntlet; 1 scissorhand; 1 venom blade.|false|
000000650|3|•|The Acothyst can be equipped with one of the following: 1 hexrifle; 1 liquifier gun; 1 stinger pistol.|false|
000000651|1|•|Any number of models can each have their monstrous cleaver replaced with 1 liquifier gun.|false|
000000656|1|•|This model's dark lance can be replaced with 1 disintegrator cannon.|false|
000000656|2|•|This model can be equipped with any of the following: 1 chain-snares; 1 grisly trophies; 1 phantasm grenade launcher; 1 shock prow; 1 splinter racks.|false|
000000657|1|•|This model’s twin splinter rifle can be replaced with 1 splinter cannon.|false|
000000657|2|•|This model can be equipped with any of the following: 1 chain-snares; 1 grisly trophies.|false|
000000658|1|•|The Arena Champion can be equipped with one of the following: 1 power sword; 1 agoniser.|false|
000000658|2|•|For every 3 models in this unit, 1 model’s splinter rifle can be replaced with one of the following: 1 blaster; 1 heat lance.|false|
000000658|3|•|For every 3 models in this unit, 1 model can be equipped with one of the following: 1 grav-talon; 1 cluster caltrops.|false|
000000659|1|•|The Helliarch can be equipped with 1 phantasm grenade launcher.|false|
000000659|2|•|The Helliarch’s hellglaive can be replaced with one of the following: 1 splinter pistol and 1 stunclaw; 1 splinter pistol and 1 power sword; 1 splinter pistol and 1 agoniser.|false|
000000660|1|•|This model's 2 dark lances can be replaced with 2 disintegrator cannons.|false|
000000660|2|•|This model's twin splinter rifle can be replaced with 1 splinter cannon.|false|
000000661|1|•|This model's 2 void lances can be replaced with 2 dark scythes.|false|
000000661|2|•|This model can be equipped with Voidraven missiles.|false|
000000662|1|•|Up to 4 Scourges can each have their shardcarbine replaced with one of the following: 1 blaster; 1 dark lance; 1 Drukhari haywire blaster; 1 heat lance; 1 shredder; 1 splinter cannon.|false|
000000662|2|•|The Solarite's shardcarbine can be replaced with one of the following: 1 splinter pistol; 1 blast pistol.|false|
000000662|3|•|The Solarite can be equipped with one of the following: 1 agoniser; 1 power lance; 1 venom blade.|false|
000000663|1|•|Any number of models can each have one of their macro-scalpels replaced with one of the following: 1 Talos ichor injector; 1 twin liquifier gun.|false|
000000663|2|•|Any number of models can each have one of their macro-scalpels replaced with one of the following: 1 chain-flails; 1 Talos gauntlet.|false|
000000663|3|•|Any number of models can each have their 2 splinter cannons replaced with one of the following: 2 Drukhari haywire blasters; 2 heat lances; 1 stinger pod.|false|
000000664|1|•|Any number of models can each be equipped with 1 spirit vortex.|false|
000000664|2|•|Any number of models can each be equipped with 1 spirit probe.|false|
000000665|1|•|This model’s dark lances can each be replaced with 1 disintegrator cannon.|false|
000000665|2|•|This model can be equipped with any of the following: 1 chain-snares; 1 grisly trophies; 1 phantasm grenade launcher; 1 shock prow.|false|
000000679|1|•|This model may take a chainsword or an item from the <i><span class="tooltip00446" data-tooltip-content="#tooltip_content00446"><span class="tt">Melee</span> <span class="tt">Weapons</span></span></i> list.|false|
000000679|2|•|This model may replace its laspistol with an item from the <i><span class="tooltip00447" data-tooltip-content="#tooltip_content00447"><span class="tt">Ranged</span> <span class="tt">Weapons</span></span></i> list.|false|
000000680|1|•|This model may replace its battle cannon with an exterminator autocannon, vanquisher battle cannon, eradicator nova cannon, demolisher cannon, punisher gatling cannon or executioner plasma cannon.|false|
000000680|2|•|This model may replace its heavy bolter with a heavy flamer or a lascannon.|false|
000000680|3|•|This model may take two heavy bolters, two heavy flamers, two multi-meltas or two plasma cannons.|false|
000000680|4|•|This model may take items from the <i><span class="tooltip00448" data-tooltip-content="#tooltip_content00448"><span class="tt">Vehicle</span> <span class="tt">Equipment</span></span></i> list.|false|
000000682|1|•|This model may take a chainsword or an item from the <i><span class="tooltip00446" data-tooltip-content="#tooltip_content00446"><span class="tt">Melee</span> <span class="tt">Weapons</span></span></i> list.|false|
000000682|2|•|This model may replace its laspistol with an item from the <i><span class="tooltip00447" data-tooltip-content="#tooltip_content00447"><span class="tt">Ranged</span> <span class="tt">Weapons</span></span></i> list.|false|
000000683|1|•|Any Veteran may replace their lasgun with a laspistol.|false|
000000683|2|•|Any Veteran with a laspistol may also take a chainsword.|false|
000000683|3|•|One Veteran may take a vox-caster.|false|
000000683|4|•|One other Veteran may replace their lasgun with a heavy flamer.|false|
000000683|5|•|One other Veteran may take a regimental standard.|false|
000000683|6|•|One other Veteran may take a medi-pack.|false|
000000683|7|•|Two other Veterans may form a Veteran Heavy Weapons Team which must take an item from the <i><span class="tooltip00449" data-tooltip-content="#tooltip_content00449"><span class="tt">Heavy</span> <span class="tt">Weapons</span></span></i> list.|false|
000000683|8|•|Any other Veteran may replace their lasgun with an item from the <i><span class="tooltip00450" data-tooltip-content="#tooltip_content00450"><span class="tt">Special</span> <span class="tt">Weapons</span></span></i> list.|false|
000000684|1|•|One Guardsman may take a vox-caster.|false|
000000684|2|•|Two other Guardsmen may form a Heavy Weapons Team who must take an item from the <i><span class="tooltip00449" data-tooltip-content="#tooltip_content00449"><span class="tt">Heavy</span> <span class="tt">Weapons</span></span></i> list.|false|
000000684|3|•|One other Guardsman may replace his lasgun with an item from the <i><span class="tooltip00450" data-tooltip-content="#tooltip_content00450"><span class="tt">Special</span> <span class="tt">Weapons</span></span></i> list.|false|
000000684|4|•|The Sergeant may replace their laspistol with an item from the <i><span class="tooltip00447" data-tooltip-content="#tooltip_content00447"><span class="tt">Ranged</span> <span class="tt">Weapons</span></span></i> list.|false|
000000684|5|•|The Sergeant may take a chainsword or a power sword.|false|
000000685|1|•|Three models must replace their lasgun with an item from the <i><span class="tooltip00450" data-tooltip-content="#tooltip_content00450"><span class="tt">Special</span> <span class="tt">Weapons</span></span></i> list.|false|
000000686|1|•|Each model must take an item from the <i><span class="tooltip00449" data-tooltip-content="#tooltip_content00449"><span class="tt">Heavy</span> <span class="tt">Weapons</span></span></i> list.|false|
000000687|1|•|Any Veteran may replace their lasgun with a shotgun or an autogun.|false|
000000687|2|•|One Veteran may take a vox-caster.|false|
000000687|3|•|One other Veteran may replace their lasgun with a heavy flamer.|false|
000000687|4|•|Two other Veterans may form a Veteran Heavy Weapons Team who must take an item from the <i><span class="tooltip00449" data-tooltip-content="#tooltip_content00449"><span class="tt">Heavy</span> <span class="tt">Weapons</span></span></i> list.|false|
000000687|5|•|Up to three other Veterans may replace their lasgun with an item from the <i><span class="tooltip00450" data-tooltip-content="#tooltip_content00450"><span class="tt">Special</span> <span class="tt">Weapons</span></span></i> list.|false|
000000687|6|•|The Veteran Sergeant may take a chainsword or an item from the <i><span class="tooltip00446" data-tooltip-content="#tooltip_content00446"><span class="tt">Melee</span> <span class="tt">Weapons</span></span></i> list.|false|
000000687|7|•|The Veteran Sergeant may replace their laspistol with an item from the <i><span class="tooltip00447" data-tooltip-content="#tooltip_content00447"><span class="tt">Ranged</span> <span class="tt">Weapons</span></span></i> list.|false|
000000689|1|•|The Rough Rider Sergeant can be equipped with 1 plasma pistol instead of 1 laspistol.|false|
000000689|2|•|The Rough Rider Sergeant can be equipped with one of the following instead of 1 chainsword: 1 power axe; 1 power lance; 1 power maul; 1 power sword.|false|
000000689|3|•|Up to 2 Rough Riders can be equipped with one of the following instead of 1 hunting lance: 1 flamer; 1 grenade launcher; 1 meltagun; 1 plasma gun.|false|
000000690|1|•|Any model may replace its multi-laser with a heavy flamer, autocannon, missile launcher or lascannon.|false|
000000690|2|•|Any model may take a Sentinel chainsaw.|false|
000000690|3|•|Any model may take a hunter-killer missile.|false|
000000691|1|•|Any model may replace its multi-laser with a heavy flamer, autocannon, missile launcher, lascannon or plasma cannon.|false|
000000691|2|•|Any model may take a Sentinel chainsaw.|false|
000000691|3|•|Any model may take a hunter-killer missile.|false|
000000692|1|•|This model may replace its heavy bolter with a heavy flamer.|false|
000000692|2|•|This model may replace its multi-laser with a heavy flamer or a heavy bolter.|false|
000000692|3|•|This model may take items from the <i><span class="tooltip00448" data-tooltip-content="#tooltip_content00448"><span class="tt">Vehicle</span> <span class="tt">Equipment</span></span></i> list.|false|
000000693|1|•|This model may take a storm bolter or heavy stubber.|false|
000000694|1|•|Any model may replace its heavy bolter with a heavy flamer or a multi-melta.|false|
000000694|2|•|Any model may take items from the <i><span class="tooltip00448" data-tooltip-content="#tooltip_content00448"><span class="tt">Vehicle</span> <span class="tt">Equipment</span></span></i> list.|false|
000000695|1|•|Any model may replace its heavy bolter with a heavy flamer.|false|
000000695|2|•|Any model may take items from the <i><span class="tooltip00448" data-tooltip-content="#tooltip_content00448"><span class="tt">Vehicle</span> <span class="tt">Equipment</span></span></i> list.|false|
000000696|1|•|Any model may replace its heavy bolter with a heavy flamer.|false|
000000696|2|•|Any model may take items from the <i><span class="tooltip00448" data-tooltip-content="#tooltip_content00448"><span class="tt">Vehicle</span> <span class="tt">Equipment</span></span></i> list.|false|
000000697|1|•|Any model may replace its heavy bolter with a heavy flamer.|false|
000000697|2|•|Any model may take items from the <i><span class="tooltip00448" data-tooltip-content="#tooltip_content00448"><span class="tt">Vehicle</span> <span class="tt">Equipment</span></span></i> list.|false|
000000698|1|•|This model may replace its heavy bolter with a heavy flamer.|false|
000000698|2|•|This model may take items from the <i><span class="tooltip00448" data-tooltip-content="#tooltip_content00448"><span class="tt">Vehicle</span> <span class="tt">Equipment</span></span></i> list.|false|
000000699|1|•|This model may replace its heavy bolter with a heavy flamer.|false|
000000699|2|•|This model may take items from the <i><span class="tooltip00448" data-tooltip-content="#tooltip_content00448"><span class="tt">Vehicle</span> <span class="tt">Equipment</span></span></i> list.|false|
000000700|1|•|Any model may replace its battle cannon with an eradicator nova cannon, exterminator autocannon, vanquisher battle cannon, demolisher cannon, executioner plasma cannon or punisher gatling cannon.|false|
000000700|2|•|Any model may replace its heavy bolter with a heavy flamer or a lascannon.|false|
000000700|3|•|Any model may take two heavy bolters, two heavy flamers, two multi-meltas or two plasma cannons.|false|
000000700|4|•|Any model may take items from the <i><span class="tooltip00448" data-tooltip-content="#tooltip_content00448"><span class="tt">Vehicle</span> <span class="tt">Equipment</span></span></i> list.|false|
000000702|1|•|This model may take a hunter-killer missile.|false|
000000702|2|•|This model may take a storm bolter or a heavy stubber.|false|
000000702|3|•|This model may take either two sponsons, or four sponsons; each sponson is equipped with a lascannon and either a twin heavy bolter or twin heavy flamer.|false|
000000703|1|•|This model may take a hunter-killer missile.|false|
000000703|2|•|This model may take a storm bolter or a heavy stubber.|false|
000000703|3|•|This model may take either two sponsons, or four sponsons; each sponson is equipped with a lascannon and either a twin heavy bolter or twin heavy flamer.|false|
000000704|1|•|This model may take a hunter-killer missile.|false|
000000704|2|•|This model may take a storm bolter or a heavy stubber.|false|
000000704|3|•|This model may take either two sponsons, or four sponsons; each sponson is equipped with a lascannon and either a twin heavy bolter or twin heavy flamer.|false|
000000705|1|•|This model may take a hunter-killer missile.|false|
000000705|2|•|This model may take a storm bolter or a heavy stubber.|false|
000000705|3|•|This model may take either two sponsons, or four sponsons; each sponson is equipped with a lascannon and either a twin heavy bolter or twin heavy flamer.|false|
000000706|1|•|This model may take a hunter-killer missile.|false|
000000706|2|•|This model may take a storm bolter or a heavy stubber.|false|
000000706|3|•|This model may take either two sponsons, or four sponsons; each sponson is equipped with a lascannon and either a twin heavy bolter or twin heavy flamer.|false|
000000707|1|•|This model may take a hunter-killer missile.|false|
000000707|2|•|This model may take a storm bolter or a heavy stubber.|false|
000000707|3|•|This model may take either two sponsons, or four sponsons; each sponson is equipped with a lascannon and either a twin heavy bolter or twin heavy flamer.|false|
000000708|1|•|This model may take a hunter-killer missile.|false|
000000708|2|•|This model may take a storm bolter or a heavy stubber.|false|
000000708|3|•|This model may take either two sponsons, or four sponsons; each sponson is equipped with a lascannon and either a twin heavy bolter or twin heavy flamer.|false|
000000709|1|•|This model may take a hunter-killer missile.|false|
000000709|2|•|This model may take a storm bolter or a heavy stubber.|false|
000000709|3|•|This model may take either two sponsons, or four sponsons; each sponson is equipped with a lascannon and either a twin heavy bolter or twin heavy flamer.|false|
000000712|1|•|<i>Hand of Steel’s</i> battle cannon may be replaced with an exterminator autocannon, vanquisher battle cannon, eradicator nova cannon, demolisher cannon, punisher gatling cannon or executioner plasma cannon.|false|
000000712|2|•|<i>Hand of Steel’s</i> heavy bolter may be replaced with a heavy flamer or a lascannon.|false|
000000712|3|•|<i>Hand of Steel</i> may take two heavy bolters, two heavy flamers, two multi-meltas or two plasma cannons.|false|
000000712|4|•|<i>Hand of Steel</i> may take items from the <i><span class="tooltip00448" data-tooltip-content="#tooltip_content00448"><span class="tt">Vehicle</span> <span class="tt">Equipment</span></span></i> list.|false|
000000715|1|•|This model may replace its power sword with up to two items from the <i><span class="tooltip00446" data-tooltip-content="#tooltip_content00446"><span class="tt">Melee</span> <span class="tt">Weapons</span></span></i> list.|false|
000000715|2|•|This model may replace its bolt pistol with one item from the <i><span class="tooltip00447" data-tooltip-content="#tooltip_content00447"><span class="tt">Ranged</span> <span class="tt">Weapons</span></span></i> list.|false|
000000716|1|•|This model may take up to two items from the <i><span class="tooltip00446" data-tooltip-content="#tooltip_content00446"><span class="tt">Melee</span> <span class="tt">Weapons</span></span></i> list.|false|
000000716|2|•|This model may replace their bolt pistol with an item from the <i><span class="tooltip00447" data-tooltip-content="#tooltip_content00447"><span class="tt">Ranged</span> <span class="tt">Weapons</span></span></i> list.|false|
000000718|1|•|This model may take a chainsword or one item from the <i><span class="tooltip00446" data-tooltip-content="#tooltip_content00446"><span class="tt">Melee</span> <span class="tt">Weapons</span></span></i> list.|false|
000000718|2|•|This model may replace its hot-shot laspistol with a Tempestus command rod, a bolt pistol or a plasma pistol.|false|
000000719|1|•|One model may either replace its hot-shot lasgun with a hot-shot laspistol and a vox-caster, or take a hot-shot laspistol and a vox-caster in addition to their hot-shot lasgun.|false|
000000719|2|•|One other model may either replace its hot-shot lasgun with a hot-shot laspistol and a medi-pack, or take a hot-shot laspistol and a medi-pack in addition to their hot-shot lasgun.|false|
000000719|3|•|One other model may take a platoon standard.|false|
000000719|4|•|Up to four other models may replace their hot-shot lasgun with a flamer, meltagun, plasma gun, grenade launcher or hot-shot volley gun.|false|
000000720|1|•|One Tempestus Scion may either replace its hot-shot lasgun with a hot-shot laspistol and a vox-caster, or take a hot-shot laspistol and a vox-caster in addition to their hot-shot lasgun.|false|
000000720|2|•|For every five models in the unit, up to two other Tempestus Scions may replace their hot-shot lasgun with a flamer, meltagun, plasma gun, grenade launcher or hot-shot volley gun.|false|
000000720|3|•|The Tempestor may replace their chainsword with an item from the <i><span class="tooltip00446" data-tooltip-content="#tooltip_content00446"><span class="tt">Melee</span> <span class="tt">Weapons</span></span></i> list.|false|
000000720|4|•|The Tempestor may replace their hot-shot laspistol with a bolt pistol or plasma pistol.|false|
000000721|1|•|This model may replace its Taurox battle cannon with a Taurox gatling cannon or a Taurox missile launcher.|false|
000000721|2|•|This model may replace its two hot-shot volley guns with two autocannons.|false|
000000721|3|•|This model may take a storm bolter or a heavy stubber.|false|
000000723|1|•|Any model may replace its grenadier gauntlet with a Bullgryn maul.|false|
000000723|2|•|Any model may replace its slabshield with a brute shield.|false|
000000727|1|•|Any model may replace its multi-laser with a lascannon.|false|
000000727|2|•|Any model may replace its hellstrike missiles with two multiple rocket pods.|false|
000000727|3|•|Any model may take two heavy bolters.|false|
000000728|1|•|This model can be equipped with 1 hunter-killer missile.|false|
000000728|2|•|This model can be equipped with one of the following: 1 heavy stubber; 1 storm bolter.|false|
000000729|1|•|This model can be equipped with 1 hunter-killer missile.|false|
000000729|2|•|This model can be equipped with one of the following: 1 heavy stubber; 1 storm bolter.|false|
000000731|1|•|This model can be equipped with 1 hunter-killer missile.|false|
000000733|1|•|This model's heavy bolter can be replaced with 1 heavy flamer.|false|
000000733|2|•|This model can be equipped with 1 hunter-killer missile.|false|
000000735|1|•|Any number of models can each be equipped with 1 hunter-killer missile.|false|
000000735|2|•|Any number of models can each be equipped with one of the following: 1 heavy stubber; 1 storm bolter.|false|
000000736|1|•|Any number of models can each have their heavy flamer replaced with 1 tauros grenade launcher.|false|
000000736|2|•|Any number of models can each be equipped with 1 hunter-killer missile.|false|
000000737|1|•|Any number of models can each have their twin multi-laser replaced with 1 twin lascannon.|false|
000000737|2|•|Any number of models can each be equipped with 1 hunter-killer missile.|false|
000000738|1|•|This model’s heavy bolter can be replaced with 1 heavy flamer.|false|
000000738|2|•|This model can be equipped with 1 hunter-killer missile.|false|
000000738|3|•|This model can be equipped with 1 storm bolter or 1 heavy stubber.|false|
000000739|1|•|This model’s heavy bolter can be replaced with 1 heavy flamer.|false|
000000739|2|•|This model can be equipped with 1 hunter-killer missile.|false|
000000739|3|•|This model can be equipped with 1 storm bolter or 1 heavy stubber.|false|
000000740|1|•|This model can be equipped with 1 hunter-killer missile.|false|
000000740|2|•|This model can be equipped with 1 storm bolter or 1 heavy stubber.|false|
000000744|1|•|Any number of models can each have their heavy bolter replaced with 1 heavy flamer.|false|
000000744|2|•|Any number of models can each be equipped with one of the following: 1 heavy stubber; 1 storm bolter.|false|
000000751|1|•|This model’s 2 heavy bolters can be replaced with one of the following: 2 autocannons; 2 lascannons.|false|
000000751|2|•|This model can be equipped with 1 hunter-killer missile.|false|
000000751|3|•|This model can be equipped with 1 storm bolter or 1 heavy stubber.|false|
000000752|1|•|This model can have 2 of its heavy bolters replaced with one of the following: 2 autocannons; 2 lascannons.|false|
000000752|2|•|This model can be equipped with 1 hunter-killer missile.|false|
000000752|3|•|This model can be equipped with 1 storm bolter or 1 heavy stubber.|false|
000000753|1|•|This model's 2 autocannons can be replaced with 2 heavy bolters or 2 lascannons.|false|
000000753|2|•|This model’s heavy bolter can be replaced with 1 autocannon or 1 lascannon.|false|
000000753|3|•|This model can be equipped with 1 hunter-killer missile.|false|
000000753|4|•|This model can be equipped with 1 storm bolter or 1 heavy stubber.|false|
000000754|1|•|This model’s 2 heavy stubbers can be replaced with one of the following: 2 autocannons; 2 heavy bolters; 2 heavy flamers; 2 lascannons.|false|
000000754|2|•|This model can be equipped with 1 hunter-killer missile.|false|
000000754|3|•|This model can be equipped with one of the following: 1 storm bolter; 1 heavy stubber.|false|
000000758|1|•|Any number of models can each have their twin heavy bolter replaced with one of the following: 1 defence searchlight; 1 twin autocannon; 1 twin heavy stubber; 1 twin lascannon.|false|
000000760|1|•|Any number of models can each be equipped with 1 hunter-killer missile.|false|
000000760|2|•|Any number of models can each be equipped with one of the following: 1 heavy stubber; 1 storm bolter.|false|
000000761|1|•|Any number of models can be equipped with 1 hunter-killer missile.|false|
000000761|2|•|Any number of models can be equipped with one of the following: 1 storm bolter; 1 heavy stubber.|false|
000000762|1|•|Any number of models can each have their Tarantula twin heavy bolter replaced with 1 Tarantula twin lascannon.|false|
000000763|1|•|This model can be equipped with one of the following: 2 lascannons and 2 Stormblade twin heavy bolters; 2 lascannons and 2 twin heavy flamers.|false|
000000763|2|•|This model can be equipped with 1 hunter-killer missile.|false|
000000763|3|•|This model can be equipped with one of the following: 1 storm bolter; 1 heavy stubber.|false|
000000764|1|•|This model’s multi-lasers can each be replaced with one of the following: 1 heavy bolter; 1 heavy flamer; 1 lascannon.|false|
000000764|2|•|This model can be equipped with 1 hunter-killer missile.|false|
000000764|3|•|This model can be equipped with one of the following: 1 heavy stubber; 1 storm bolter.|false|
000000766|1|•|This model can be equipped with one of the following: 1 storm bolter; 1 heavy stubber.|false|
000000767|1|•|This model’s heavy bolters can each be replaced with one of the following: 1 autocannon; 1 heavy flamer; 1 lascannon.|false|
000000767|2|•|This model can be equipped with 1 hunter-killer missile.|false|
000000767|3|•|This model can be equipped with one of the following: 1 heavy stubber; 1 storm bolter.|false|
000000768|1|•|This model’s 2 Gorgon mortars can be replaced with one of the following: 4 heavy bolters; 4 heavy flamers; 4 heavy stubbers.|false|
000000768|2|•|This model can be equipped with 1 hunter-killer missile.|false|
000000769|1|•|This model’s 2 heavy stubbers can be replaced with one of the following: 2 heavy bolters; 2 heavy flamers.|false|
000000769|2|•|This model can be equipped with 1 hunter-killer missile.|false|
000000769|3|•|This model can be equipped with one of the following: 1 storm bolter; 1 heavy stubber.|false|
000000770|1|•|This model can be equipped with one of the following: 2 autocannons; 2 heavy bolters; 2 heavy flamers.|false|
000000770|2|•|This model can be equipped with 1 hunter-killer missile.|false|
000000770|3|•|This model can be equipped with one of the following: 1 heavy stubber; 1 storm bolter.|false|
000000771|1|•|This model’s 2 heavy stubbers can be replaced with one of the following: 2 heavy bolters; 2 heavy flamers.|false|
000000771|2|•|This model can be equipped with 1 hunter-killer missile.|false|
000000771|3|•|This model can be equipped with one of the following: 1 storm bolter; 1 heavy stubber.|false|
000000772|1|•|This model’s 2 heavy stubbers can be replaced with one of the following: 2 heavy bolters; 2 heavy flamers.|false|
000000772|2|•|This model can be equipped with 1 hunter-killer missile.|false|
000000772|3|•|This model can be equipped with one of the following: 1 storm bolter; 1 heavy stubber.|false|
000000773|1|•|This model's 2 heavy bombs can be replaced with 2 inferno bombs.|false|
000000774|1|•|This model can be equipped with 1 hellstrike missile rack.|false|
000000776|1|•|This model can be equipped with one of the following: 1 storm bolter; 1 heavy stubber.|false|
000000777|1|•|This model's autocannon can be replaced with one of the following: 1 heavy bolter; 1 heavy flamer; 1 lascannon.|false|
000000777|2|•|This model can be equipped with 1 hunter-killer missile.|false|
000000777|3|•|This model can be equipped with one of the following: 1 storm bolter; 1 heavy stubber.|false|
000000778|1|•|This model’s heavy bolter can be replaced with one of the following: 1 autocannon; 1 multi-laser.|false|
000000781|1|•|This model can be equipped with 1 lightning hellstrike rack.|false|
000000782|1|•|This model can be equipped with 1 Thunderbolt hellstrike rack.|false|
000000783|1|•|2 of this model's Vendetta twin lascannons can be replaced with 1 Vendetta hellstrike rack.|false|
000000783|2|•|This model can be equipped with 2 heavy bolters.|false|
000000784|1|•|This model's 2 multiple rocket pods and Vulture hellstrike rack can be replaced with 2 Vulture gatling cannons.|false|
000000785|1|•|This model’s twin heavy bolters can each be replaced with 1 twin lascannon.|false|
000000785|2|•|This model’s tower sections can each be equipped with one of the following: 1 twin lascannon; 1 twin heavy bolter.|false|
000000786|1|•|This model can be equipped with up to 4 heavy bolters.|false|
000000786|2|•|This model can be equipped with one of the following: 1 Primaris air defence missiles; 1 battle cannon; 1 Primaris Icarus lascannon; 1 Primaris Icarus quad lascannon; 1 multi-melta; 1 Primaris quad gun; 1 twin heavy bolter; 1 twin heavy flamer; 1 twin lascannon; 1 Primaris castellan launcher; 1 Primaris vengeance launcher.|false|
000000839|1|•|This model’s macrostubber can be replaced with 1 phosphor serpenta.|false|
000000839|2|•|This model’s volkite blaster can be replaced with 1 eradication ray.|false|
000000841|1|•|Any number of models can each have their heavy arc rifle replaced with 1 torsion cannon.|false|
000000841|2|•|Any number of models can each have their arc claw replaced with 1 hydraulic claw.|false|
000000842|1|•|Any number of models can each have their heavy grav-cannon replaced with 1 Kataphron plasma culverin.|false|
000000842|2|•|Any number of models can each have their phosphor blaster replaced with 1 cognis flamer.|false|
000000845|1|•|Any number of models can each have their Kastelan fist replaced with 1 Kastelan phosphor blaster.|false|
000000845|2|•|Any number of models can each have their Kastelan phosphor blaster replaced with 1 Kastelan fist.|false|
000000845|3|•|Any number of models can each have their incendine combustor replaced with 1 heavy phosphor blaster.|false|
000000847|1|•|Up to 2 models can each have their servo-arm replaced with one of the following: 1 heavy bolter; 1 multi-melta; 1 plasma cannon.|false|
000000848|1|•|If this unit contains 9 or fewer models, 1 Skitarii Ranger’s galvanic rifle can be replaced with one of the following: 1 arc rifle; 1 plasma caliver; 1 transuranic arquebus.|false|
000000848|2|•|For every 10 models in this unit, 1 Skitarii Ranger’s galvanic rifle can be replaced with 1 arc rifle.|false|
000000848|3|•|For every 10 models in this unit, 1 Skitarii Ranger’s galvanic rifle can be replaced with 1 plasma caliver.|false|
000000848|4|•|For every 10 models in this unit, 1 Skitarii Ranger’s galvanic rifle can be replaced with 1 transuranic arquebus.|false|
000000848|5|•|If this unit contains 9 or fewer models, 1 Skitarii Ranger equipped with a galvanic rifle can be equipped with one of the following: 1 enhanced data-tether; 1 omnispex. That model’s galvanic rifle cannot be replaced.|false|
000000848|6|•|For every 10 models in this unit, 1 Skitarii Ranger equipped with a galvanic rifle can be equipped with one of the following: 1 enhanced data-tether; 1 omnispex. That model’s galvanic rifle cannot be replaced.|false|
000000848|7|•|The Skitarii Ranger Alpha can be equipped with one of the following: 1 arc maul; 1 power sword; 1 taser goad.|false|
000000848|8|•|The Skitarii Ranger Alpha’s galvanic rifle can be replaced with one of the following: 1 arc pistol; 1 phosphor blast pistol; 1 radium pistol.|false|
000000849|1|•|If this unit contains 9 or fewer models, 1 Skitarii Vanguard’s radium carbine can be replaced with one of the following: 1 arc rifle; 1 plasma caliver; 1 transuranic arquebus.|false|
000000849|2|•|For every 10 models in this unit, 1 Skitarii Vanguard’s radium carbine can be replaced with 1 arc rifle.|false|
000000849|3|•|For every 10 models in this unit, 1 Skitarii Vanguard’s radium carbine can be replaced with 1 plasma caliver.|false|
000000849|4|•|For every 10 models in this unit, 1 Skitarii Vanguard’s radium carbine can be replaced with 1 transuranic arquebus.|false|
000000849|5|•|If this unit contains 9 or fewer models, 1 Skitarii Vanguard equipped with a radium carbine can be equipped with one of  the following: 1 enhanced data-tether; 1 omnispex. That model’s radium carbine cannot be replaced.|false|
000000849|6|•|For every 10 models in this unit, 1 Skitarii Vanguard equipped with a radium carbine can be equipped with one of the following: 1 enhanced data-tether; 1 omnispex. That model’s radium carbine cannot be replaced.|false|
000000849|7|•|The Skitarii Vanguard Alpha can be equipped with one of the following: 1 arc maul; 1 power sword; 1 taser goad.|false|
000000849|8|•|The Skitarii Vanguard Alpha’s radium carbine can be replaced with one of the following: 1 arc pistol; 1 phosphor blast pistol; 1 radium pistol.|false|
000000850|1|•|Any number of models can each have their stubcarbine and power sword replaced with 1 flechette blaster and 1 taser goad.|false|
000000851|1|•|Any number of Sicarian Ruststalkers can each have their chordclaw and transonic razor replaced with 1 transonic blades.|false|
000000851|2|•|The Sicarian Ruststalker Princeps’ transonic razor can be replaced with 1 transonic blades.|false|
000000852|1|•|Any number of models can each have their twin cognis autocannon replaced with 1 twin cognis lascannon.|false|
000000853|1|•|Any number of models can each have their radium jezzail replaced with 1 taser lance.|false|
