datasheet_id|line|button|description|is_index_wargear|
000000125|3|•|This model can be equipped with 1 multi-melta.|false|
000000126|1|•|This model can be equipped with 1 hunter-killer missile.|false|
000000126|2|•|This model can be equipped with 1 storm bolter.|false|
000000126|3|•|This model can be equipped with 1 multi-melta.|false|
000000127|1|•|This model can be equipped with 1 hunter-killer missile.|false|
000000127|2|•|This model can be equipped with 1 storm bolter.|false|
000000127|3|•|This model can be equipped with 1 multi-melta.|false|
000000128|1|•|This model can additionally be equipped with 1 hunter-killer missile.|false|
000000128|2|•|This model can additionally be equipped with 1 storm bolter.|false|
000000128|3|•|This model can additionally be equipped with 1 multi-melta.|false|
000000128|4|•|This model can additionally be equipped with 1 Excelsior combi-plasma.|false|
000000140|1|•|This model can additionally be equipped with 1 hunter-killer missile.|false|
000000140|2|•|This model can additionally be equipped with 1 storm bolter.|false|
000000140|3|•|This model can additionally be equipped with 1 multi-melta.|false|
000000145|1|•|The Sword Brother’s bolt pistol can be replaced with one of the following: 1 weapon from the <i><span class="tooltip00525" data-tooltip-content="#tooltip_content00525"><span class="tt">Pistols</span></span></i> list; 1 weapon from the <i><span class="tooltip00526" data-tooltip-content="#tooltip_content00526"><span class="tt">Melee</span> <span class="tt">Weapons</span></span></i> list.|false|
000000145|2|•|The Sword Brother’s boltgun can be replaced with one of the following: 1 weapon from the <i><span class="tooltip00524" data-tooltip-content="#tooltip_content00524"><span class="tt">Combi-weapons</span></span></i> list; 1 weapon from the <i><span class="tooltip00525" data-tooltip-content="#tooltip_content00525"><span class="tt">Pistols</span></span></i> list; 1 weapon from the <i><span class="tooltip00526" data-tooltip-content="#tooltip_content00526"><span class="tt">Melee</span> <span class="tt">Weapons</span></span></i> list.|false|
000000145|3|•|Any number of Neophytes in the unit can each have their boltgun replaced with one of the following: 1 Astartes shotgun; 1 combat knife.|false|
000000145|4|•|Any number of Initiates in the unit can each have their boltgun replaced with 1 Astartes chainsword.|false|
000000145|5|•|If this unit contains 9 or fewer models, 1 Initiate’s boltgun can be replaced with one of the following: 1 power axe; 1 power fist; 1 power maul; 1 power sword; 1 weapon from the <i><span class="tooltip00530" data-tooltip-content="#tooltip_content00530"><span class="tt">Heavy</span> <span class="tt">Weapons</span></span></i> list; 1 weapon from the <i><span class="tooltip00528" data-tooltip-content="#tooltip_content00528"><span class="tt">Special</span> <span class="tt">Weapons</span></span></i> list.|false|
000000145|6|•|If this unit contains 10 or more models:|false|
000000145|7|○|1 Initiate’s boltgun can be replaced with 1 weapon from the <i><span class="tooltip00528" data-tooltip-content="#tooltip_content00528"><span class="tt">Special</span> <span class="tt">Weapons</span></span></i> list.|false|
000000145|8|○|1 Initiate’s boltgun can be replaced with one of the following: 1 power axe; 1 power fist; 1 power maul; 1 power sword; 1 weapon from the <i><span class="tooltip00530" data-tooltip-content="#tooltip_content00530"><span class="tt">Heavy</span> <span class="tt">Weapons</span></span></i> list.|false|
000000150|1|•|The Legionnaire Sergeant can be equipped with one of the following instead of 1 boltgun: 1 chainsword; 1 power axe; 1 power fist; 1 power maul; 1 power sword.|false|
000000150|2|•|The Legionnaire Sergeant can be equipped with one of the following instead of 1 bolt pistol: 1 plasma pistol; 1 storm bolter.|false|
000000150|3|•|1 Legionnaire can be equipped with one of the following instead of 1 boltgun: 1 heavy flamer; 1 multi-melta.|false|
000000150|4|•|1 Legionnaire can be equipped with one of the following instead of 1 boltgun: 1 flamer; 1 meltagun; 1 plasma gun.|false|
000000243|1|•|This model can be equipped with up to 4 heavy bolters.|false|
000000375|1|•|This model’s Nemesis force halberd can be replaced with 1 weapon from the <i><span class="tooltip00533" data-tooltip-content="#tooltip_content00533"><span class="tt">Melee</span> <span class="tt">Weapons</span></span></i> list.|false|
000000375|2|•|This model’s master-crafted storm bolter can be replaced with 1 weapon from the <i><span class="tooltip00534" data-tooltip-content="#tooltip_content00534"><span class="tt">Special</span> <span class="tt">Weapons</span></span></i> list.|false|
000000376|1|•|This model’s Nemesis force sword can be replaced with 1 weapon from the <i><span class="tooltip00533" data-tooltip-content="#tooltip_content00533"><span class="tt">Melee</span> <span class="tt">Weapons</span></span></i> list.|false|
000000376|2|•|This model’s master-crafted storm bolter can be replaced with 1 weapon from the <i><span class="tooltip00534" data-tooltip-content="#tooltip_content00534"><span class="tt">Special</span> <span class="tt">Weapons</span></span></i> list.|false|
000000378|1|•|This model can be equipped with 1 Nemesis falchion.|false|
000000381|1|•|Any number of models can each have their Nemesis force sword replaced with 1 weapon from the <i><span class="tooltip00533" data-tooltip-content="#tooltip_content00533"><span class="tt">Melee</span> <span class="tt">Weapons</span></span></i> list.|false|
000000381|2|•|For every 5 models in this unit, 1 Grey Knight’s storm bolter and Nemesis force sword can be replaced with 1 weapon from the <i><span class="tooltip00534" data-tooltip-content="#tooltip_content00534"><span class="tt">Special</span> <span class="tt">Weapons</span></span></i> list.|false|
000000382|1|•|Any number of models can each have their Nemesis force sword replaced with 1 weapon from the <i><span class="tooltip00533" data-tooltip-content="#tooltip_content00533"><span class="tt">Melee</span> <span class="tt">Weapons</span></span></i> list.|false|
000000382|2|•|For every 5 models in this unit, 1 model’s storm bolter can be replaced with 1 weapon from the <i><span class="tooltip00534" data-tooltip-content="#tooltip_content00534"><span class="tt">Special</span> <span class="tt">Weapons</span></span></i> list.|false|
000000383|1|•|Any number of models can each have their Nemesis force sword replaced with 1 weapon from the <i><span class="tooltip00533" data-tooltip-content="#tooltip_content00533"><span class="tt">Melee</span> <span class="tt">Weapons</span></span></i> list.|false|
000000383|2|•|For every 5 models in this unit, up to 2 Purifiers can each have their storm bolter and Nemesis force sword replaced with 1 weapon from the <i><span class="tooltip00534" data-tooltip-content="#tooltip_content00534"><span class="tt">Special</span> <span class="tt">Weapons</span></span></i> list.|false|
000000384|1|•|Any number of models can each have their Nemesis force sword replaced with 1 weapon from the <i><span class="tooltip00533" data-tooltip-content="#tooltip_content00533"><span class="tt">Melee</span> <span class="tt">Weapons</span></span></i> list.|false|
000000384|2|•|For every 5 models in this unit, up to 2 Paladins can each have their storm bolter replaced with 1 weapon from the <i><span class="tooltip00534" data-tooltip-content="#tooltip_content00534"><span class="tt">Special</span> <span class="tt">Weapons</span></span></i> list.|false|
000000385|1|•|This model can be equipped with 1 Nemesis falchion.|false|
000000385|2|•|If this model is not equipped with 1 Nemesis falchion, its storm bolter can be replaced with 1 weapon from the <i><span class="tooltip00534" data-tooltip-content="#tooltip_content00534"><span class="tt">Special</span> <span class="tt">Weapons</span></span></i> list.|false|
000000386|1|•|This model’s Nemesis force sword can be replaced with 1 of the following: 1 Nemesis Daemon hammer; 1 Nemesis falchion; 1 Nemesis force halberd; 1 Nemesis force sword; 1 Nemesis warding stave.|false|
000000387|1|•|Any number of models can each have their Nemesis force sword replaced with 1 weapon from the <i><span class="tooltip00533" data-tooltip-content="#tooltip_content00533"><span class="tt">Melee</span> <span class="tt">Weapons</span></span></i> list.|false|
000000387|2|•|For every 5 models in this unit, 1 model’s storm bolter and Nemesis force sword can be replaced with 1 weapon from the <i><span class="tooltip00534" data-tooltip-content="#tooltip_content00534"><span class="tt">Special</span> <span class="tt">Weapons</span></span></i> list.|false|
000000388|1|•|Any number of models can each have their Nemesis force sword replaced with 1 weapon from the <i><span class="tooltip00533" data-tooltip-content="#tooltip_content00533"><span class="tt">Melee</span> <span class="tt">Weapons</span></span></i> list.|false|
000000388|2|•|Up to four Purgators can each have their storm bolter and Nemesis force sword replaced with 1 weapon from the <i><span class="tooltip00534" data-tooltip-content="#tooltip_content00534"><span class="tt">Special</span> <span class="tt">Weapons</span></span></i> list.|false|
000000389|1|•|This model can be equipped with up to two of the following (the same option cannot be selected twice): 1 gatling psilencer; 1 heavy incinerator; 1 heavy psycannon.|false|
000000389|2|•|One of this model’s dreadfists can be replaced with one of the following: 1 Nemesis daemon greathammer; 1 Nemesis greatsword.|false|
000000389|3|•|This model can be equipped with 1 Dreadknight teleporter.|false|
000000390|1|•|This model’s assault cannon can be replaced with one of the following: 1 heavy plasma cannon; 1 multi-melta; 1 twin lascannon.|false|
000000390|2|•|This model’s Dreadnought combat weapon and storm bolter can be replaced with one of the following:|false|
000000390|3|○|1 missile launcher.|false|
000000390|4|○|1 Dreadnought combat weapon and 1 heavy flamer.|false|
000000391|1|•|This model can be equipped with 1 hunter-killer missile.|false|
000000391|2|•|This model can be equipped with 1 storm bolter.|false|
000000391|3|•|This model can be equipped with 1 multi-melta.|false|
000000392|1|•|This model can be equipped with 1 hunter-killer missile.|false|
000000392|2|•|This model can be equipped with 1 storm bolter.|false|
000000392|3|•|This model can be equipped with 1 multi-melta.|false|
000000393|1|•|This model can be equipped with 1 hunter-killer missile.|false|
000000393|2|•|This model can be equipped with 1 storm bolter.|false|
000000393|3|•|This model can be equipped with 1 multi-melta.|false|
000000395|1|•|This model’s twin heavy bolter can be replaced with one of the following: 1 twin lascannon; 1 twin assault cannon.|false|
000000395|2|•|This model can be equipped with 1 hunter-killer missile.|false|
000000395|3|•|This model can be equipped with 1 storm bolter.|false|
000000396|1|•|This model can be equipped with 1 hunter-killer missile.|false|
000000396|2|•|This model can be equipped with 1 additional storm bolter.|false|
000000397|1|•|Up to 2 Servitors can each have their servo-arm replaced with one of the following: 1 heavy bolter; 1 multi-melta; 1 plasma cannon.|false|
000000398|1|•|This model’s twin assault cannon can be replaced with one of the following: 1 twin heavy plasma cannon; 1 twin lascannon.|false|
000000398|2|•|This model’s typhoon missile launcher can be replaced with one of the following: 1 twin heavy bolter; 1 twin multi-melta.|false|
000000398|3|•|This model can be equipped with 2 hurricane bolters.|false|
000000399|1|•|This model’s boltgun can be replaced with 1 bolt pistol.|false|
000000400|1|•|This model’s assault cannon can be replaced with one of the following: 1 heavy plasma cannon; 1 multi-melta; 1 twin lascannon.|false|
000000400|2|•|This model’s Dreadnought combat weapon and storm bolter can be replaced with one of the following:|false|
000000400|3|○|1 missile launcher.|false|
000000400|4|○|1 Dreadnought combat weapon and 1 heavy flamer.|false|
000000402|1|•|This model may replace its high-output burst cannon and missile pod with two items from the <i><span class="tooltip00535" data-tooltip-content="#tooltip_content00535"><span class="tt">Ranged</span> <span class="tt">Weapons</span></span></i> and/or <i><span class="tooltip00536" data-tooltip-content="#tooltip_content00536"><span class="tt">Support</span> <span class="tt">Systems</span></span></i> lists.|false|
000000402|2|•|This model may take two additional items from the <i><span class="tooltip00535" data-tooltip-content="#tooltip_content00535"><span class="tt">Ranged</span> <span class="tt">Weapons</span></span></i> and/or <i><span class="tooltip00536" data-tooltip-content="#tooltip_content00536"><span class="tt">Support</span> <span class="tt">Systems</span></span></i> lists.|false|
000000404|1|•|This model may replace its honour blade with equalizers.|false|
000000404|2|•|This model may take a hover drone, increasing its Move characteristic to 8" and giving it the <span class="kwb">JET</span> <span class="kwb">PACK</span> and <a href="/wh40k9ed/the-rules/core-rules/#Flying"><span class="kwb">FLY</span></a> keywords (<b>Power Rating +1</b>).<div class="PriceTag">5</div>|false|
000000407|1|•|For each high-energy fusion blaster this model is equipped with, it can instead be equipped with 1 dispersed fusion blaster.|false|
000000411|1|•|Any model may replace their pulse rifle with a pulse carbine.|false|
000000411|2|•|The Fire Warrior Shas’ui may take a markerlight.|false|
000000411|3|•|The Fire Warrior Shas’ui may take a pulse pistol or replace their pulse rifle with a pulse pistol.|false|
000000411|4|•|Any Fire Warrior may take a pulse pistol.|false|
000000411|5|•|The unit may take a DS8 Tactical Support Turret (<b>Power Rating +1 per model</b>) equipped with either a missile pod or smart missile system.|false|
000000412|1|•|The Fire Warrior Shas’ui may take a markerlight.|false|
000000412|2|•|The Fire Warrior Shas’ui may take a pulse pistol or replace their pulse blaster with a pulse pistol.|false|
000000412|3|•|Any Fire Warrior may take a pulse pistol.|false|
000000412|4|•|The unit may take a DS8 Tactical Support Turret (<b>Power Rating +1 per model</b>) equipped with either a missile pod or smart missile system.|false|
000000416|1|•|This model may replace its Kroot rifle with a pulse rifle.|false|
000000417|1|•|Any model may take a single item from the <i><span class="tooltip00536" data-tooltip-content="#tooltip_content00536"><span class="tt">Support</span> <span class="tt">Systems</span></span></i> list.|false|
000000417|2|•|One model may replace its burst cannon with a fusion blaster. If the unit numbers six models, one additional model may do this.|false|
000000417|3|•|The Shas’vre may take a markerlight and target lock.|false|
000000417|4|•|The unit may take a homing beacon.|false|
000000418|1|•|Any model may replace its burst cannon with up to three items from the <i><span class="tooltip00535" data-tooltip-content="#tooltip_content00535"><span class="tt">Ranged</span> <span class="tt">Weapons</span></span></i> and/or <i><span class="tooltip00536" data-tooltip-content="#tooltip_content00536"><span class="tt">Support</span> <span class="tt">Systems</span></span></i> list.|false|
000000418|2|•|For every three models in the unit, one model may take an XV8-02 Crisis Iridium Battlesuit.|false|
000000419|1|•|Any model may replace their burst cannon with up to three items from the <i><span class="tooltip00535" data-tooltip-content="#tooltip_content00535"><span class="tt">Ranged</span> <span class="tt">Weapons</span></span></i> and/or <i><span class="tooltip00536" data-tooltip-content="#tooltip_content00536"><span class="tt">Support</span> <span class="tt">Systems</span></span></i> list.|false|
000000419|2|•|For every three models in the unit, one model may take an XV8-02 Crisis Iridium Battlesuit.|false|
000000420|1|•|This model may replace its fusion collider with a cyclic ion raker.|false|
000000420|2|•|This model may replace both its flamers with two burst cannons or two fusion blasters.|false|
000000420|3|•|This model may take up to two items from the <i><span class="tooltip00536" data-tooltip-content="#tooltip_content00536"><span class="tt">Support</span> <span class="tt">Systems</span></span></i> list.|false|
000000421|1|•|This model may replace both its smart missile systems with two plasma rifles or two fusion blasters.|false|
000000421|2|•|This model may replace its heavy burst cannon with an ion accelerator.|false|
000000421|3|•|This model may take up to two items from the <i><span class="tooltip00536" data-tooltip-content="#tooltip_content00536"><span class="tt">Support</span> <span class="tt">Systems</span></span></i> list.|false|
000000422|1|•|Up to three Pathfinders may replace their markerlight and pulse carbine with an ion rifle or a rail rifle.|false|
000000422|2|•|The Pathfinder Shas’ui may take a pulse pistol.|false|
000000423|1|•|Any model may replace its burst cannon with a fusion blaster and may take up to two seeker missiles.|false|
000000424|1|•|Instead of being accompanied by two MV1 Gun Drones, this model may take two smart missile systems.|false|
000000424|2|•|This model may take up to two seeker missiles.|false|
000000425|1|•|This model may replace its burst cannon with a missile pod.|false|
000000426|1|•|This model may take a second missile pod.|false|
000000430|1|•|Instead of being accompanied by two MV1 Gun Drones, this model may take two burst cannons or two smart missile systems.|false|
000000431|1|•|Longstrike’s Gunship may replace its railgun with an ion cannon.|false|
000000431|2|•|Longstrike’s Gunship may take up to two seeker missiles.|false|
000000431|3|•|Instead of being accompanied by two MV1 Gun Drones, Longstrike’s Gunship may take two burst cannons or two smart missile systems.|false|
000000432|1|•|This model may replace its railgun with an ion cannon.|false|
000000432|2|•|This model may take up to two seeker missiles.|false|
000000432|3|•|Instead of being accompanied by two MV1 Gun Drones, this model may take two burst cannons or two smart missile systems.|false|
000000433|1|•|Any model may replace its heavy rail rifle with two high-yield missile pods.|false|
000000433|2|•|Any model may replace both its smart missile systems with two plasma rifles.|false|
000000433|3|•|Any model may take a seeker missile.|false|
000000433|4|•|Any model may take one item from the <i><span class="tooltip00536" data-tooltip-content="#tooltip_content00536"><span class="tt">Support</span> <span class="tt">Systems</span></span></i> list.|false|
000000434|1|•|This model may replace both its flamers with two burst cannons or two airbursting fragmentation projectors.|false|
000000434|2|•|This model may replace its pulse blastcannon with a pulse driver cannon.|false|
000000434|3|•|This model may be equipped with up to three items from the <i><span class="tooltip00536" data-tooltip-content="#tooltip_content00536"><span class="tt">Support</span> <span class="tt">Systems</span></span></i> list.|false|
000000440|1|•|This model’s plasma rifle can be replaced with one of the following: 1 weapon from the <i><span class="tooltip00535" data-tooltip-content="#tooltip_content00535"><span class="tt">Ranged</span> <span class="tt">Weapons</span></span></i> list; 1 item from the <i><span class="tooltip00536" data-tooltip-content="#tooltip_content00536"><span class="tt">Support</span> <span class="tt">Systems</span></span></i> list.|false|
000000440|2|•|This model can be equipped with one of the following: 1 weapon from the <i><span class="tooltip00535" data-tooltip-content="#tooltip_content00535"><span class="tt">Ranged</span> <span class="tt">Weapons</span></span></i> list; 1 item from the <i><span class="tooltip00536" data-tooltip-content="#tooltip_content00536"><span class="tt">Support</span> <span class="tt">Systems</span></span></i> list.|false|
000000442|1|•|This model’s plasma rifle can be replaced with one of the following: 1 weapon from the <i><span class="tooltip00535" data-tooltip-content="#tooltip_content00535"><span class="tt">Ranged</span> <span class="tt">Weapons</span></span></i> list; 1 item from the <i><span class="tooltip00536" data-tooltip-content="#tooltip_content00536"><span class="tt">Support</span> <span class="tt">Systems</span></span></i> list.|false|
000000442|2|•|This model can be equipped with one of the following: 1 weapon from the <i><span class="tooltip00535" data-tooltip-content="#tooltip_content00535"><span class="tt">Ranged</span> <span class="tt">Weapons</span></span></i> list; 1 item from the <i><span class="tooltip00536" data-tooltip-content="#tooltip_content00536"><span class="tt">Support</span> <span class="tt">Systems</span></span></i> list.|false|
000000443|1|•|Any number of models can each have any of their twin hazard burst cannons replaced with one of the following: 1 fusion cascade; 1 phased ion gun.|false|
000000443|2|•|Any number of models can each be equipped with one item from the <i><span class="tooltip00536" data-tooltip-content="#tooltip_content00536"><span class="tt">Support</span> <span class="tt">Systems</span></span></i> list.|false|
000000444|1|•|An Y’vahra Battlesuit can be equipped with two items from the <i><span class="tooltip00536" data-tooltip-content="#tooltip_content00536"><span class="tt">Support</span> <span class="tt">Systems</span></span></i> list.|false|
000000445|1|•|An R’varna Battlesuit can be equipped with two items from the <i><span class="tooltip00536" data-tooltip-content="#tooltip_content00536"><span class="tt">Support</span> <span class="tt">Systems</span></span></i> list.|false|
000000446|1|•|Each of this model's tri-axis ion cannons can be replaced with 1 fusion eradicator.|false|
000000446|2|•|This model’s 3 pulse ordinance drivers can be replaced with one of the following: 2 nexus missile launchers; 1 heavy rail cannon array and 1 fragmentation cluster shell launcher.|false|
000000448|1|•|Any number of models can each have their 2 plasma rifles replaced with one of the following: 2 fusion blasters; 2 missile pods; 2 rail rifles.|false|
000000449|1|•|Any number of models can each have their markerlight replaced with 1 burst cannon.|false|
000000453|1|•|This model’s 2 long-barreled burst cannons can be replaced with 2 cyclic ion blasters.|false|
000000453|2|•|This model’s swiftstrike burst cannon can be replaced with one of the following: 1 ion cannon; 1 swiftstrike railgun.|false|
000000453|3|•|This model can be equipped with up to 4 seeker missiles.|false|
000000454|1|•|This model’s 2 ion cannons can be replaced with one of the following: 2 swiftstrike burst cannons; 2 swiftstrike railguns.|false|
000000454|2|•|This model can be equipped with up to 6 seeker missiles.|false|
000000454|3|•|This model can be equipped with 2 skyspear missile racks. If it is, it does not have a <a href="/wh40k9ed/the-rules/core-rules/#Transport-Capacity">transport capacity</a> and loses the <span class="kwb">TRANSPORT</span> keyword.|false|
000000454|4|•|This model’s 2 burst cannons can be replaced with 2 cyclic ion blasters.|false|
000000455|1|•|This model can be equipped with up to 6 seeker missiles.|false|
000000459|1|•|Any number of models can each have 2 plasma rifles replaced with one of the following: 2 burst cannons; 2 fusion blasters; 2 missile pods.|false|
000000460|1|•|A Hive Tyrant may replace one pair of monstrous scything talons with one item from the <i><span class="tooltip00537" data-tooltip-content="#tooltip_content00537"><span class="tt">Monstrous</span> <span class="tt">Bio-cannons</span></span></i> or <i><span class="tooltip00538" data-tooltip-content="#tooltip_content00538"><span class="tt">Monstrous</span> <span class="tt">Bio-weapons</span></span></i> list.|false|
000000460|2|•|A Hive Tyrant may replace both pairs of monstrous scything talons with two items from the <i><span class="tooltip00537" data-tooltip-content="#tooltip_content00537"><span class="tt">Monstrous</span> <span class="tt">Bio-cannons</span></span></i> or two items from the <i><span class="tooltip00538" data-tooltip-content="#tooltip_content00538"><span class="tt">Monstrous</span> <span class="tt">Bio-weapons</span></span></i> list, or with one item from each list.|false|
000000460|3|•|This model may have wings (<b>Power Rating +2</b>). If it does, it uses the second set of Move characteristics in the damage table above, and it gains the <a href="/wh40k9ed/the-rules/core-rules/#Flying"><span class="kwb">FLY</span></a> keyword. <div class="PriceTag">30</div>|false|
000000460|4|•|This model may have <i><span class="tooltip00034" data-tooltip-content="#tooltip_content00034"><span class="tt">toxin</span> <span class="tt">sacs</span> <span class="tt">and/or</span> <span class="tt">adrenal</span> <span class="tt">glands</span></span></i>.|false|
000000464|1|•|This model may replace its devourer with one weapon from the <i><span class="tooltip00539" data-tooltip-content="#tooltip_content00539"><span class="tt">Basic</span> <span class="tt">Bio-weapons</span></span></i> or <i><span class="tooltip00540" data-tooltip-content="#tooltip_content00540"><span class="tt">Melee</span> <span class="tt">Bio-weapons</span></span></i> list.|false|
000000464|2|•|This model may replace its scything talons with one weapon from the <i><span class="tooltip00540" data-tooltip-content="#tooltip_content00540"><span class="tt">Melee</span> <span class="tt">Bio-weapons</span></span></i> list.|false|
000000464|3|•|This model may have flesh hooks.|false|
000000464|4|•|This model may have <i><span class="tooltip00034" data-tooltip-content="#tooltip_content00034"><span class="tt">toxin</span> <span class="tt">sacs</span></span></i> and/or <i><span class="tooltip00034" data-tooltip-content="#tooltip_content00034"><span class="tt">adrenal</span> <span class="tt">glands</span></span></i>.|false|
000000465|1|•|This model may replace its massive scything talons with massive crushing claws.|false|
000000465|2|•|This model may have <i><span class="tooltip00034" data-tooltip-content="#tooltip_content00034"><span class="tt">toxin</span> <span class="tt">sacs</span></span></i> and/or <i><span class="tooltip00034" data-tooltip-content="#tooltip_content00034"><span class="tt">adrenal</span> <span class="tt">glands</span></span></i>.|false|
000000466|1|•|Any model may replace its devourer with one weapon from the <i><span class="tooltip00539" data-tooltip-content="#tooltip_content00539"><span class="tt">Basic</span> <span class="tt">Bio-weapons</span></span></i> or <i><span class="tooltip00540" data-tooltip-content="#tooltip_content00540"><span class="tt">Melee</span> <span class="tt">Bio-weapons</span></span></i> list.|false|
000000466|2|•|Any model may replace its scything talons with one weapon from the <i><span class="tooltip00540" data-tooltip-content="#tooltip_content00540"><span class="tt">Melee</span> <span class="tt">Bio-weapons</span></span></i> list.|false|
000000466|3|•|For every three models in the unit, one model may replace its devourer with one weapon from the <i><span class="tooltip00541" data-tooltip-content="#tooltip_content00541"><span class="tt">Basic</span> <span class="tt">Bio-cannons</span></span></i> list.|false|
000000466|4|•|All models in the unit may have flesh hooks.|false|
000000466|5|•|All models in the unit may have <i><span class="tooltip00034" data-tooltip-content="#tooltip_content00034"><span class="tt">toxin</span> <span class="tt">sacs</span></span></i> and/or <i><span class="tooltip00034" data-tooltip-content="#tooltip_content00034"><span class="tt">adrenal</span> <span class="tt">glands</span></span></i>.|false|
000000467|1|•|Any model may also have a pair of scything talons.|false|
000000467|2|•|For every four models in the unit, one model may have flesh hooks and/or one model may have an acid maw.|false|
000000467|3|•|All models in the unit may have toxin sacs and/or extended carapaces.|false|
000000468|1|•|Any model may replace its fleshborer with a devourer or spinefists.|false|
000000468|2|•|All models in the unit may have <i><span class="tooltip00034" data-tooltip-content="#tooltip_content00034"><span class="tt">toxin</span> <span class="tt">sacs</span></span></i> and/or <i><span class="tooltip00034" data-tooltip-content="#tooltip_content00034"><span class="tt">adrenal</span> <span class="tt">glands</span></span></i>.|false|
000000469|1|•|All models in the unit may take <i><span class="tooltip00034" data-tooltip-content="#tooltip_content00034"><span class="tt">toxin</span> <span class="tt">sacs</span></span></i> and/or <i><span class="tooltip00034" data-tooltip-content="#tooltip_content00034"><span class="tt">adrenal</span> <span class="tt">glands</span></span></i>.|false|
000000470|1|•|All models in the unit may also take spinemaws.|false|
000000471|1|•|Any model may replace its scything talons with crushing claws or a lash whip and bonesword.|false|
000000471|2|•|All models in the unit may have <i><span class="tooltip00034" data-tooltip-content="#tooltip_content00034"><span class="tt">toxin</span> <span class="tt">sacs</span></span></i> and/or <i><span class="tooltip00034" data-tooltip-content="#tooltip_content00034"><span class="tt">adrenal</span> <span class="tt">glands</span></span></i>.|false|
000000472|1|•|Any model may replace its impaler cannon with a shockcannon.|false|
000000472|2|•|All models in the unit may have <i><span class="tooltip00034" data-tooltip-content="#tooltip_content00034"><span class="tt">toxin</span> <span class="tt">sacs</span></span></i> and/or <i><span class="tooltip00034" data-tooltip-content="#tooltip_content00034"><span class="tt">adrenal</span> <span class="tt">glands</span></span></i>.|false|
000000482|1|•|Any model may replace one of its pairs of scything talons with rending claws.|false|
000000482|2|•|Any model may have spinefists, a devourer or a deathspitter.|false|
000000483|1|•|Any number of models can each be equipped with spinemaws.|false|
000000485|1|•|This model may replace both its stranglethorn cannons with two heavy venom cannons.|false|
000000489|1|•|This model may replace all of its deathspitters with either five barbed stranglers or five venom cannons.|false|
000000490|1|•|Any model may replace one of its pairs of monstrous scything talons with an item from the <i><span class="tooltip00537" data-tooltip-content="#tooltip_content00537"><span class="tt">Monstrous</span> <span class="tt">Bio-cannons</span></span></i> list.|false|
000000490|2|•|Any model may replace both of its pairs of monstrous scything talons with two items from the <i><span class="tooltip00537" data-tooltip-content="#tooltip_content00537"><span class="tt">Monstrous</span> <span class="tt">Bio-cannons</span></span></i> list.|false|
000000490|3|•|Any model may replace one of its pairs of monstrous scything talons with monstrous crushing claws.|false|
000000490|4|•|Any model may have <i><span class="tooltip00034" data-tooltip-content="#tooltip_content00034"><span class="tt">toxin</span> <span class="tt">sacs</span></span></i> and/or <i><span class="tooltip00034" data-tooltip-content="#tooltip_content00034"><span class="tt">adrenal</span> <span class="tt">glands</span></span></i>.|false|
000000490|5|•|Any model may have one of the following: bio-plasma, enhanced senses, a monstrous acid maw or tusks.|false|
000000490|6|•|Any model may have a thresher scythe or a bone mace.|false|
000000490|7|•|Any model may have spine banks or spore cysts.|false|
000000490|8|•|Any model may have chitin thorns.|false|
000000492|1|•|This model may replace its biostatic rattle with a prehensile pincer tail or toxinspike.|false|
000000492|2|•|This model may have <i><span class="tooltip00034" data-tooltip-content="#tooltip_content00034"><span class="tt">toxin</span> <span class="tt">sacs</span></span></i> and/or <i><span class="tooltip00034" data-tooltip-content="#tooltip_content00034"><span class="tt">adrenal</span> <span class="tt">glands</span></span></i>.|false|
000000493|1|•|This model may replace its toxinspike with a biostatic rattle or a prehensile pincer tail.|false|
000000493|2|•|This model may have <i><span class="tooltip00034" data-tooltip-content="#tooltip_content00034"><span class="tt">toxin</span> <span class="tt">sacs</span></span></i> and/or <i><span class="tooltip00034" data-tooltip-content="#tooltip_content00034"><span class="tt">adrenal</span> <span class="tt">glands</span></span></i>.|false|
000000494|1|•|Thismodel may replace its prehensile pincer tail with a biostatic rattle or a toxinspike.|false|
000000494|2|•|Thismodel may have <i><span class="tooltip00034" data-tooltip-content="#tooltip_content00034"><span class="tt">toxin</span> <span class="tt">sacs</span></span></i> and/or <i><span class="tooltip00034" data-tooltip-content="#tooltip_content00034"><span class="tt">adrenal</span> <span class="tt">glands</span></span></i>.|false|
000000496|1|•|This model may replace its acid spray with a fleshborer hive or rupture cannon.|false|
000000496|2|•|This model may have <i><span class="tooltip00034" data-tooltip-content="#tooltip_content00034"><span class="tt">toxin</span> <span class="tt">sacs</span></span></i> and/or <i><span class="tooltip00034" data-tooltip-content="#tooltip_content00034"><span class="tt">adrenal</span> <span class="tt">glands</span></span></i>.|false|
000000498|1|•|This model may replace all of its deathspitters with either five barbed stranglers or five venom cannons.|false|
000000502|1|•|This model’s 2 bio-flails can be replaced with 2 wrecker claws.|false|
000000511|1|•|Any model may replace its autopistol with a hand flamer.|false|
000000511|2|•|One Acolyte Hybrid may carry a cult icon.|false|
000000511|3|•|For every five models in the unit, up to two Acolyte Hybrids may replace their cultist knife and rending claw with a heavy rock drill, heavy rock cutter, heavy rock saw or demolition charge.|false|
000000511|4|•|The Acolyte Leader may replace its cultist knife with a bonesword.|false|
000000511|5|•|The Acolyte Leader may replace its cultist knife and autopistol with a lash whip and bonesword.|false|
