faction_id|faction_name|type|roll|name|legend|description|
SM|Space Marines|Warlord Traits|4|STEALTH ADEPT|This warlord slips through enemy territory like a spectre.|Unless this <span class="kwb">WARLORD</span> is the closest eligible target, enemy models cannot target it with ranged attacks.|
SM|Space Marines|Warlord Traits|5|TARGET PRIORITY|This tactician is constantly seeking prime targets.|In your <a href="/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, you can select one friendly <span class="tooltip01018" data-tooltip-content="#tooltip_content01018" data-tooltip-anchor="#tooltip_content01018"><span class="kwb2">&lt;<span class="kwb3">C</span>HAPTER&gt;</span> <span class="kwb">PHOBOS</span></span> unit within 6" of this <span class="kwb">WARLORD</span>. Until the start of your next Command phase, each time a model in that unit makes a ranged attack, add 1 to that attack’s <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.|
SM|Space Marines|Warlord Traits|6|MASTER MARKSMAN|This warlord is one of the finest sharpshooters in the galaxy.|Add 1 to the Damage characteristic of ranged weapons this <span class="kwb">WARLORD</span> is equipped with (excluding <a href="/wh40k9ed/the-rules/core-rules/#GRENADE">Grenades</a> and Relics).|
SM|Space Marines|Codex Supplement: Emperor’s Spears|1|BLOODIED BUT UNBROKEN|Since the opening of the Great Rift, this Warlord has faced hardship and adversity at every turn. Even in turmoil, they will prevail through strength of will.|<ul><li>Add 1 to the Attacks characteristic of this <span class="kwb">WARLORD</span>.</li><li>While this <span class="kwb">WARLORD</span> has fewer than its starting number of Wounds remaining, add 1 to its Attacks characteristic.</li></ul>|
SM|Space Marines|Codex Supplement: Emperor’s Spears|2|TRIBAL HERITAGE|This Warlord holds to the traditions of their tribe from Nemeton, proudly honouring their heritage as they fight their enemies.|<ul><li>Once per battle, you can re-roll a failed <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>, <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> or <a href="/wh40k9ed/the-rules/core-rules/#4.-Saving-Throw">saving throw</a> made for this <span class="kwb">WARLORD</span>.</li><li>Once per battle, if your army is <a href="/wh40k9ed/the-rules/core-rules/#BATTLE-FORGED-ARMIES">Battle-forged</a>, you can use a valid Epic Deed Stratagem on this <span class="kwb">WARLORD</span> without spending any <a href="/wh40k9ed/the-rules/core-rules/#Command-Points">Command Points</a>.</li></ul>|
SM|Space Marines|Codex Supplement: Emperor’s Spears|3|SENTINEL OF THE VEIL|This Warlord has persecuted many a war across the Veil and personifies the Chapter’s moniker.|<ul><li>This <span class="kwb">WARLORD</span> is eligible to <a href="/wh40k9ed/the-rules/core-rules/#Performing-a-Heroic-Intervention">perform a Heroic Intervention</a> if it is within 6" horizontally and 5" vertically of any enemy unit, instead of 3" horizontally and 5" vertically. Each time it makes a Heroic Intervention move, it can move up to 6" instead of 3" (all other rules for Heroic Interventions still apply).</li><li>This <span class="kwb">WARLORD</span> fights first in the <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>.</li></ul>|
CSM|Chaos Space Marines|Daemonkin Warlord Traits|1|ARCH-SORCERER|This warlord has delved especially deep into forbidden sorceries, yet surprisingly retains some measure of his sanity.|Your Warlord knows one additional psychic power from any of the disciplines listed on their datasheet.|
CSM|Chaos Space Marines|Daemonkin Warlord Traits|2|DEVOURER OF MAGIC|This warlord consumes the psychic energies of his rivals, using the stolen power to revitalise his body.|Your Warlord can attempt to <a href="/wh40k9ed/the-rules/core-rules/#Deny-the-Witch">deny</a> one additional psychic power in each enemy <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>. In addition, your Warlord regains 1 lost wound each time it successfully denies a psychic power.|
CSM|Chaos Space Marines|Daemonkin Warlord Traits|3|READER OF FATE|As this warlord opens himself to the warp, they gain insights into the future.|Once per battle, you can re-roll a failed <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">Psychic test</a> or <a href="/wh40k9ed/the-rules/core-rules/#Deny-the-Witch">Deny the Witch test</a> for your Warlord. In addition, if your army is <a href="/wh40k9ed/the-rules/core-rules/#BATTLE-FORGED-ARMIES">Battle-forged</a>, roll a D6 each time your Warlord successfully <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifests</a> a psychic power; on a 6 you gain 1 <a href="/wh40k9ed/the-rules/core-rules/#Command-Points">Command Point</a>.|
CSM|Chaos Space Marines|Daemonkin Warlord Traits|4|INFERNAL GAZE|Unholy power streams from this warlords eyes, charring and melting everything caught in its path.|If your Warlord successfully <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifests</a> the <a href="/wh40k9ed/the-rules/core-rules/#Smite">Smite</a> psychic power, the closest visible enemy unit within 24" suffers <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>, instead of 18".|
CSM|Chaos Space Marines|Daemonkin Warlord Traits|5|WARP LORD|The dark energies of the immaterium flow through this warlord’s veins, ready to be drawn upon at whim.|You can re-roll rolls of 1 when taking a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">Psychic test</a> for your Warlord.|
CSM|Chaos Space Marines|Daemonkin Warlord Traits|6|DAEMON-BOUND POWER|This warlord's psychic might is such that they can bind Daemons into their weapons and harness their strength.|Add 1 to your Warlord’s Strength characteristic. In addition, you can re-roll damage rolls made for attacks with your Warlord’s force weapon. For the purposes of this Warlord Trait, a force weapon is any weapon whose name includes the word ‘force’ (excluding <a href="/wh40k9ed/factions/chaos-space-marines/#Artefacts-of-Chaos">Artefacts of Chaos</a>).|
BA|Blood Angels|Flesh Tearers Detachment Rules|1|MERCILESS BUTCHER|The warlord is but a single, blood-fulled moment away from succumbing to the Black Rage. In battle they are lost to the pursuit of slaughter, hacking apart all before them with unrelenting savagery.|When this Warlord is chosen to fight in the <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, they can make 1 additional attack with one of its melee weapons for every 5 enemy models within 3" of it, to a maximum of 3 additional attacks.|
BA|Blood Angels|Flesh Tearers Detachment Rules|2|OF WRATH AND RAGE|With snarls of hate and a bellow of rage the warlord fires the blood of his brothers, reminding them of the vengeance owed to a universe that saw Sanguinius laid low.|When resolving an attack made with a melee weapon by this Warlord, on an unmodified <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> of 6 you can make 1 additional attack against the same unit using the same weapon. This additional attack cannot generate another attack.|
BA|Blood Angels|Flesh Tearers Detachment Rules|3|CRETACIAN BORN|To survive on the death world of Cretacia, a hunter must be swifter than the murderous beasts around him. A son of this brutal world, the warlord acts with ferocious swiftness, rushing into combat before his prey has time to react.|<a href="/wh40k9ed/the-rules/core-rules/#Overwatch">Overwatch</a> attacks cannot be made against this Warlord.|
GC|Genestealer Cults|Warlord Traits|Cult of the Four-armed Emperor|Inscrutable Cunning|Those warlords who serve the Four-armed Emperor prepare the battlefield on which they fight with inhuman levels of focus.|Once per battle, if this Warlord is on the battlefield, you can re-roll one <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>, <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> or <a href="/wh40k9ed/the-rules/core-rules/#4.-Saving-Throw">saving throw</a> made for a friendly CULT OF THE FOUR-ARMED EMPEROR unit. In addition, if your army is <a href="/wh40k9ed/the-rules/core-rules/#BATTLE-FORGED-ARMIES">Battle-forged</a>, roll a D3 before the battle begins; you gain a number of additional <a href="/wh40k9ed/the-rules/core-rules/#Command-Points">Command Points</a> equal to the result.|
GC|Genestealer Cults|Warlord Traits|Hivecult|Hivelord|The warlords of the Hivecult often hail from gun-running gangs and black market military groups in which firepower is valued above all else.|Re-roll <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a> of 1 for attacks made with ranged weapons by models in friendly HIVECULT units whilst they are within 6" of your Warlord.|
GC|Genestealer Cults|Warlord Traits|The Bladed Cog|Single-minded Obsession|The warlords of the Bladed Cog share their host civilisation’s methodical and hyper-focused attitude to war, each identifying and eliminating a single priority target with obsessive fervour.|After deployment, but before the first battle round begins, select one unit from your opponent’s army. You can re-roll <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound rolls</a> for attacks made by friendly BLADED COG units whilst they are within 6" of your Warlord when targeting the selected unit.|
GC|Genestealer Cults|Warlord Traits|The Rusted Claw|Entropic Touch|The warlord’s very touch is metallophagic; tiny nano-organisms consume the armour of the enemy whenever they lay their palms upon them.|Each time you roll an unmodified <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> of 6 in the <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a> for a model from a friendly <span class="kwb">RUSTED</span> <span class="kwb">CLAW</span> unit whilst it is within 6" of your Warlord, the Armour Penetration characteristic of that attack is improved by 1 (i.e. AP0 becomes AP-1, AP-1 becomes AP-2, and so on).|
GC|Genestealer Cults|Warlord Traits|The Pauper Princes|Beloved Grandsire|Any one of this warlord’s numerous descendants would take a bullet for their elder without hesitation.|Add 2 to <a href="/wh40k9ed/factions/genestealer-cults/#Unquestioning-Loyalty">Unquestioning Loyalty</a> rolls made when you fail <a href="/wh40k9ed/the-rules/core-rules/#4.-Saving-Throw">saving throws</a> for your Warlord, or when your Warlord suffers <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>.|
GC|Genestealer Cults|Warlord Traits|The Twisted Helix|Bio-alchemist|The concoctions brewed by the warlord coat their weapons, be they syringes, blades or claws, to deliver a potent electro-toxic shock to any they infect.|Increase the Damage characteristic of weapons (other than <a href="/wh40k9ed/factions/genestealer-cults/#Sacred-Relics-of-the-Cult">Sacred Relics of the Cult</a> or weapons modified by Sacred Relics of the Cult) used by your Warlord by 1.|
QT|Chaos Knights|Warlord Traits|1|INFERNAL QUEST|This warlord has sworn an oath to the Dark Gods, and will not stop spreading carnage across the galaxy until they have honoured it, or they are slain.|If this Warlord is within range of an <a href="/wh40k9ed/the-rules/core-rules/#Objective-Markers">objective marker</a> (as specified in the mission), it controls that objective marker even if there are more enemy models within range of that objective marker. If an enemy unit with a similar ability is within range of the same objective marker, that objective marker is controlled by the player who has the most models within range as normal – when this is the case, this Warlord counts as 10 models.|
QT|Chaos Knights|Warlord Traits|2|HARBINGER OF SCRAPCODE|This warlord has given their Knight’s hull over to the heretical powers of the Dark Mechanicum, becoming a carrier for deadly scrapcode.|At the end of your <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>, roll one D6 for each enemy VEHICLE unit within 6" of this Warlord; on a 4+ the unit being rolled for suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>.|
QT|Chaos Knights|Warlord Traits|3|KNIGHT DIABOLUS|This warlord has perfected their martial skill in apocalyptic duels with Greater Daemons.|Add 1 to this Warlord’s Attacks characteristic.|
QT|Chaos Knights|Warlord Traits|4|WARP-HAUNTED HULL|The nightmarish visages of warpgheists are emblazoned upon the armour panels of this warlord’s Knight, imbuing it with empyric power.|This Warlord can attempt to <a href="/wh40k9ed/the-rules/core-rules/#Deny-the-Witch">deny</a> one psychic power in your opponent’s <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a> in the same manner as a <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">PSYKER</a>. In addition, when this Warlord would lose a wound as a result of a <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> in the Psychic phase, roll one D6; on a 5+ that wound is not lost.|
QT|Chaos Knights|Warlord Traits|5|EAGER FOR THE KILL|It is said this warlord has led the charge across a thousand battlefields on a hundred worlds, and each time laid waste to all in their path.|When an <a href="/wh40k9ed/the-rules/core-rules/#Advance">Advance roll</a> or <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge roll</a> is made for this Warlord, add 1 to the result. In addition, add 1 to this Warlord’s Attacks characteristic whilst they are wholly within your opponent’s deployment zone.|
QT|Chaos Knights|Warlord Traits|6|AURA OF TERROR|This towering Knight is wreathed in tendrils of warp energy that caress the minds of any enemy who draws near, driving those touched into a state of abject fear.|When a <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge roll</a> is made for an enemy unit within 12" of this Warlord, subtract 1 from the result. In addition, when a <a href="/wh40k9ed/the-rules/core-rules/#Morale-Tests">Morale test</a> is taken for an enemy unit within 12" of this Warlord, your opponent rolls 2D6, discarding the lowest result, or either result if they are the same.|
YNN|Ynnari|Warlord Traits|1|LORD OF REBIRTH|Some Ynnari have mastered the cycle of death and rebirth.|At the start of the battle round, this Warlord regains up to 1 lost wound. When this Warlord would lose a wound, roll one D6; on a 5+ that wound is not lost.|
YNN|Ynnari|Warlord Traits|2|WARDEN OF SOULS|This warrior of the Reborn is the keeper of many souls; their mastery over deathly energy is unparalleled.|Whilst this Warlord is drawing <a href="/wh40k9ed/factions/ynnari/#Strength-from-Death">Strength from Death</a>, add 1 to their Attacks and Strength characteristics.|
YNN|Ynnari|Warlord Traits|3|WALKER OF MANY PATHS|The hard-earned skills of this follower of Ynnead have been honed by walking the many paths of the Aeldari.|Once per turn, when resolving an attack made by this Warlord, you can re-roll one <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> or you can re-roll one <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a>. Whilst this Warlord is on the battlefield, you can roll one D6 for each <a href="/wh40k9ed/the-rules/core-rules/#Command-Points">Command Point</a> you spend to use a Stratagem; on a 5+ that Command Point is refunded. You can only have 1 Command Point refunded per battle round by this Warlord Trait.|
YNN|Ynnari|Warlord Traits|4|FEAR OF THE GRAVE|Ynnead knows neither mercy nor fear – the same cannot be said of the god’s foes.|Subtract 1 from the Leadership characteristic of models in enemy units whilst their unit is within 6" of this Warlord; subtract 2 instead if any enemy units have been destroyed as a result of an attack made by this Warlord this turn.|
YNN|Ynnari|Warlord Traits|5|FAVOURED OF YNNEAD|The energies of the dead seek this Aeldari out, swirling around them like a gale and carrying them into the foe.|When this Warlord <a href="/wh40k9ed/the-rules/core-rules/#Pile-In">piles in</a> or <a href="/wh40k9ed/the-rules/core-rules/#Consolidate">consolidates</a>, they can move up to 6" instead of up to 3".|
YNN|Ynnari|Warlord Traits|6|MASTER OF DEATH|This champion of the Reborn has great expertise in severing the cord that binds the body to the soul.|When resolving an attack made with a melee weapon by this Warlord, an unmodified <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> of 6 scores 1 additional hit.|
SM|Space Marines|Codex Supplement: Exorcists|1|ENOCHIAN GUARD|As a member of this most prestigious Orison cult, this warlord imbues themself with righteous strength by adorning their weapons and wargear with excerpts from the hallowed writings of the Chapter.|<ul><li>Once per battle, you can modify the result of a <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>, <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> or <a href="/wh40k9ed/the-rules/core-rules/#4.-Saving-Throw">saving throw</a> made for this <a href="/wh40k9ed/the-rules/core-rules/#The-Warlord"><span class="kwb">WARLORD</span></a> to a 6.</li><li>Once per battle, you can use an <span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> Epic Deed Stratagem without spending any <a href="/wh40k9ed/the-rules/core-rules/#Command-Points">CPs</a> if this <span class="kwb">WARLORD</span> is the model specified by that Stratagem’s keyword.</li></ul>|
SM|Space Marines|Codex Supplement: Exorcists|2|KNOW THY ENEMY|This warlord is learned in the wealth of archived lore the Chapter has collected over centuries of warfare against their enemies, and applies this knowledge with effectiveness upon the battlefield.|Before the battle, select one unit in your opponent’s army. Until the end of the battle, this WARLORD has the following ability: ‘<span class="redfont">Know Thy Enemy (Aura)</span><b>:</b> While a friendly <span class="tooltip01675" data-tooltip-content="#tooltip_content01675" data-tooltip-anchor="#tooltip_content01675"><span class="kwb">EXORCISTS</span> <span class="kwb">CORE</span></span> or <span class="tooltip01676" data-tooltip-content="#tooltip_content01676" data-tooltip-anchor="#tooltip_content01676"><span class="kwb">EXORCISTS</span> <span class="kwb">CHARACTER</span></span> unit is within 6" of this <span class="kwb">WARLORD</span>, each time a model in that unit makes an attack against the enemy unit you selected, add 1 to that attack’s <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.’|
SM|Space Marines|Codex Supplement: Exorcists|3|ERUDITE IN THE VERSES|This warlord is well versed in the Liber Exorcismus, reciting its rites to banish enemies and defeat their sorceries.|<ul><li>This <span class="kwb">WARLORD</span> can attempt to <a href="/wh40k9ed/the-rules/core-rules/#Deny-the-Witch">Deny the Witch</a> as if it were a <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"><span class="kwb">PSYKER</span></a>. If this <span class="kwb">WARLORD</span> is a <span class="kwb">PSYKER</span>, in each of your opponent’s <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phases</a>, this <span class="kwb">WARLORD</span> can attempt to Deny the Witch one additional time.</li><li>In each of your <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phases</a>, instead of shooting with this <span class="kwb">WARLORD</span>, if it is not within <a href="/wh40k9ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of any enemy units, you can attempt a banishment. If you do so, roll one D6: on a 3+, the closest enemy unit within 12" of and visible to this <span class="kwb">WARLORD</span> suffers D3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>.</li></ul>|
AS|Adepta Sororitas|Warlord Traits|1|INSPIRING ORATOR|Those who hear this leader’s stirring words are inspired to great feats of bravery.|<ul><li>Each time this <span class="kwb">WARLORD</span> intones a <a href="/wh40k9ed/factions/adepta-sororitas/#Hymns-of-Battle">hymn</a> or uses an ability in your <a href="/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a> that specifies a range, you can add 3" to the range of that hymn or ability. This does not affect the <a href="/wh40k9ed/factions/adepta-sororitas/#Blessings-of-the-Faithful">Miracle range</a> of any abilities.</li><li>This <span class="kwb">WARLORD</span> has the following ability: ‘<span class="redfont">Inspiring Orator (Aura)</span><b>:</b> While a friendly <span class="tooltip00929" data-tooltip-content="#tooltip_content00929" data-tooltip-anchor="#tooltip_content00929"><span class="kwb2">&lt;<span class="kwb3">O</span>RDER&gt;</span> <span class="kwb">CORE</span></span> unit is within 6" of this <span class="kwb">WARLORD</span>, that unit ignores the <a href="/wh40k9ed/the-rules/core-rules/#Combat-Attrition-Tests">Combat Attrition</a> penalty for being below <a href="/wh40k9ed/the-rules/core-rules/#Starting-Strength-Half-strength-and-Destroyed-Units">Half-strength</a>.’</li></ul>|
AS|Adepta Sororitas|Warlord Traits|2|RIGHTEOUS RAGE|This servant of the divine can barely contain their desire to strike down the unfaithful.|Each time this <span class="kwb">WARLORD</span> makes a melee attack, you can re-roll the <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> and you can re-roll the <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a>.|
AS|Adepta Sororitas|Warlord Traits|3|EXECUTIONER OF HERETICS (AURA)|This leader hunts down the Ecclesiarchy’s enemies and slays them without mercy.|While an enemy unit is within 6" of this <span class="kwb">WARLORD</span>:<br><ul><li>Subtract 1 from the Leadership characteristic of models in that unit.</li><li>Each time a <a href="/wh40k9ed/the-rules/core-rules/#Combat-Attrition-Tests">Combat Attrition test</a> is taken for that unit, subtract 1 from that Combat Attrition test.</li></ul>|
AS|Adepta Sororitas|Warlord Traits|4|BEACON OF FAITH|This Adepta Sororitas leader is a shining beacon of faith, whose actions on the battlefield are nothing short of miraculous.|At the start of your <a href="/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, if this <span class="kwb">WARLORD</span> is on the battlefield, you gain 1 <a href="/wh40k9ed/factions/adepta-sororitas/#Acts-of-Faith">Miracle dice</a>. This Miracle dice can only be used when your <span class="kwb">WARLORD</span> performs an <a href="/wh40k9ed/factions/adepta-sororitas/#Acts-of-Faith">Act of Faith</a> or uses a <a href="/wh40k9ed/factions/adepta-sororitas/#Blessings-of-the-Faithful">Miraculous ability</a>, and if not used by the start of your next Command phase, it is discarded. This Miracle dice can be used to perform an Act of Faith even if another unit from your army has already performed an Act of Faith this phase.|
AS|Adepta Sororitas|Warlord Traits|5|INDOMITABLE BELIEF (AURA)|This chosen champion has such strength of belief that their followers refuse to yield.|While a friendly <span class="tooltip01773" data-tooltip-content="#tooltip_content01773" data-tooltip-anchor="#tooltip_content01773"><span class="kwb2">&lt;<span class="kwb3">O</span>RDER&gt;</span> <span class="kwb">CORE</span> <span class="kwb">INFANTRY</span></span> unit is within 6" of this <span class="kwb">WARLORD</span>, the <a href="/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable save</a> models in that unit receive from the <a href="/wh40k9ed/factions/adepta-sororitas/#Shield-of-Faith">Shield of Faith</a> ability is improved by 1 (to a maximum of 4+).|
AS|Adepta Sororitas|Warlord Traits|6|PURE OF WILL|With a will of adamant, this devout servant’s faith can turn aside even the most foul witchcraft.|<ul><li>This <span class="kwb">WARLORD</span> can attempt to <a href="/wh40k9ed/the-rules/core-rules/#Deny-the-Witch">deny</a> one additional psychic power in your opponent’s <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, as described in the <a href="/wh40k9ed/factions/adepta-sororitas/#Shield-of-Faith">Shield of Faith</a> ability.</li><li>Add 3 to <a href="/wh40k9ed/the-rules/core-rules/#Deny-the-Witch">Deny the Witch tests</a> taken for this <span class="kwb">WARLORD</span>.</li></ul>|
SM|Space Marines|Codex Supplement: Crimson Fists|1|Tenacious Opponent|This Warlord fights all the harder when he is outnumbered by his foes and all seems lost.|If there are at least 10 enemy models within 6" of this <span class="kwb">WARLORD</span> when he fights in the <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, add D3 to his Attacks characteristic until the end of the phase.|
SM|Space Marines|Codex Supplement: Crimson Fists|2|Refuse to Die|Countless times have the enemies of Mankind tried to slay this stoic Warlord in battle. None have succeeded.|The first time this <span class="kwb">WARLORD</span> is reduced to 0 wounds, roll one D6. On a 4+ set him up again at the end of the phase, as close as possible to his previous position and more than 1" from any enemy models, with D3 wound remaining.|
SM|Space Marines|Codex Supplement: Crimson Fists|3|Stoic Defender|When this Warlord plants his feet, he and his warriors will hold their ground with implacable determination.|All friendly <span class="tooltip01659" data-tooltip-content="#tooltip_content01659" data-tooltip-anchor="#tooltip_content01659"><span class="kwb">CRIMSON</span> <span class="kwb">FISTS</span> <span class="kwb">INFANTRY</span></span>, <span class="tooltip01774" data-tooltip-content="#tooltip_content01774" data-tooltip-anchor="#tooltip_content01774"><span class="kwb">BIKER</span></span> and <span class="tooltip01775" data-tooltip-content="#tooltip_content01775" data-tooltip-anchor="#tooltip_content01775"><span class="kwb">DREADNOUGHT</span></span> units have the <span class="redfont">Defenders of Humanity</span> ability whilst they are within 6" of this <span class="kwb">WARLORD</span>. If a Crimson Fists unit already has this ability, then each model in that unit counts as two models for the purposes of determining who controls <a href="/wh40k9ed/the-rules/core-rules/#Objective-Markers">objective markers</a>, whilst that unit is within 6" of this <span class="kwb">WARLORD</span>.|
SM|Space Marines|Dark Angels Warlord Traits|1|BRILLIANT STRATEGIST|Only the most able commanders can take the guidance of the Codex Astartes and adapt it further to secure victory.|In your <a href="/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, you can select one friendly <span class="kwb">DARK</span> <span class="kwb">ANGELS</span> unit within 6" of this <span class="kwb">WARLORD</span>. Until the start of your next Command phase:<br><ul><li>Each time a model in that unit makes an attack, if the <a href="/wh40k9ed/factions/space-marines/#Combat-Doctrines">Tactical Doctrine</a> is active for your army, then the <a href="/wh40k9ed/factions/space-marines/#Combat-Doctrines">Devastator Doctrine</a> is considered to be active for that attack instead.</li><li>Each time a model in that unit makes an attack, if the <a href="/wh40k9ed/factions/space-marines/#Combat-Doctrines">Assault Doctrine</a> is active for your army, then the Tactical Doctrine considered to be active for that attack instead.</li></ul>|
SM|Space Marines|Dark Angels Warlord Traits|2|FURY OF THE LION (AURA)|This leader inspires his battle-brothers through his actions, throwing himself into the fray knowing his warriors will follow.|While a friendly <span class="kwb">DARK</span> <span class="kwb">ANGELS</span> unit is within 6" of this <span class="kwb">WARLORD</span>, if this <span class="kwb">WARLORD</span> has made a <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge move</a>, was charged or <a href="/wh40k9ed/the-rules/core-rules/#Performing-a-Heroic-Intervention">performed a Heroic Intervention</a> this turn, add 1 to the Strength characteristic of models in that unit.|
SM|Space Marines|Dark Angels Warlord Traits|3|CALIBANITE KNIGHT|The warlord has studied what little remains of old Calibanite lore to perfect ancient sword-wielding techniques.|Each time this <span class="kwb">WARLORD</span> makes a melee attack against an <span class="kwb">INFANTRY</span> or <span class="kwb">BIKER</span> unit, an unmodified <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> of 2+ is always successful.|
SM|Space Marines|Dark Angels Warlord Traits|4|STUBBORN TENACITY|This warlord is an exemplar of the tenacity that characterises his Chapter, fighting on through even serious injuries.|When this <span class="kwb">WARLORD</span> is destroyed, if it does not explode, you can use this Warlord Trait instead of using any other abilities that take effect as a result of this model being destroyed (e.g. <span class="redfont">Astartes Banner</span>). If you do, this <span class="kwb">WARLORD</span> is not removed from play until the start of the next turn or the end of the battle (whichever comes first). Until that happens, it is still considered to be in play, but any further wounds this <span class="kwb">WARLORD</span> would lose are not lost.|
SM|Space Marines|Dark Angels Warlord Traits|5|DECISIVE TACTICIAN (AURA)|This warlord is known for his ability to swiftly move his forces into ideal attack positions and urge them on to crushing charges.|While a friendly <span class="tooltip00793" data-tooltip-content="#tooltip_content00793" data-tooltip-anchor="#tooltip_content00793"><span class="kwb">DARK</span> <span class="kwb">ANGELS</span> <span class="kwb">CORE</span></span> unit is within 6" of this <span class="kwb">WARLORD</span>, add 1 to <a href="/wh40k9ed/the-rules/core-rules/#Advance">Advance</a> and <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge rolls</a> made for that unit.|
SM|Space Marines|Dark Angels Warlord Traits|6|HONOUR OF THE FIRST LEGION|Valour and nobility define this warlord, who seeks to honour his brotherhood through deeds of great heroism.|<ul><li>This <span class="kwb">WARLORD</span> is eligible to <a href="/wh40k9ed/the-rules/core-rules/#Performing-a-Heroic-Intervention">perform a Heroic Intervention</a> if it is within 6" horizontally and 5" vertically of an enemy unit.</li><li>Each time this <span class="kwb">WARLORD</span> makes a Heroic Intervention move, so long as it ends that move closer to the closest enemy model, it can move up to 6". All other rules for Heroic Interventions still apply.</li></ul>|
BA|Blood Angels|Vanguard Warlord Traits|1|SHOOT AND FADE|This warrior harries the foe before returning to the shadows.|At the start of your <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, you can select one friendly <span class="tooltip" title="Keyword does not appear in that faction."><s class="kwbs">BLOOD ANGELS PHOBOS</s></span> unit within 6" of this Warlord. After shooting with that unit, it can move as if it were your <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>; if it does, it must <a href="/wh40k9ed/the-rules/core-rules/#Advance">Advance</a> and cannot <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">declare a charge</a> in the following <a href="/wh40k9ed/the-rules/core-rules/#CHARGE-PHASE">Charge phase</a>.|
