id|name|type|description|source_id|is_relic|faction_id|faction_name|legend|
000001691|Blade of the Hydra|Artefacts of Chaos|<span class="tooltip00611" data-tooltip-content="#tooltip_content00611" data-tooltip-anchor="#tooltip_content00611"><span class="kwb">ALPHA</span> <span class="kwb">LEGION</span></span> model with chainsword only. The Blade of the Hydra replaces the bearer’s chainsword and has the following profile:||true|CSM|Chaos Space Marines|Long ago, this oversized chainsword was of purely ceremonial use. Since the Daemon Prince Gharual of the Nine Sundered Souls was bound inside it, however, the blade has been a fiendish tool of destruction. Those with a will strong enough to control its multiple thirsting mindsets can cause the sawtoothed blade to shimmer into not one, but several swords that gnaw and gnash with an immortal hunger. These extra blades are insubstantial when the wielder wills it, and razor-sharp when the flesh of his enemies is near.|
000001692|Claws of the Black Hunt|Artefacts of Chaos|<span class="tooltip00612" data-tooltip-content="#tooltip_content00612" data-tooltip-anchor="#tooltip_content00612"><span class="kwb">NIGHT</span> <span class="kwb">LORDS</span></span> model with two lightning claws only. The Claws of the Black Hunt replaces both of the bearer’s lightning claws and have the following profile:||true|CSM|Chaos Space Marines|These vicious hooked talons have spilt the blood of thousands of victims since their creation in the soul forges. Worn by the master of the Black Hunt, a vicious ritual that precedes the greatest of Night Lords invasions, they are so encrusted with gore they are almost black. This congealed fluid is so thick it cannot even be seared away by the vicious energy field that runs about each claw. This is seen by some as a clear sign of a gory blessing from destructive gods. Even when the wielder swipes the air near a foe, not quite making contact, the victim’s armour and flesh still mysteriously part as if slashed open by a fierce and invisible beast.|
000001693|Blissgiver|Artefacts of Chaos|<span class="tooltip00613" data-tooltip-content="#tooltip_content00613" data-tooltip-anchor="#tooltip_content00613"><span class="kwb">EMPEROR’S</span> <span class="kwb">CHILDREN</span></span> model with bolt pistol only. Blissgiver replaces the bearer’s bolt pistol and has the following profile:||true|CSM|Chaos Space Marines|This long-tongued whip can render those who feel its sting insensible with indescribable pleasure. Even those who put aside gratification for a greater duty find their oaths and promises forgotten, washed away in a tide of sensation that drowns the mind completely. So it is to feel the kiss of Slaanesh. Though their lives are cruelly torn away almost immediately afterwards, for a few short moments, they truly know ecstasy and agony entwined.|
000001694|Fury of Deimos|Relics of Titan|Model equipped with a storm bolter or master-crafted storm bolter only. This Relic replaces a storm bolter or master-crafted storm bolter and has the following profile:||true|GK|Grey Knights|When the moon of Deimos was gifted to Titan by the Adeptus Mechanicus, it carried with it a ship loaded with some of the finest weapons the Imperium has ever created. Among them was the Fury of Deimos, a weapon crafted by the first Fabricator General of Mars in the aftermath of the Horus Heresy. Superior in accuracy, rate of fire and reliability to a lesser storm bolter, it is a relic whose secrets have long been forgotten.|
000001695|Destroyer of Crys’yllix|Relics of Titan|Model equipped with a Nemesis daemon hammer only. This Relic replaces a Nemesis daemon hammer and has the following profile:||true|GK|Grey Knights|This is the first Nemesis daemon hammer, upon which all others are based. It was forged by the legendary Reed Vanar, third Brother-Captain of the Exactors, and first used to shatter the Lord of Change known as Crys’yllix. Countless daemons have felt its wrath in the centuries since.|
000001696|Banner of Refining Flame|Relics of Titan|<span class="tooltip00614" data-tooltip-content="#tooltip_content00614" data-tooltip-anchor="#tooltip_content00614"><span class="kwb">ANCIENT</span></span> model only. The bearer can attempt to perform the following <a href="/wh40k9ed/the-rules/core-rules/#Performing-Psychic-Actions">psychic action</a>:<br><br><b>Refining Flame (Psychic Action - <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">Warp Charge</a> 6):</b> In your <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, the bearer can attempt to <a href="/wh40k9ed/the-rules/core-rules/#Performing-Psychic-Actions">perform this psychic action</a>. If completed, each enemy unit within 6" of the bearer suffers D3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>.||true|GK|Grey Knights|This sacred banner records the most righteous purifications performed by strike forces and individual battle-brothers throughout the Grey Knights’ history. The bearer can channel the resonance of this glorious past into their psychic attacks, blasting his foes to ash in a radiant burst of searing soulfire.|
000001697|Soul Glaive|Relics of Titan|Model equipped with a Nemesis force halberd only. This Relic replaces a Nemesis force halberd and has the following profile:||true|GK|Grey Knights|Over centuries of war, a fraction of a Grey Knight’s essence may imprint itself upon his weapon. In rare cases, this imprint is so strong that it persists after death, and another can wield the blade to combine their own psychic might with that of a fallen hero. Ihe Soul Glaive is such a weapon, a halberd that was carried into battle by the 13th Supreme Grand Master of the Grey Knights, Lord Sylas Kalthorn, who defeated the Daemon Prince Ka laedzar in single combat.|
000001698|Domina Liber Daemonica|Relics of Titan|<ul><li>Enemy <span class="kwb">DAEMON</span> units that are set up on the battlefield as <a href="/wh40k9ed/the-rules/core-rules/#2.-Reinforcements">Reinforcements</a> cannot be set up within 12" of the bearer.</li><li>The bearer has the following ability: ‘<span class="redfont">Domina Liber Daentonica (Aura)</span><b>:</b> While an enemy <span class="kwb">DAEMON</span> unit is within 6" of this model, each time a <a href="/wh40k9ed/the-rules/core-rules/#Combat-Attrition-Tests">Combat Attrition test</a> is taken for that unit, subtract 1 from that test.’</li></ul>||true|GK|Grey Knights|This tome is said to be a relic of Supreme Grand Master Janus, he who mastered all six hundred and sixty-six words of banishment, each one painstakingly recorded on its pages. In times of need a hero of the Chapter will carry this book into battle, its bindings crackling with arcane energy as the words repel warp entities and send daemons howling back into the warp.|
000001699|Cuirass of Sacrifice|Relics of Titan|<span class="tooltip00615" data-tooltip-content="#tooltip_content00615" data-tooltip-anchor="#tooltip_content00615"><span class="kwb">INFANTRY</span></span> model only.<br><ul><li>Add 1 to armour <a href="/wh40k9ed/the-rules/core-rules/#4.-Saving-Throw">saving throws</a> made for the bearer.</li><li>Each time the bearer would lose a wound, roll one D6: on a 5+, that wound is not lost.</li></ul>||true|GK|Grey Knights|This inner surface of this suit of armour is etched with the names of the many allies that fought and died alongside the Grey Knights in the eternal war against the daemonic. The Cuirass is a reminder to Titan’s sons that such sacrifice must not be forgotten, and the wearer swears a solemn vow not to dishonour the names of those who have suffered such a fate whilst even an ounce of strength remains in his body.|
000001700|Bile spurt|Ranged Weapons|||false|DG|Death Guard||
000001701|Blight grenades|Ranged Weapons|||false|DG|Death Guard||
000001703|Heavy blight launcher|Ranged Weapons|||false|DG|Death Guard||
000001704|Hyper blight grenade|Ranged Weapons|||false|DG|Death Guard||
000001705|Injector pistol|Ranged Weapons|||false|DG|Death Guard||
000001706|The Lantern|Ranged Weapons|||false|DG|Death Guard||
000001707|Phosphex bombs|Ranged Weapons|||false|DG|Death Guard||
000001708|Plague belcher|Ranged Weapons|||false|DG|Death Guard||
000001709|Plagueburst mortar|Ranged Weapons|||false|DG|Death Guard||
000001710|Plague spewer|Ranged Weapons|||false|DG|Death Guard||
000001711|Plaguespitter|Ranged Weapons|||false|DG|Death Guard||
000001712|Plague sprayer|Ranged Weapons|||false|DG|Death Guard||
000001713|Plaguespurt gauntlet|Ranged Weapons|||false|DG|Death Guard||
000001714|Rothail volley gun|Ranged Weapons|||false|DG|Death Guard||
000001715|Attendants’ claws and teeth|Melee Weapons|||false|DG|Death Guard||
000001716|Balesword|Melee Weapons|||false|DG|Death Guard||
000001717|Bubotic axe|Melee Weapons|||false|DG|Death Guard||
000001718|Cursed plague bell|Melee Weapons|||false|DG|Death Guard||
000001720|Flail of corruption|Melee Weapons|||false|DG|Death Guard||
000001721|Fleshmower|Melee Weapons|||false|DG|Death Guard||
000001722|Gnashing maw|Melee Weapons|||false|DG|Death Guard||
000001723|Great plague cleaver|Melee Weapons|||false|DG|Death Guard||
000001724|Mace of contagion|Melee Weapons|||false|DG|Death Guard||
000001725|Manreaper|Melee Weapons|Each time an attack is made with this weapon, select one of the profiles below to make that attack with.||false|DG|Death Guard||
000001726|Master-crafted manreaper|Melee Weapons|Each time an attack is made with this weapon, select one of the profiles below to make that attack with.||false|DG|Death Guard||
000001727|Plague knife|Melee Weapons|||false|DG|Death Guard||
000001728|Plague probe|Melee Weapons|||false|DG|Death Guard||
000001730|Plaguereaper|Melee Weapons|||false|DG|Death Guard||
000001733|Silence|Melee Weapons|Each time an attack is made with this weapon, select one of the profiles below to make that attack with.||false|DG|Death Guard||
000001734|Blight launcher|Ranged Weapons|||false|DG|Death Guard||
000001735|Entropy cannon|Ranged Weapons|||false|DG|Death Guard||
000001736|Heavy slugger|Ranged Weapons|||false|DG|Death Guard||
000001737|Plaguebringer|Relics of Decay|Model equipped with a balesword, daemonic plague blade, plague knife or power sword only. This Relic replaces a balesword, daemonic plague blade, plague knife or power sword and has the following profile:||true|DG|Death Guard|This blade originally played host to the souls of a trio of Beasts of Nurgle. However, they were trapped so long that they pupated, and so now the weapon contains the souls of three Rot Flies.|
000001738|Suppurating Plate|Relics of Decay|<ul><li>The bearer has a Save characteristic of 2+.</li><li>Each time an enemy unit fights, after it makes its attacks, if the bearer lost any wounds as a result of those attacks, roll one D6: on a 2+, that unit suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>.</li></ul>||true|DG|Death Guard|This bloated power armour is riddled with pipes full of corrosive pus. Whenever an enemy’s weapon so much as nicks its surface, foul fluids jet out that eat away at metal and flesh alike.|
000001741|Fugaris’ Helm|Relics of Decay|Add 3" to the range of the bearers <a href="/wh40k9ed/the-rules/core-rules/#Aura-Abilities">aura abilities</a> (to a maximum of 12").||true|DG|Death Guard|He who dons this helm becomes a living magnet for Daemon flies. These foul insects echo his words with the susurrus of their wings and chitinous bodies, turning his voice into a pestilential roar.|
000001742|Plague Skull of Glothila|Relics of Decay|Once per battle, at the end of your <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>, the bearer can use this Relic. If it does, select one enemy unit within 6" of the bearer and roll seven D6s: for each 4-5, that unit suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>; for each 6, that unit suffers D3 mortal wounds.||true|DG|Death Guard|This oversized deaths head was once the skull of the Chaos Lord Glothila, whose dying wish was to become a weapon of purest evil.|
000001743|Twin Icarus autocannon|Ranged Weapons|||false|AdM|Adeptus Mechanicus||
000001755|Pater Cog-tooth|Arcana Mechanicum|Model equipped with an Omnissian axe only. This Relic replaces an Omnissian axe and has the following profile:||true|AdM|Adeptus Mechanicus|Legends told in binharic code claim that this axe is the first of its kind. Built on Mars, the Pater Cog-Tooth is a venerable weapon that seems to glow with an aura of power, although perhaps that is simply rad-emanations dating from the Great Cataclysm of Mars.|
000001756|Anzion’s Pseudogenetor|Arcana Mechanicum|The bearer is equipped with this Relic in addition to their other weapons. It has the following profile:||true|AdM|Adeptus Mechanicus|Appearing as a nest of mechadendrites, this device can be set to dissect a nearby alien organism with startling speed. Blood sprays, paralytic elixirs are administered, skin is peeled from muscle and muscle parted from endoskeleton. The wearer watches as his device files away observations upon the biomechanics of the foe, until the specimen collapses in a mess of viscera and bone.|
000001758|The Uncreator Gauntlet|Arcana Mechanicum|Model equipped with a power fist only. This Relic replaces a power fist and has the following profile:||true|AdM|Adeptus Mechanicus|The Uncreator Gauntlet was originally devised to reverse-engineer lost technologies. When laid upon a machine, xenotech fields are released that cause the construct’s chronology to be wound back. If the timing is accurate to the picosecond, the temporal anomaly can rejuvenate the machine to the prime of its operative lifespan - or go on to reduce it to a neatly arrayed pile of component parts, each ready for the Tech-Priest’s inspection.|
000001759|Phosphoenix|Arcana Mechanicum|Model equipped with a phosphor serpenta only. This Relic replaces a phosphor serpenta and has the following profile:||true|AdM|Adeptus Mechanicus|Having seen the horror of the living, blue-white flame of phosphex weaponry, Tech-Priest Veriliad destroyed the lone STC for the substance’s creation. Efforts to recreate it have been unsuccessful ever since. Decried as Heretic Technis by the rest of his order, Veriliad was tied to a stake and shot with the pistol known as Phosphoenix, the finest phosphex weapon ever produced.|
000001760|Raiment of the Technomartyr|Arcana Mechanicum|<ul><li>Each time the bearer would lose a wound, roll one D6: on a 5+, that wound is not lost.</li><li>In your <a href="/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, select one friendly <span class="tooltip00616" data-tooltip-content="#tooltip_content00616" data-tooltip-anchor="#tooltip_content00616"><span class="kwb2">&lt;<span class="kwb3">F</span>ORGE</span> <span class="kwb">WORLD&gt;</span> <span class="kwb">CORE</span></span> unit within 3" of this model. Until the start of your next Command phase, each time a model in that unit makes a ranged attack, you can ignore any or all <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> and Ballistic Skill modifiers.</li></ul>||true|AdM|Adeptus Mechanicus|This baroque suit of armour contains dozens of life-sustaining machine spirits that buzz within its fibre bundles like stinging insects. At a simple conjuration, these spirits swarm out to inhabit the weapons of those nearby. Guns that have been graced by one of these excitable animas can pour volleys of fire into the enemy, even when their wielders falter.|
000001761|The Skull of Elder Nikola|Arcana Mechanicum|At the start of your <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, roll one D6 for each enemy <span class="kwb">VEHICLE</span> unit within 12" of the bearer: on a 2-3, that unit suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>; on a 4-5, that unit suffers D3 mortal wounds; on a 6, that unit suffers 3 mortal wounds.||true|AdM|Adeptus Mechanicus|This yellowed, multi-lacquered servo-skull is perhaps the most ancient of its kind. It has been ghostdated to the early days of Mankind. Should the correct praise-psalm be sung to it, the halo of electrical power that surrounds the skull’s bony circumference will explode outwards in a ring of crackling force, scrambling the unnatural workings of enemy war engines.|
000001762|The Omniscient Mask|Arcana Mechanicum|The bearer gains the following ability:<br><br>‘<span class="redfont">The Omniscient Mask (Aura)</span><b>:</b> While a friendly <span class="tooltip00617" data-tooltip-content="#tooltip_content00617" data-tooltip-anchor="#tooltip_content00617"><span class="kwb2">&lt;<span class="kwb3">F</span>ORGE</span> <span class="kwb">WORLD&gt;</span> <span class="kwb">SKITARII</span> <span class="kwb">CORE</span></span> unit is within 6" of this model, each time a model in that unit makes a melee attack, an unmodified <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> of 6 scores 1 additional hit.’||true|AdM|Adeptus Mechanicus|Legend has it that the wearer of the Omniscient Mask can read the souls of men. An object of great veneration amongst the Skitarii, those under its gaze fight all the harder.|
000001764|The Red Axe|Arcana Mechanicum|<span class="tooltip00618" data-tooltip-content="#tooltip_content00618" data-tooltip-anchor="#tooltip_content00618"><span class="kwb">MARS</span></span> model equipped with an Omnissian axe only. This Relic replaces an Omnissian axe and has the following profile:||true|AdM|Adeptus Mechanicus||
000001766|The Adamantine Arm|Arcana Mechanicum|<span class="tooltip00619" data-tooltip-content="#tooltip_content00619" data-tooltip-anchor="#tooltip_content00619"><span class="kwb">METALICA</span></span> model only. The bearer is equipped with this Relic in addition to their other weapons. It has the following profile:||true|AdM|Adeptus Mechanicus||
000001768|Weapon XCIX|Arcana Mechanicum|<span class="tooltip00620" data-tooltip-content="#tooltip_content00620" data-tooltip-anchor="#tooltip_content00620"><span class="kwb">RYZA</span></span> model equipped with a volkite blaster only. This Relic replaces a volkite blaster and has the following profile:||true|AdM|Adeptus Mechanicus||
000001770|Stomping feet|Melee Weapons|||false|AM|Astra Militarum||
000001771|Grot-guided bomm|Ranged Weapons|||false|ORK|Orks||
000001774|Krusha kannon|Ranged Weapons|Before selecting targets, select one of the profiles below to make attacks with.||false|ORK|Orks||
000001776|Knarloc beak and talons|Melee Weapons|||false|TAU|T’au Empire||
000001777|Kroot bolt thrower|Ranged Weapons|||false|TAU|T’au Empire||
000001778|Twin Kroot gun|Ranged Weapons|||false|TAU|T’au Empire||
000001779|Great Knarloc beak and talons|Melee Weapons|||false|TAU|T’au Empire||
000001780|Firestorm scatter laser|Ranged Weapons|||false|CW|Craftworlds||
000001781|Autogun|Ranged Weapons|||false|AM|Astra Militarum||
000001782|Omnissian axe|Melee Weapons|||false|AM|Astra Militarum||
000001783|Servo-arm|Melee Weapons|||false|AM|Astra Militarum||
000001784|Ripper gun (shooting)|Ranged Weapons|||false|AM|Astra Militarum||
000001785|Ripper gun (melee)|Melee Weapons|||false|AM|Astra Militarum||
000001786|The Emperor’s Benediction|Heirlooms of Conquest|<span class="tooltip00621" data-tooltip-content="#tooltip_content00621" data-tooltip-anchor="#tooltip_content00621"><span class="kwb">COMMISSAR</span></span> or <span class="tooltip00622" data-tooltip-content="#tooltip_content00622" data-tooltip-anchor="#tooltip_content00622"><span class="kwb">LORD</span> <span class="kwb">COMMISSAR</span></span> with a bolt pistol only. The Emperor’s Benediction replaces the model’s bolt pistol and has the following profile:||true|AM|Astra Militarum|Wielded by a succession of brutal, uncompromising Commissars, this masterwork bolt pistol is feared by all. Its elementary but bloodthirsty machine spirit has been blamed for a series of unfortunate ‘accidents’ on the field of battle. In spite of this, the Officio Prefectus view the Emperor’s Benediction as an artefact of some distinction – some say that it can taste cowardice even before the reprehensible act has been committed.|
000001787|The Laurels of Command|Heirlooms of Conquest|<span class="tooltip00623" data-tooltip-content="#tooltip_content00623" data-tooltip-anchor="#tooltip_content00623"><span class="kwb">OFFICER</span></span> with <a href="/wh40k9ed/factions/astra-militarum/#Voice-of-Command">Voice of Command</a> ability only. Roll a dice each time the bearer issues an order to a friendly <a href="/wh40k9ed/factions/astra-militarum/#REGIMENT-"><REGIMENT></a> unit within 6" of them. On a 4+ the bearer can immediately issue another order to the same unit. This does not count towards the maximum number of orders this model may issue each turn.||true|AM|Astra Militarum|The Laurels of Command are a callous and controversial means to ensure obedience. Concealed within their peerless artistry is a band of empathic-impulsion circuitry which allows the wearer limited control over the minds of indoctrinated individuals via subliminal suggestion. Under their effects even cowards fight to the last, while orders are executed in perfect synchronisation.|
000001788|The Deathmask of Ollanius|Heirlooms of Conquest|<span class="tooltip00624" data-tooltip-content="#tooltip_content00624" data-tooltip-anchor="#tooltip_content00624"><span class="kwb">INFANTRY</span></span> model only. The bearer of this item has a 4+ <a href="/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable save</a>. In addition, once per game, at the start of any of your turns, the bearer may immediately heal D3 wounds.||true|AM|Astra Militarum|Ollanius the Pious is the epitome of Imperial sainthood, believed martyred at the hands of Horus himself. In the millennia since his passing, Ollanius’ deathmask has been revered as a holy relic; whosoever wears this ancient artefact is granted the determination and endurance of the famous martyr himself. The mask is a terrifying piece of craftsmanship, depicting in obsidian and void- fired bronze the agonised visage of a tortured angel. It is said that, in the presence of traitors, the Deathmask will weep tears of blood.|
000001789|The Dagger of Tu’Sakh|Heirlooms of Conquest|<span class="tooltip00625" data-tooltip-content="#tooltip_content00625" data-tooltip-anchor="#tooltip_content00625"><span class="kwb">INFANTRY</span> <span class="kwb">OFFICER</span></span> model only. During deployment, you can set up the bearer and one <span class="tooltip00268" data-tooltip-content="#tooltip_content00268" data-tooltip-anchor="#tooltip_content00268"><span class="kwb">ASTRA</span> <span class="kwb">MILITARUM</span> <span class="kwb">INFANTRY</span></span> unit from your army behind enemy lines instead of placing them on the battlefield. The infantry unit must have the same <a href="/wh40k9ed/factions/astra-militarum/#REGIMENT-"><REGIMENT></a> keyword as the bearer if the bearer has one. At the end of any of your <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phases</a> these units can launch their daring attack – set them up within 3" of each other, anywhere on the battlefield that is wholly within 6" of any battlefield edge and more than 9" away from any enemy models.||true|AM|Astra Militarum|Tu’Sakh Khan of the 2nd Attilan Rough Riders was known as a particularly cunning and bold commander, with an almost preternatural ability to find the perfect time and place to strike. On his death bed, he dictated that his ornate dagger be gifted to an ally as a gesture of respect. Over the decades since, this gifting has become tradition, each owner presenting the dagger to a fellow commander upon arrival at a new war zone. Many an owner has found themselves inspired by the rash spirit of Tu’Sakh, leading their men in daring raids deep in the heart of the enemy’s territory.|
000001790|Kurov’s Aquila|Heirlooms of Conquest|<span class="tooltip00623" data-tooltip-content="#tooltip_content00623" data-tooltip-anchor="#tooltip_content00623"><span class="kwb">OFFICERS</span></span> only. Whilst the bearer is on the battlefield, roll a D6 each time your opponent uses a Stratagem. On a 5+ you gain 1 <a href="/wh40k9ed/the-rules/core-rules/#Command-Points">Command Point</a>.||true|AM|Astra Militarum|General Kurov was one of the most gifted officers in Imperial history. Upon retirement, he recorded dozens of tactical treatises that were translated into vox-ghosts and uploaded into a two-headed avian servitor referred to as ‘Kurov’s Aquila’. An officer who possesses this prestigious tool can turn to it for tactical guidance. In response, the servitor’s blindfolded head will vocalise the most relevant vox-ghost in Kurov’s stentorian tones. The other head’s eyes glow above its bound-shut beak as they project a hololithic display of Kurov himself, his image flickering as it reveals the secrets of the foe.|
000001791|The Blade of Conquest|Heirlooms of Conquest|Model with power sword only. The Blade of Conquest replaces the model’s power sword and has the following profile:||true|AM|Astra Militarum|The greatest Imperial Guard commander ever to bestride the stars, Warmaster Solar Macharius reclaimed a thousand worlds for the Emperor. Upon his death he was enshrined as a saint; the six ornate blades of his subordinate generals laid upon the altar to his glory. Only one of these weapons has been reclaimed to active service. Any man who wields this sword can light a righteous fire in the hearts of his men, for they fight in the shadow of Saint Solar himself.|
000001792|Relic of Lost Cadia|Heirlooms of Conquest|<span class="tooltip00626" data-tooltip-content="#tooltip_content00626" data-tooltip-anchor="#tooltip_content00626"><span class="kwb">CADIAN</span></span> model only. Once per battle, the bearer can unveil this relic at the start of any turn. Until the end of that turn, you can re-roll hit and <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound rolls</a> of 1 for all CADIAN units within 12" of the bearer. You can instead re-roll all failed hit and wound rolls for these units until the end of the turn if they are targeting a <span class="tooltip00627" data-tooltip-content="#tooltip_content00627" data-tooltip-anchor="#tooltip_content00627"><span class="kwb">CHAOS</span></span> unit.||true|AM|Astra Militarum|Though Cadia was destroyed by the Thirteenth Black Crusade, its most sacred artefacts live on. The most meaningful amongst the medals and skulls of fallen heroes resonates with energies of defiance and inspires those around them to acts of retribution.|
000001793|Mamorph Tuskblade|Heirlooms of Conquest|<span class="tooltip00628" data-tooltip-content="#tooltip_content00628" data-tooltip-anchor="#tooltip_content00628"><span class="kwb">CATACHAN</span></span> model with power sword only. The Mamorph Tuskblade replaces the model’s power sword and has the following profile:||true|AM|Astra Militarum|This viciously sharp blade was quenched in the blood of a Shambling Mamorph. It is said by the Jungle Fighters that the strength of that great beast – a mass of muscle and hair that can eviscerate an Ogryn with a single sweep of its oversized tusks – lives in the sword’s edge.|
000001794|Pietrov’s Mk 45|Heirlooms of Conquest|<span class="tooltip00629" data-tooltip-content="#tooltip_content00629" data-tooltip-anchor="#tooltip_content00629"><span class="kwb">VALHALLAN</span></span> model with bolt pistol only. Pietrov’s Mk 45 replaces the model’s bolt pistol and has the following profile:||true|AM|Astra Militarum|Commander Wladislaw Pietrov was well-known for the bulky Valhallan Mk 45 bolt pistol with which he dispensed rough justice – he who wields it is both inspiring and daunting to all Valhallans.|
000001795|The Armour of Graf Toschenko|Heirlooms of Conquest|<span class="tooltip00630" data-tooltip-content="#tooltip_content00630" data-tooltip-anchor="#tooltip_content00630"><span class="kwb">VOSTROYAN</span> <span class="kwb">INFANTRY</span></span> model only. Increase the model’s Toughness characteristic to 4 and Save characteristic to 2+.||true|AM|Astra Militarum|Toschenko, famous throughout the Firstborn for his indomitability against the T’au during the Nimbosa crusade, wore ornate augmetic armour that has since been passed to a dozen spiritual descendants.|
000001796|Skull Mask of Acheron|Heirlooms of Conquest|<span class="tooltip00631" data-tooltip-content="#tooltip_content00631" data-tooltip-anchor="#tooltip_content00631"><span class="kwb">ARMAGEDDON</span> <span class="kwb">CHARACTER</span></span> only. Enemy units within 3" of the bearer suffer a -1 penalty to their Leadership. <a href="/wh40k9ed/factions/orks">ORK</a> units suffer a -2 penalty instead.||true|AM|Astra Militarum|Possessing an almost totemic quality, the Skull Mask has been worn by a succession of Steel Legion commanders – he who dons it puts aside his identity, but carries a fell reputation as a killer of xenos.|
000001797|Claw of the Desert Tigers|Heirlooms of Conquest|<span class="tooltip00632" data-tooltip-content="#tooltip_content00632" data-tooltip-anchor="#tooltip_content00632"><span class="kwb">TALLARN</span></span> model with power sword only. Claw of the Desert Tigers replaces the model’s power sword and has the following profile:||true|AM|Astra Militarum|Famously used by Captain Al’rahem of the Tallarn 3rd to take the head of the Aeldari Autarch Kaliell, this power sword was crafted by master artisans and embellished with emblems of the desert.|
000001798|The Tactical Auto-reliquary of Tyberius|Heirlooms of Conquest|<span class="tooltip00633" data-tooltip-content="#tooltip_content00633" data-tooltip-anchor="#tooltip_content00633"><span class="kwb">MILITARUM</span> <span class="kwb">TEMPESTUS</span></span> model only. When using the <a href="/wh40k9ed/factions/astra-militarum/#Voice-of-Command">Voice of Command</a> ability, this model can issue one additional order per turn. Roll a dice before issuing this additional order. On a roll of 1, the Reliquary issues contradictory nonsense and nothing happens.||true|AM|Astra Militarum|Built into the gold-chased skull of Lord Commander Lucellin Tyberius himself, this device contains a web of psycho-circuitry containing Tyberius’ memory engrams and tactical acumen – and with it, his curmudgeonly and overbearing personality. Borne aloft by its own gravitic motors, the device observes and evaluates an officer’s decisions. The moment it considers an order poorly chosen, the skull cuts into the vox and loudly overrides its exasperated owner.|
000001799|Order of the Iron Star of Mordian|Heirlooms of Conquest|<span class="tooltip00634" data-tooltip-content="#tooltip_content00634" data-tooltip-anchor="#tooltip_content00634"><span class="kwb">MORDIAN</span> <span class="kwb">INFANTRY</span></span> model only. Each time the bearer suffers a wound or <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>, roll a dice; on a 4+ the wound is negated and has no effect.||true|AM|Astra Militarum|The Mordians are resolute and tenacious, and none more so than one who has earned the Order of the Iron Star. This impressive medallion is said to carry a fraction of the Emperor’s protective grace.|
000001803|Kurnous’ Bow|Remnants of Glory|Model with a shuriken pistol only. Kurnous’ Bow replaces this model’s shuriken pistol and has the following profile:||true|CW|Craftworlds|Aeldari myth recounts of how Kurnous hunted across the stars, fashioning an arrow specific to each prey he sought. When loosed from his bow, such a missile would seek out the greatest weakness in their target, finding gaps in defences to reach the soft flesh beneath. Kurnous’ Bow is a shuriken pistol created long ago in honour of these ancient tales. Its psycho-sympathetic ammunition reacts to the vulnerabilities of the foe, turning a shot that should have merely wounded into a killing blow.|
000001804|The Phoenix Gem|Remnants of Glory|The first time this model is slain, roll a D6 for each unit (friend or foe) within 3" of this model. On a roll of 2 or more, that unit suffers D3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>. If at least one mortal wound is inflicted as a result of this, then this model is not slain, but remains in play with a single wound remaining. If no mortal wounds are inflicted, this model is slain.||true|CW|Craftworlds|At the height of the War in Heaven, Asuryan himself was laid low by the chill blades of his foes. To save her beloved, Isha drew down the heat of a hundred stars into a glittering gem. The light and heat that had once nurtured countless planets drove the unnatural chill from the Phoenix King’s bones and returned him to his people and his consort. It is said that the Phoenix Gem is the only surviving fragment of this ancient stone. Even now, millions of years hence, it can still return life to the fallen…|
000001805|Shard of Anaris|Remnants of Glory|Model with a power sword only. The Shard of Anaris replaces this model’s power sword and has the following profile:||true|CW|Craftworlds|When Kaela Mensha Khaine slew Eldanesh, he took the sword Anaris and claimed it as his own.When Khaine was shattered in battle with Slaanesh, Anaris too was splintered, the fragments of both blade and wielder coming to rest within the craftworlds. Legend tells that the Shard of Anaris was then crafted into a blade to be borne by the Asuryani’s mightiest warriors.|
