id|type|name|legend|is_other_wargear|faction_id|description|
000000223||XIII Primarch (Aura)||Нет|SM|You can re-roll <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a> for attacks made by models in friendly <span class="tooltip00721" data-tooltip-content="#tooltip_content00721" data-tooltip-anchor="#tooltip_content00721"><span class="kwb">ULTRAMARINES</span> <span class="kwb">CORE</span></span> and <span class="tooltip00723" data-tooltip-content="#tooltip_content00723" data-tooltip-anchor="#tooltip_content00723"><span class="kwb">ULTRAMARINES</span> <span class="kwb">CHARACTER</span></span> units whilst their unit is within 6" of this model. Re-roll <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound rolls</a> of 1 for attacks made by models in friendly <span class="kwb">ULTRAMARINES</span> <span class="kwb">CORE</span> units whilst their unit is within 6" of this model.’|
000000225||Rites of Battle (Aura)||Нет|SM|While a friendly <span class="tooltip00732" data-tooltip-content="#tooltip_content00732" data-tooltip-anchor="#tooltip_content00732"><span class="kwb">IMPERIAL</span> <span class="kwb">FISTS</span> <span class="kwb">CORE</span></span> unit is within 6" of this model, each time a model in that unit makes an attack, re-roll a <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> of 1.|
000000226||Teleport Strike||Нет|SM|During deployment, you can set up this model in a teleportarium chamber instead of setting it up on the battlefield. If you do, then in the <a href="/wh40k9ed/the-rules/core-rules/#2.-Reinforcements">Reinforcements</a> step of of your <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phases</a> you can set up this model anywhere on the battlefield that is more than 9" away from any enemy models.|
000000227||Icon of Obstinacy||Нет|SM|While a friendly <span class="tooltip00834" data-tooltip-content="#tooltip_content00834" data-tooltip-anchor="#tooltip_content00834"><span class="kwb">IMPERIAL</span> <span class="kwb">FISTS</span></span> unit is within 6" of this model, each time a <a href="/wh40k9ed/the-rules/core-rules/#Combat-Attrition-Tests">Combat Attrition test</a> is taken for that unit, it is automatically passed.|
000000229||Chapter Master||Нет|SM|In your <a href="/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, select one friendly <span class="tooltip00835" data-tooltip-content="#tooltip_content00835" data-tooltip-anchor="#tooltip_content00835"><span class="kwb">CRIMSON</span> <span class="kwb">FISTS</span> <span class="kwb">CORE</span></span> or <span class="tooltip00836" data-tooltip-content="#tooltip_content00836" data-tooltip-anchor="#tooltip_content00836"><span class="kwb">CRIMSON</span> <span class="kwb">FISTS</span> <span class="kwb">CHARACTER</span></span> unit within 6" of this model. Until the start of your next Command phase, each time a model in that unit makes an attack, you can re-roll the <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.|
000000230||Oath of Rynn (Aura)||Нет|SM|While a friendly <span class="tooltip00835" data-tooltip-content="#tooltip_content00835" data-tooltip-anchor="#tooltip_content00835"><span class="kwb">CRIMSON</span> <span class="kwb">FISTS</span> <span class="kwb">CORE</span></span> unit is within 6" of this model, add 1 to the Attacks characteristic of models in that unit.|
000000231||Armour of Heraclus||Нет|SM|This model has a 4+ <a href="/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable save</a>. In addition, all damage suffered by Marneus Calgar is halved (rounding up).|
000000232||Chapter Master||Нет|SM|In your <a href="/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, select one friendly <span class="tooltip00721" data-tooltip-content="#tooltip_content00721" data-tooltip-anchor="#tooltip_content00721"><span class="kwb">ULTRAMARINES</span> <span class="kwb">CORE</span></span> or <span class="tooltip00723" data-tooltip-content="#tooltip_content00723" data-tooltip-anchor="#tooltip_content00723"><span class="kwb">ULTRAMARINES</span> <span class="kwb">CHARACTER</span></span> unit within 6" of this model. Until the start of your next Command phase, each time a model in that unit makes an attack, you can re-roll the <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.|
000000233||Master Tactician||Нет|SM|If your army is <a href="/wh40k9ed/the-rules/core-rules/#BATTLE-FORGED-ARMIES">Battle-forged</a>, you receive an additional 2 <a href="/wh40k9ed/the-rules/core-rules/#Command-Points">Command Points</a> if Marneus Calgar is your <a href="/wh40k9ed/the-rules/core-rules/#The-Warlord">Warlord</a>.|
000000235||Iron Halo||Нет|SM|Marneus Calgar in Artificer Armour has a 4+ <a href="/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable save</a>.|
000000236||Iron Halo||Нет|SM|This model has a 4+ <a href="/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable save</a>.|
000000237||Rites of Battle (Aura)||Нет|SM|While a friendly <span class="tooltip00721" data-tooltip-content="#tooltip_content00721" data-tooltip-anchor="#tooltip_content00721"><span class="kwb">ULTRAMARINES</span> <span class="kwb">CORE</span></span> unit is within 6" of this model, each time a model in that unit makes an attack, re-roll a <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> of 1.|
000000238||Battle-forged Heroes||Нет|SM|At the start of the battle round, you can select one friendly <span class="tooltip00721" data-tooltip-content="#tooltip_content00721" data-tooltip-anchor="#tooltip_content00721"><span class="kwb">ULTRAMARINES</span> <span class="kwb">CORE</span></span> or <span class="tooltip00723" data-tooltip-content="#tooltip_content00723" data-tooltip-anchor="#tooltip_content00723"><span class="kwb">ULTRAMARINES</span> <span class="kwb">CHARACTER</span></span> unit within 6" of this model. Until the end of that battle round, that unit has the <a href="/wh40k9ed/the-rules/core-rules/#Objective-Secured">Objective Secured</a> ability.|
000000239||Hood of Hellfire||Нет|SM|When a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">Psychic test</a> is taken for this model, you can re-roll the result. When a Psychic test or a <a href="/wh40k9ed/the-rules/core-rules/#Deny-the-Witch">Deny the Witch test</a> is taken for this model, add 1 to the total.|
000000240||Master of Prescience||Нет|SM|At the start of the battle round, you can select one friendly <span class="tooltip00721" data-tooltip-content="#tooltip_content00721" data-tooltip-anchor="#tooltip_content00721"><span class="kwb">ULTRAMARINES</span> <span class="kwb">CORE</span></span> or <span class="tooltip00723" data-tooltip-content="#tooltip_content00723" data-tooltip-anchor="#tooltip_content00723"><span class="kwb">ULTRAMARINES</span> <span class="kwb">CHARACTER</span></span> unit within 6" of this model. Until the end of that battle round, when resolving an attack against that unit, subtract 1 from that attack’s <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.|
000000241||Rosarius||Нет|SM|This model has a 4+ <a href="/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable save</a>.|
000000242||Inspired Retribution (Aura)||Нет|SM|While a friendly <span class="tooltip00721" data-tooltip-content="#tooltip_content00721" data-tooltip-anchor="#tooltip_content00721"><span class="kwb">ULTRAMARINES</span> <span class="kwb">CORE</span></span> or <span class="tooltip00723" data-tooltip-content="#tooltip_content00723" data-tooltip-anchor="#tooltip_content00723"><span class="kwb">ULTRAMARINES</span> <span class="kwb">CHARACTER</span></span> unit is within 6" of this model, each time a model in that unit is destroyed by a melee attack, roll one D6: on a 6, the enemy unit that made the attack that destroyed your model suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> after it has fought.|
000000244||Spiritual Leaders (Aura)||Нет|SM|While a friendly <span class="tooltip00721" data-tooltip-content="#tooltip_content00721" data-tooltip-anchor="#tooltip_content00721"><span class="kwb">ULTRAMARINES</span> <span class="kwb">CORE</span></span> unit is within 6" of this model, models in that unit can use this model’s Leadership characteristic instead of their own.|
000000245||Voice of Experience||Нет|SM|At the start of your <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, you can select one friendly <span class="tooltip00837" data-tooltip-content="#tooltip_content00837" data-tooltip-anchor="#tooltip_content00837"><span class="kwb">ULTRAMARINES</span> <span class="kwb">SCOUT</span></span> unit within 3" of this model; models in that unit have a Ballistic Skill characteristic of 2+ until the end of that phase.|
000000247||Camo Cloak||Нет|SM|Each time a ranged attack is allocated to this model while it is receiving the benefits of cover, add an additional 1 to any armour <a href="/wh40k9ed/the-rules/core-rules/#4.-Saving-Throw">saving throw</a> made against that attack.|
000000248||Tank Commander||Нет|SM|Instead of being set up on the battlefield during deployment, this model must begin the battle commanding a tank. When mustering your army, select one <span class="tooltip00838" data-tooltip-content="#tooltip_content00838" data-tooltip-anchor="#tooltip_content00838"><span class="kwb">ULTRAMARINES</span> <span class="kwb">VEHICLE</span></span> model from your army for Sergeant Chronus to command that has one of the following keywords:<br><br><table><tr><td style="width:180px;">• <span class="tooltip00413" data-tooltip-content="#tooltip_content00413" data-tooltip-anchor="#tooltip_content00413"><span class="kwb">RHINO</span></span><br>• <span class="tooltip00414" data-tooltip-content="#tooltip_content00414" data-tooltip-anchor="#tooltip_content00414"><span class="kwb">RAZORBACK</span></span><br>• <span class="tooltip00415" data-tooltip-content="#tooltip_content00415" data-tooltip-anchor="#tooltip_content00415"><span class="kwb">PREDATOR</span></span><br>• <span class="tooltip00420" data-tooltip-content="#tooltip_content00420" data-tooltip-anchor="#tooltip_content00420"><span class="kwb">VINDICATOR</span></span><br></td><td>• <span class="tooltip00416" data-tooltip-content="#tooltip_content00416" data-tooltip-anchor="#tooltip_content00416"><span class="kwb">WHIRLWIND</span></span><br>• <span class="tooltip00418" data-tooltip-content="#tooltip_content00418" data-tooltip-anchor="#tooltip_content00418"><span class="kwb">HUNTER</span></span><br>• <span class="tooltip00419" data-tooltip-content="#tooltip_content00419" data-tooltip-anchor="#tooltip_content00419"><span class="kwb">STALKER</span></span><br>• <span class="tooltip00423" data-tooltip-content="#tooltip_content00423" data-tooltip-anchor="#tooltip_content00423"><span class="kwb">LAND</span> <span class="kwb">RAIDER</span></span></td></tr></table><br>Whilst a VEHICLE model is being commanded by Sergeant Chronus, it has a 2+ Ballistic Skill (even when it has suffered damage) and gains the CHARACTER and SERGEANT CHRONUS keywords. In addition, at the start of your turn, that model regains 1 lost wound. Whilst commanding a tank, Sergeant Chronus cannot attack with his bolt pistol, servo-arm, frag grenades or krak grenades.<br><br>If a VEHICLE model being commanded by Sergeant Chronus is destroyed, set up this model within 6" of that VEHICLE model in the same manner as a model <a href="/wh40k9ed/the-rules/core-rules/#Disembark">disembarking from a transport</a>.|
000000249||Combat Squads||Нет|SM|At the start of deployment, before any units have been set up, if this unit contains the maximum number of models that it can, then it can be split into two units containing as equal a number of models as possible. When splitting a unit using this ability, make a note of which models form each of the two new units.|
000000251||Power Overload||Нет|SM|If you roll three or more <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a> of 1 for this model’s lascannons or twin lascannons in the same phase, it experiences a power overload and suffers 6 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>.|
000000252||Explodes||Нет|SM|When this model is destroyed, roll one D6 before removing it from play. On a 6 it explodes, and each unit within 6" suffers D6 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>.|
000000253||Chapter Master||Нет|SM|In your <a href="/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, select one friendly <span class="tooltip00602" data-tooltip-content="#tooltip_content00602" data-tooltip-anchor="#tooltip_content00602"><span class="kwb">BLACK</span> <span class="kwb">TEMPLARS</span> <span class="kwb">CORE</span></span> or <span class="tooltip00839" data-tooltip-content="#tooltip_content00839" data-tooltip-anchor="#tooltip_content00839"><span class="kwb">BLACK</span> <span class="kwb">TEMPLARS</span> <span class="kwb">CHARACTER</span></span> unit within 6" of this model. Until the start of your next Command phase, each time a model in that unit makes an attack, you can re-roll the <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.|
000000258||The Armour of Faith||Нет|SM|This model has a 4+ <a href="/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable save</a>.|
000000260||Spiritual Leaders (Aura)||Нет|SM|While a friendly <span class="tooltip00602" data-tooltip-content="#tooltip_content00602" data-tooltip-anchor="#tooltip_content00602"><span class="kwb">BLACK</span> <span class="kwb">TEMPLARS</span> <span class="kwb">CORE</span></span> unit is within 6" of this unit’s Chaplain Grimaldus model, models in that unit can use this model’s Leadership characteristic instead of their own.|
000000265||Chapter Master||Нет|SM|In your <a href="/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, select one friendly <span class="tooltip00840" data-tooltip-content="#tooltip_content00840" data-tooltip-anchor="#tooltip_content00840"><span class="kwb">RAVEN</span> <span class="kwb">GUARD</span> <span class="kwb">CORE</span></span> or <span class="tooltip00841" data-tooltip-content="#tooltip_content00841" data-tooltip-anchor="#tooltip_content00841"><span class="kwb">RAVEN</span> <span class="kwb">GUARD</span> <span class="kwb">CHARACTER</span></span> unit within 6" of this model. Until the start of your next Command phase, each time a model in that unit makes an attack, you can re-roll the <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.|
000000266||Winged Deliverance (Aura)||Нет|SM|You can re-roll <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge rolls</a> made for <span class="tooltip00842" data-tooltip-content="#tooltip_content00842" data-tooltip-anchor="#tooltip_content00842"><span class="kwb">RAVEN</span> <span class="kwb">GUARD</span> <span class="kwb">JUMP</span> <span class="kwb">PACK</span></span> and <span class="tooltip00843" data-tooltip-content="#tooltip_content00843" data-tooltip-anchor="#tooltip_content00843"><span class="kwb">RAVEN</span> <span class="kwb">GUARD</span> <span class="kwb">PHOBOS</span></span> units if they are within 6" of this model when the roll is made.|
000000268||Iron Halo||Нет|SM|This model has a 4+ <a href="/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable save</a>.|
000000269||Rites of Battle (Aura)||Нет|SM|While a friendly <span class="tooltip00736" data-tooltip-content="#tooltip_content00736" data-tooltip-anchor="#tooltip_content00736"><span class="kwb">SALAMANDERS</span> <span class="kwb">CORE</span></span> unit is within 6" of this model, each time a model in that unit makes an attack, re-roll a <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> of 1.|
000000270||Kesare’s Mantle||Нет|SM|This model has a 3+ <a href="/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable save</a>.|
000000271||Forgefather||Нет|SM|In your <a href="/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, select one friendly <span class="tooltip00736" data-tooltip-content="#tooltip_content00736" data-tooltip-anchor="#tooltip_content00736"><span class="kwb">SALAMANDERS</span> <span class="kwb">CORE</span></span> or <span class="tooltip00844" data-tooltip-content="#tooltip_content00844" data-tooltip-anchor="#tooltip_content00844"><span class="kwb">SALAMANDERS</span> <span class="kwb">CHARACTER</span></span> unit within 6" of this model. Until the start of your next Command phase, each time a model in that unit makes an attack with a <a href="/wh40k9ed/factions/space-marines/#Weapon-Definitions">flame or melta weapon</a>, you can re-roll that attack’s <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> and you can re-roll that attack’s <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a>.|
000000272||Rites of Battle (Aura)||Нет|SM|While a friendly <span class="tooltip00725" data-tooltip-content="#tooltip_content00725" data-tooltip-anchor="#tooltip_content00725"><span class="kwb">WHITE</span> <span class="kwb">SCARS</span> <span class="kwb">CORE</span></span> unit is within 6" of this model, each time a model in that unit makes an attack, re-roll a <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> of 1.|
000000273||For the Khan! (Aura)||Нет|SM|While a friendly <span class="tooltip00725" data-tooltip-content="#tooltip_content00725" data-tooltip-anchor="#tooltip_content00725"><span class="kwb">WHITE</span> <span class="kwb">SCARS</span> <span class="kwb">CORE</span></span> or <span class="tooltip00845" data-tooltip-content="#tooltip_content00845" data-tooltip-anchor="#tooltip_content00845"><span class="kwb">WHITE</span> <span class="kwb">SCARS</span> <span class="kwb">CHARACTER</span></span> unit is within 6" of this model, each time a model in that unit makes a melee attack, if its unit made a <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge move</a> or <a href="/wh40k9ed/the-rules/core-rules/#Performing-a-Heroic-Intervention">performed a Heroic Intervention</a> this turn, add 1 to that attack’s <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a>.|
000000274||Iron Halo||Нет|SM|This model has a 4+ <a href="/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable save</a>.|
000000275||Turbo-boost||Нет|SM|When this model Advances, add 6" to its Move characteristic until the end of the <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a> instead of making an <a href="/wh40k9ed/the-rules/core-rules/#Advance">Advance roll</a>.|
000000276||Aid Unlooked For||Нет|SM|During deployment, you can set up this unit in the aether instead of setting it up on the battlefield. If you do, at the end of one of your <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phases</a> you can set up this unit anywhere on the battlefield that is more than 9" away from any enemy models.|
000000277||Flaming Projectiles||Нет|SM|When resolving an attack made with a ranged weapon by a model in this unit, the target does not receive the <a href="/wh40k9ed/the-rules/core-rules/#Terrain-and-Cover">benefit of cover</a>.|
000000278||Unyielding Spectres||Нет|SM|Models in this unit have a 3+ <a href="/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable save</a>.|
000000500|Abilities|And They Shall Know No Fear|Grey Knights face down the darkest horrors that lie beyond the veil of reality, creatures that would shatter the sanity of others.|Нет|GK|Each time a <a href="/wh40k9ed/the-rules/core-rules/#Combat-Attrition-Tests">Combat Attrition test</a> is taken for this unit, ignore any or all modifiers.|
000000501|Abilities|Daemon Hunters|Grey Knights are implacable foes of all things daemonic, their doctrines and weapons honed to the slaughter of warpspawn.|Нет|GK|If this unit attacks any DAEMONS in the <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, you can re-roll failed <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound rolls</a> for those attacks.|
000000502|Abilities|Rites of Banishment|Employing ancient tomes and reams of arcane lore, the Grey Knights perform sacred rituals that sever the bonds holding Daemons to the material plane, banishing them to the roiling hellscape from whence they came.|Нет|GK|When this unit <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifests</a> the <a href="/wh40k9ed/the-rules/core-rules/#Smite">Smite</a> psychic power, it has a range of 12" rather than 18", and the target unit suffers only 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> rather than D3 (whether or not the result of the <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">Psychic test</a> is more than 10) – unless the target unit is a DAEMON, in which case it suffers 3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a> instead of D3.|
000000503|Deployment Abilities|Teleport Strike|Grey Knights’ shrouded strike cruisers and battle barges can teleport their warriors en masse into the very heart of battle, their psychic warriors safe from the warp’s insidious touch.|Нет|GK|During deployment, if every model in this unit has this ability, then you can set up this unit in a teleportarium chamber instead of setting it up on the battlefield. If you do, then in the <a href="/wh40k9ed/the-rules/core-rules/#2.-Reinforcements">Reinforcements step</a> of one of your <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phases</a> you can set up this unit anywhere on the battlefield that is more than 9" away from any enemy models.|
000000508||Iron Halo||Нет|GK|This model has a 4+ <a href="/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable save</a>.|
000000511||Rites of Battle (Aura)||Нет|GK|While a friendly <span class="tooltip00846" data-tooltip-content="#tooltip_content00846" data-tooltip-anchor="#tooltip_content00846"><span class="kwb2">&lt;<span class="kwb3">B</span>ROTHERHOOD&gt;</span> <span class="kwb">CORE</span></span> unit is within 6" of this model, each time a model in that unit makes an attack, re-roll a <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> of 1.|
000000513||The Strands of Fate||Нет|GK|In your turn, you can re-roll one <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>, <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> or <a href="/wh40k9ed/the-rules/core-rules/#4.-Saving-Throw">saving throw</a> for this model. If you do, in their next turn your opponent can re-roll one hit roll, wound roll or saving throw for a model in their army.|
000000515||Zone of Banishment||Нет|GK|Each time this model successfully <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifests</a> a psychic power, each <span class="kwb">DAEMON</span> unit within 6" suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>.|
000000519||Heroic Sacrifice||Нет|GK|If this model is destroyed in the <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, do not remove this model from play - it can fight after the attacking model’s unit has finished making attacks. If you are using this ability, after resolving this model’s attacks, it is then removed.|
000000520||Cleansing Flame||Нет|GK|Each time this unit attempts to <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifest</a> the <a href="/wh40k9ed/factions/grey-knights/#Sanctic-Discipline-1">Purifying Flame</a> psychic power, add 1 to that attempt’s <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">Psychic test</a>.|
000000529||Personal Teleporters||Нет|GK|Each time this unit makes a <a href="/wh40k9ed/the-rules/core-rules/#Normal-Move">Normal Move</a>, <a href="/wh40k9ed/the-rules/core-rules/#Advance">Advances</a>, or <a href="/wh40k9ed/the-rules/core-rules/#Fall-Back">Falls Back</a>, models in this unit can be moved across other models (and their bases) as if they were not there, and they can be moved within <a href="/wh40k9ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of enemy models. In addition, any vertical distance up and/or down that they make as part of that move is ignored. However, these models cannot finish this move either on top of another model (or its base) or within Engagement Range of any enemy models.|
000000531||Force Shielding||Нет|GK|This model has a 4+ <a href="/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable save</a>.|
000000532||Dreadknight teleporter||Да|GK|The bearer has the <span class="tooltip00847" data-tooltip-content="#tooltip_content00847" data-tooltip-anchor="#tooltip_content00847"><span class="kwb">TELEPORTER</span></span> keyword.|
000000534|Abilities|For the Greater Good|The greatest proof of the superiority of the T’au’va is the sight of a hundred pulse rifles firing in unison.|Нет|TAU|<ul><li>Each time an enemy unit <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">declares a charge</a> against this unit, this unit can fire <a href="/wh40k9ed/the-rules/core-rules/#Overwatch">Overwatch</a> before the charge roll is made.</li><li>While a friendly unit with this ability is within 6" of this unit, each time an enemy unit declares a charge against this unit, that friendly unit can fire Overwatch before the charge roll is made. If it does so, until the end of the phase, that friendly unit cannot fire Overwatch again.</li></ul><i><b>Designer’s Note</b>: This allows T’au units to fire Overwatch in the same way that they did in the previous edition, and as such, units with this ability do not require the <a href="/wh40k9ed/the-rules/core-rules/#Stratagems">Fire Overwatch</a> Stratagem from the Warhammer 40,000 Core Book in order to do so.</i>|
000000542||Target lock||Нет|TAU|A model with a target lock does not suffer the penalty to their <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a> for <a href="/wh40k9ed/the-rules/core-rules/#Advance">Advancing</a> and firing <a href="/wh40k9ed/the-rules/core-rules/#ASSAULT">Assault weapons</a>. This model can also Advance and fire <a href="/wh40k9ed/the-rules/core-rules/#HEAVY">Heavy</a> or <a href="/wh40k9ed/the-rules/core-rules/#RAPID-FIRE">Rapid Fire weapons</a>, but you must subtract 1 from its hit rolls when it does so.|
000000543||Velocity tracker||Нет|TAU|Add 1 to <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a> for a model with a velocity tracker when it shoots at a unit that can <a href="/wh40k9ed/the-rules/core-rules/#Flying">FLY</a>.|
000000546||Coldstar||Нет|TAU|When this model <a href="/wh40k9ed/the-rules/core-rules/#Advance">Advances</a>, add 20" to its Move characteristic for that <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a> instead of rolling a D6.|
000000548||Drone Support||Нет|TAU|Tactical Drones often accompany other T’au Empire units. In such instances, a unit’s datasheet will instruct you if, and how many, Tactical Drones may accompany it. Tactical Drones included in your army in this way have the <a href="/wh40k9ed/the-rules/core-rules/#Battlefield-Role">Battlefield Role</a> of the unit they accompany.<br><br>When a unit is set up on the battlefield, any <a href="/wh40k9ed/factions/t-au-empire/#Accompanying-Drones-1">accompanying Drones</a> must be placed in <a href="/wh40k9ed/the-rules/core-rules/#Unit-Coherency">unit coherency</a> with it. From that point onwards, the accompanying Drones are treated as a separate unit.|
000000550||Threat Identification Protocols||Нет|TAU|In the <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, Gun Drones can only target the nearest visible enemy unit. If two units are equally close, you can choose which is targeted.|
000000551||Shield Generator||Нет|TAU|Shield Drones have a 4+ <a href="/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable save</a>. In addition, roll a D6 each time a <span class="tooltip00848" data-tooltip-content="#tooltip_content00848" data-tooltip-anchor="#tooltip_content00848"><span class="kwb">DRONE</span></span> with this ability loses a wound; on a 5+ that Drone does not lose a wound.|
000000552||Stable Platform||Нет|TAU|Marker Drones do not suffer the penalty for moving and firing <a href="/wh40k9ed/the-rules/core-rules/#HEAVY">Heavy weapons</a>.|
000000553||Failure Is Not An Option||Нет|TAU|T’AU EMPIRE units within 6" of a friendly <span class="tooltip00849" data-tooltip-content="#tooltip_content00849" data-tooltip-anchor="#tooltip_content00849"><span class="kwb">ETHEREAL</span></span> may use the Ethereal’s Leadership characteristic instead of their own when taking <a href="/wh40k9ed/the-rules/core-rules/#Morale-Tests">Morale tests</a>.|
000000554||Invocation of the Elements||Нет|TAU|In your <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>, an <span class="tooltip00849" data-tooltip-content="#tooltip_content00849" data-tooltip-anchor="#tooltip_content00849"><span class="kwb">ETHEREAL</span></span> may invoke one of the elemental powers below. All friendly <span class="tooltip00504" data-tooltip-content="#tooltip_content00504" data-tooltip-anchor="#tooltip_content00504"><span class="kwb">T’AU</span> <span class="kwb">EMPIRE</span> <span class="kwb">INFANTRY</span></span> and <span class="tooltip00502" data-tooltip-content="#tooltip_content00502" data-tooltip-anchor="#tooltip_content00502"><span class="kwb">BATTLESUIT</span></span> units within 6" of the model invoking an elemental power gain the relevant benefit until the start of your next turn. A unit can only be affected by the same elemental power once per battle round.<br><ul><li><b>Calm of Tides:</b> Subtract 1 from any <a href="/wh40k9ed/the-rules/core-rules/#Morale-Tests">Morale tests</a> made for affected units.</li><li><b>Storm of Fire:</b> Re-roll <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a> of 1 in the <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a> for affected units that remain stationary in the Movement phase.</li><li><b>Sense of Stone:</b> Whenever a model in an affected unit loses a wound, roll a D6; on a 6, that model does not lose that wound.</li><li><b>Zephyr’s Grace:</b> You can re-roll the dice for affected units when they <a href="/wh40k9ed/the-rules/core-rules/#Advance">Advance</a>.</li></ul>|
000000555||Volley Fire||Нет|TAU|Models in <a href="/wh40k9ed/factions/t-au-empire/#SEPT-"><SEPT></a> units within 6" of any friendly <SEPT> Cadre Fireblades may fire an extra shot with pulse pistols, pulse carbines and pulse rifles when shooting at a target within half the weapon’s range.|
000000557||Genius of Mont’ka||Нет|TAU|Once per battle, this model can declare Mont’ka even if <a href="/wh40k9ed/factions/t-au-empire/#Master-of-War-2">Kauyon or Mont’ka</a> has already been declared. Mont’ka and Kauyon cannot both be declared in the same turn.|
